	path	genre	Action	Adventure	Comedy	Crime	Drama	Horror	Romance	Thriller
3216	frames\Comedy\t-dJ4I7rGp8\2576.jpg	['Comedy']	0	0	1	0	0	0	0	0
3217	frames\Crime_Drama\13_ffd4CiG4\2806.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3218	frames\Crime_Drama\13_ffd4CiG4\736.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3219	frames\Crime_Drama\13_ffd4CiG4\1426.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3220	frames\Crime_Drama\13_ffd4CiG4\276.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3221	frames\Crime_Drama\13_ffd4CiG4\3266.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3222	frames\Crime_Drama\13_ffd4CiG4\506.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3223	frames\Crime_Drama\13_ffd4CiG4\3036.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3224	frames\Crime_Drama\13_ffd4CiG4\1656.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3225	frames\Crime_Drama\13_ffd4CiG4\966.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3226	frames\Crime_Drama\13_ffd4CiG4\1886.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3227	frames\Crime_Drama\13_ffd4CiG4\2576.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3228	frames\Crime_Drama\13_ffd4CiG4\46.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3229	frames\Crime_Drama\13_ffd4CiG4\2116.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3230	frames\Crime_Drama\13_ffd4CiG4\1196.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3231	frames\Crime_Drama\13_ffd4CiG4\2346.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
3232	frames\Drama\9I0E9w8Nqfg\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
3233	frames\Drama\9I0E9w8Nqfg\966.jpg	['Drama']	0	0	0	0	1	0	0	0
3234	frames\Drama\9I0E9w8Nqfg\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
3235	frames\Drama\9I0E9w8Nqfg\736.jpg	['Drama']	0	0	0	0	1	0	0	0
3236	frames\Drama\9I0E9w8Nqfg\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
3237	frames\Drama\9I0E9w8Nqfg\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
3238	frames\Drama\9I0E9w8Nqfg\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
3239	frames\Drama\9I0E9w8Nqfg\46.jpg	['Drama']	0	0	0	0	1	0	0	0
3240	frames\Drama\9I0E9w8Nqfg\276.jpg	['Drama']	0	0	0	0	1	0	0	0
3241	frames\Drama\9I0E9w8Nqfg\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
3242	frames\Drama\9I0E9w8Nqfg\506.jpg	['Drama']	0	0	0	0	1	0	0	0
3243	frames\Drama\9I0E9w8Nqfg\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
3244	frames\Drama\QiVfqVQ5t9A\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
3245	frames\Drama\QiVfqVQ5t9A\966.jpg	['Drama']	0	0	0	0	1	0	0	0
3246	frames\Drama\QiVfqVQ5t9A\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
3247	frames\Drama\QiVfqVQ5t9A\506.jpg	['Drama']	0	0	0	0	1	0	0	0
3248	frames\Drama\QiVfqVQ5t9A\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
3249	frames\Drama\QiVfqVQ5t9A\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
3250	frames\Drama\QiVfqVQ5t9A\276.jpg	['Drama']	0	0	0	0	1	0	0	0
3251	frames\Drama\QiVfqVQ5t9A\736.jpg	['Drama']	0	0	0	0	1	0	0	0
3252	frames\Drama\QiVfqVQ5t9A\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
3253	frames\Drama\QiVfqVQ5t9A\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
3254	frames\Drama\QiVfqVQ5t9A\46.jpg	['Drama']	0	0	0	0	1	0	0	0
3255	frames\Drama\QiVfqVQ5t9A\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
3256	frames\Action_Thriller\tyyPSnHcthg\46.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3257	frames\Action_Thriller\tyyPSnHcthg\2116.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3258	frames\Action_Thriller\tyyPSnHcthg\3266.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3259	frames\Action_Thriller\tyyPSnHcthg\1426.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3260	frames\Action_Thriller\tyyPSnHcthg\2346.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3261	frames\Action_Thriller\tyyPSnHcthg\736.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3262	frames\Action_Thriller\tyyPSnHcthg\506.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3263	frames\Action_Thriller\tyyPSnHcthg\1656.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3264	frames\Action_Thriller\tyyPSnHcthg\1196.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3265	frames\Action_Thriller\tyyPSnHcthg\3036.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3266	frames\Action_Thriller\tyyPSnHcthg\2576.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3267	frames\Action_Thriller\tyyPSnHcthg\276.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3268	frames\Action_Thriller\tyyPSnHcthg\1886.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3269	frames\Action_Thriller\tyyPSnHcthg\966.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3270	frames\Action_Thriller\tyyPSnHcthg\2806.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3271	frames\Action_Thriller\tyyPSnHcthg\3496.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
3272	frames\Adventure_Comedy\sOBIrjgDZr4\736.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3273	frames\Adventure_Comedy\sOBIrjgDZr4\46.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3274	frames\Adventure_Comedy\sOBIrjgDZr4\2346.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3275	frames\Adventure_Comedy\sOBIrjgDZr4\1196.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3276	frames\Adventure_Comedy\sOBIrjgDZr4\506.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3277	frames\Adventure_Comedy\sOBIrjgDZr4\3036.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3278	frames\Adventure_Comedy\sOBIrjgDZr4\1656.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3279	frames\Adventure_Comedy\sOBIrjgDZr4\2116.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3280	frames\Adventure_Comedy\sOBIrjgDZr4\2576.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3281	frames\Adventure_Comedy\sOBIrjgDZr4\1886.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3282	frames\Adventure_Comedy\sOBIrjgDZr4\2806.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3283	frames\Adventure_Comedy\sOBIrjgDZr4\1426.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3284	frames\Adventure_Comedy\sOBIrjgDZr4\276.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3285	frames\Adventure_Comedy\sOBIrjgDZr4\966.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
3286	frames\Drama\6X4Sukx3GsY\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
3287	frames\Drama\6X4Sukx3GsY\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
3288	frames\Drama\6X4Sukx3GsY\966.jpg	['Drama']	0	0	0	0	1	0	0	0
3289	frames\Drama\6X4Sukx3GsY\46.jpg	['Drama']	0	0	0	0	1	0	0	0
3290	frames\Drama\6X4Sukx3GsY\736.jpg	['Drama']	0	0	0	0	1	0	0	0
3291	frames\Drama\6X4Sukx3GsY\276.jpg	['Drama']	0	0	0	0	1	0	0	0
3292	frames\Drama\6X4Sukx3GsY\506.jpg	['Drama']	0	0	0	0	1	0	0	0
3293	frames\Action_Comedy\zV3AZFuaJVQ\2576.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3294	frames\Action_Comedy\zV3AZFuaJVQ\1426.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3295	frames\Action_Comedy\zV3AZFuaJVQ\2116.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3296	frames\Action_Comedy\zV3AZFuaJVQ\1656.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3297	frames\Action_Comedy\zV3AZFuaJVQ\2346.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3298	frames\Action_Comedy\zV3AZFuaJVQ\506.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3299	frames\Action_Comedy\zV3AZFuaJVQ\1196.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3300	frames\Action_Comedy\zV3AZFuaJVQ\46.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3301	frames\Action_Comedy\zV3AZFuaJVQ\2806.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3302	frames\Action_Comedy\zV3AZFuaJVQ\966.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3303	frames\Action_Comedy\zV3AZFuaJVQ\1886.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3304	frames\Action_Comedy\zV3AZFuaJVQ\736.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3305	frames\Action_Comedy\zV3AZFuaJVQ\276.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
3306	frames\Comedy\80x9FmKsyg4\2346.jpg	['Comedy']	0	0	1	0	0	0	0	0
3307	frames\Comedy\80x9FmKsyg4\46.jpg	['Comedy']	0	0	1	0	0	0	0	0
3308	frames\Comedy\80x9FmKsyg4\276.jpg	['Comedy']	0	0	1	0	0	0	0	0
3309	frames\Comedy\80x9FmKsyg4\966.jpg	['Comedy']	0	0	1	0	0	0	0	0
3310	frames\Comedy\80x9FmKsyg4\1196.jpg	['Comedy']	0	0	1	0	0	0	0	0
3311	frames\Comedy\80x9FmKsyg4\2806.jpg	['Comedy']	0	0	1	0	0	0	0	0
3312	frames\Comedy\80x9FmKsyg4\736.jpg	['Comedy']	0	0	1	0	0	0	0	0
3313	frames\Comedy\80x9FmKsyg4\2116.jpg	['Comedy']	0	0	1	0	0	0	0	0
3314	frames\Comedy\80x9FmKsyg4\1656.jpg	['Comedy']	0	0	1	0	0	0	0	0
3315	frames\Comedy\80x9FmKsyg4\2576.jpg	['Comedy']	0	0	1	0	0	0	0	0
3316	frames\Comedy\80x9FmKsyg4\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
3317	frames\Comedy\80x9FmKsyg4\1426.jpg	['Comedy']	0	0	1	0	0	0	0	0
3318	frames\Comedy\80x9FmKsyg4\1886.jpg	['Comedy']	0	0	1	0	0	0	0	0
3319	frames\Adventure_Drama\Wy3IoFyvWOs\3036.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3320	frames\Adventure_Drama\Wy3IoFyvWOs\1656.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3321	frames\Adventure_Drama\Wy3IoFyvWOs\3726.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3322	frames\Adventure_Drama\Wy3IoFyvWOs\2806.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3323	frames\Adventure_Drama\Wy3IoFyvWOs\736.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3324	frames\Adventure_Drama\Wy3IoFyvWOs\46.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3325	frames\Adventure_Drama\Wy3IoFyvWOs\3266.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3326	frames\Adventure_Drama\Wy3IoFyvWOs\1196.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3327	frames\Adventure_Drama\Wy3IoFyvWOs\2116.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3328	frames\Adventure_Drama\Wy3IoFyvWOs\4646.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3329	frames\Adventure_Drama\Wy3IoFyvWOs\276.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3330	frames\Adventure_Drama\Wy3IoFyvWOs\3496.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3331	frames\Adventure_Drama\Wy3IoFyvWOs\2346.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3332	frames\Adventure_Drama\Wy3IoFyvWOs\3956.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3333	frames\Adventure_Drama\Wy3IoFyvWOs\506.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3334	frames\Adventure_Drama\Wy3IoFyvWOs\4416.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3335	frames\Adventure_Drama\Wy3IoFyvWOs\1886.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3336	frames\Adventure_Drama\Wy3IoFyvWOs\2576.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3337	frames\Adventure_Drama\Wy3IoFyvWOs\966.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3338	frames\Adventure_Drama\Wy3IoFyvWOs\4186.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3339	frames\Adventure_Drama\Wy3IoFyvWOs\1426.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
3340	frames\Drama\iwxe2sIgQL0\506.jpg	['Drama']	0	0	0	0	1	0	0	0
3341	frames\Drama\iwxe2sIgQL0\276.jpg	['Drama']	0	0	0	0	1	0	0	0
3342	frames\Drama\iwxe2sIgQL0\46.jpg	['Drama']	0	0	0	0	1	0	0	0
3343	frames\Drama\iwxe2sIgQL0\966.jpg	['Drama']	0	0	0	0	1	0	0	0
3344	frames\Drama\iwxe2sIgQL0\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
3345	frames\Drama\iwxe2sIgQL0\736.jpg	['Drama']	0	0	0	0	1	0	0	0
3346	frames\Drama\iwxe2sIgQL0\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
3347	frames\Drama\uMb3tldMyn0\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
3348	frames\Drama\uMb3tldMyn0\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
3349	frames\Drama\uMb3tldMyn0\3036.jpg	['Drama']	0	0	0	0	1	0	0	0
3350	frames\Drama\uMb3tldMyn0\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
3351	frames\Drama\uMb3tldMyn0\276.jpg	['Drama']	0	0	0	0	1	0	0	0
3352	frames\Drama\uMb3tldMyn0\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
3353	frames\Drama\uMb3tldMyn0\2806.jpg	['Drama']	0	0	0	0	1	0	0	0
3354	frames\Drama\uMb3tldMyn0\46.jpg	['Drama']	0	0	0	0	1	0	0	0
3355	frames\Drama\uMb3tldMyn0\966.jpg	['Drama']	0	0	0	0	1	0	0	0
3356	frames\Drama\uMb3tldMyn0\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
3357	frames\Drama\uMb3tldMyn0\3266.jpg	['Drama']	0	0	0	0	1	0	0	0
3358	frames\Drama\uMb3tldMyn0\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
3359	frames\Drama\uMb3tldMyn0\736.jpg	['Drama']	0	0	0	0	1	0	0	0
3360	frames\Drama\uMb3tldMyn0\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
3361	frames\Drama\uMb3tldMyn0\506.jpg	['Drama']	0	0	0	0	1	0	0	0
3362	frames\Comedy\402xHwQGVsE\2116.jpg	['Comedy']	0	0	1	0	0	0	0	0
3363	frames\Comedy\402xHwQGVsE\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
3364	frames\Comedy\402xHwQGVsE\276.jpg	['Comedy']	0	0	1	0	0	0	0	0
3365	frames\Comedy\402xHwQGVsE\46.jpg	['Comedy']	0	0	1	0	0	0	0	0
3366	frames\Comedy\402xHwQGVsE\2346.jpg	['Comedy']	0	0	1	0	0	0	0	0
3367	frames\Comedy\402xHwQGVsE\1886.jpg	['Comedy']	0	0	1	0	0	0	0	0
3368	frames\Comedy\402xHwQGVsE\1656.jpg	['Comedy']	0	0	1	0	0	0	0	0
3369	frames\Comedy\402xHwQGVsE\1196.jpg	['Comedy']	0	0	1	0	0	0	0	0
3370	frames\Comedy\402xHwQGVsE\2576.jpg	['Comedy']	0	0	1	0	0	0	0	0
3371	frames\Comedy\402xHwQGVsE\736.jpg	['Comedy']	0	0	1	0	0	0	0	0
3372	frames\Comedy\402xHwQGVsE\1426.jpg	['Comedy']	0	0	1	0	0	0	0	0
3373	frames\Comedy\402xHwQGVsE\966.jpg	['Comedy']	0	0	1	0	0	0	0	0
3374	frames\Comedy_Drama\9e06PDg1pgs\1656.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3375	frames\Comedy_Drama\9e06PDg1pgs\276.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3376	frames\Comedy_Drama\9e06PDg1pgs\46.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3377	frames\Comedy_Drama\9e06PDg1pgs\1886.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3378	frames\Comedy_Drama\9e06PDg1pgs\2576.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3379	frames\Comedy_Drama\9e06PDg1pgs\1196.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3380	frames\Comedy_Drama\9e06PDg1pgs\2346.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3381	frames\Comedy_Drama\9e06PDg1pgs\1426.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3382	frames\Comedy_Drama\9e06PDg1pgs\2116.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3383	frames\Comedy_Drama\9e06PDg1pgs\736.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3384	frames\Comedy_Drama\9e06PDg1pgs\506.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3385	frames\Comedy_Drama\9e06PDg1pgs\966.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
3386	frames\Action_Adventure\yMjMgMaakMY\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3387	frames\Action_Adventure\yMjMgMaakMY\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3388	frames\Action_Adventure\yMjMgMaakMY\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3389	frames\Action_Adventure\yMjMgMaakMY\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3390	frames\Action_Adventure\yMjMgMaakMY\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3391	frames\Action_Adventure\yMjMgMaakMY\1886.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3392	frames\Action_Adventure\yMjMgMaakMY\1426.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3393	frames\Action_Adventure\yMjMgMaakMY\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3394	frames\Action_Adventure\yMjMgMaakMY\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3395	frames\Action_Adventure\yMjMgMaakMY\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3396	frames\Drama_Thriller\dXBUdCvqpNg\1656.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3397	frames\Drama_Thriller\dXBUdCvqpNg\3496.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3398	frames\Drama_Thriller\dXBUdCvqpNg\506.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3399	frames\Drama_Thriller\dXBUdCvqpNg\1426.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3400	frames\Drama_Thriller\dXBUdCvqpNg\3266.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3401	frames\Drama_Thriller\dXBUdCvqpNg\3036.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3402	frames\Drama_Thriller\dXBUdCvqpNg\1196.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3403	frames\Drama_Thriller\dXBUdCvqpNg\966.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3404	frames\Drama_Thriller\dXBUdCvqpNg\1886.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3405	frames\Drama_Thriller\dXBUdCvqpNg\2116.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3406	frames\Drama_Thriller\dXBUdCvqpNg\736.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3407	frames\Drama_Thriller\dXBUdCvqpNg\2346.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3408	frames\Drama_Thriller\dXBUdCvqpNg\46.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3409	frames\Drama_Thriller\dXBUdCvqpNg\2576.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3410	frames\Drama_Thriller\dXBUdCvqpNg\2806.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3411	frames\Drama_Thriller\dXBUdCvqpNg\276.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
3412	frames\Drama\YrtS2_TfbeY\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
3413	frames\Drama\YrtS2_TfbeY\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
3414	frames\Drama\YrtS2_TfbeY\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
3415	frames\Drama\YrtS2_TfbeY\276.jpg	['Drama']	0	0	0	0	1	0	0	0
3416	frames\Drama\YrtS2_TfbeY\506.jpg	['Drama']	0	0	0	0	1	0	0	0
3417	frames\Drama\YrtS2_TfbeY\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
3418	frames\Drama\YrtS2_TfbeY\736.jpg	['Drama']	0	0	0	0	1	0	0	0
3419	frames\Drama\YrtS2_TfbeY\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
3420	frames\Drama\YrtS2_TfbeY\46.jpg	['Drama']	0	0	0	0	1	0	0	0
3421	frames\Drama\YrtS2_TfbeY\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
3422	frames\Drama\YrtS2_TfbeY\966.jpg	['Drama']	0	0	0	0	1	0	0	0
3423	frames\Drama\YrtS2_TfbeY\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
3424	frames\Horror\H5woQdVbaC0\1886.jpg	['Horror']	0	0	0	0	0	1	0	0
3425	frames\Horror\H5woQdVbaC0\966.jpg	['Horror']	0	0	0	0	0	1	0	0
3426	frames\Horror\H5woQdVbaC0\506.jpg	['Horror']	0	0	0	0	0	1	0	0
3427	frames\Horror\H5woQdVbaC0\1426.jpg	['Horror']	0	0	0	0	0	1	0	0
3428	frames\Horror\H5woQdVbaC0\276.jpg	['Horror']	0	0	0	0	0	1	0	0
3429	frames\Horror\H5woQdVbaC0\1656.jpg	['Horror']	0	0	0	0	0	1	0	0
3430	frames\Horror\H5woQdVbaC0\2116.jpg	['Horror']	0	0	0	0	0	1	0	0
3431	frames\Horror\H5woQdVbaC0\46.jpg	['Horror']	0	0	0	0	0	1	0	0
3432	frames\Horror\H5woQdVbaC0\736.jpg	['Horror']	0	0	0	0	0	1	0	0
3433	frames\Horror\H5woQdVbaC0\1196.jpg	['Horror']	0	0	0	0	0	1	0	0
3434	frames\Action_Drama\nVrzbfxxcZ8\1886.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3435	frames\Action_Drama\nVrzbfxxcZ8\46.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3436	frames\Action_Drama\nVrzbfxxcZ8\2116.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3437	frames\Action_Drama\nVrzbfxxcZ8\1426.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3438	frames\Action_Drama\nVrzbfxxcZ8\736.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3439	frames\Action_Drama\nVrzbfxxcZ8\966.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3440	frames\Action_Drama\nVrzbfxxcZ8\506.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3441	frames\Action_Drama\nVrzbfxxcZ8\2576.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3442	frames\Action_Drama\nVrzbfxxcZ8\1196.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3443	frames\Action_Drama\nVrzbfxxcZ8\1656.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3444	frames\Action_Drama\nVrzbfxxcZ8\2346.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3445	frames\Action_Drama\nVrzbfxxcZ8\276.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
3446	frames\Action_Adventure\-iuSE7NVc8c\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3447	frames\Action_Adventure\-iuSE7NVc8c\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3448	frames\Action_Adventure\-iuSE7NVc8c\2346.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3449	frames\Action_Adventure\-iuSE7NVc8c\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3450	frames\Action_Adventure\-iuSE7NVc8c\2806.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3451	frames\Action_Adventure\-iuSE7NVc8c\2576.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3452	frames\Action_Adventure\-iuSE7NVc8c\1886.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3453	frames\Action_Adventure\-iuSE7NVc8c\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3454	frames\Action_Adventure\-iuSE7NVc8c\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3455	frames\Action_Adventure\-iuSE7NVc8c\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3456	frames\Action_Adventure\-iuSE7NVc8c\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3457	frames\Action_Adventure\-iuSE7NVc8c\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3458	frames\Action_Adventure\-iuSE7NVc8c\3036.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
3459	frames\Action_Adventure\-iuSE7NVc8c\1426.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
