Unnamed: 0	path	genre	Act_Adv	Thr_Hor_Cri
4426	frames\Crime_Drama\uzgQ_xwWlkQ\2806.jpg	Thr_Hor_Cri	0	1
4427	frames\Action_Crime\ZkpC7VsyqaE\736.jpg	Thr_Hor_Cri	0	1
4427	frames/Action_Crime/ZkpC7VsyqaE/736_aug.jpg	Thr_Hor_Cri	0	1
4428	frames\Adventure_Comedy\06L5y4Z9KcE\1886.jpg	Act_Adv	1	0
4431	frames\Action_Thriller\1TNL7KlEI8g\46.jpg	Thr_Hor_Cri	0	1
4432	frames\Action_Comedy\9DJWMVR_yfM\2346.jpg	Act_Adv	1	0
4433	frames\Action_Crime\eIo_S0aHyfI\3036.jpg	Thr_Hor_Cri	0	1
4434	frames\Action_Adventure\XDI3snWDWuo\1426.jpg	Act_Adv	1	0
4436	frames\Adventure_Comedy\JEsQCm9Q3pk\3266.jpg	Act_Adv	1	0
4440	frames\Adventure_Drama\85PCzIbeQGU\2806.jpg	Act_Adv	1	0
4441	frames\Adventure_Comedy\oqEm8mihoA4\276.jpg	Act_Adv	1	0
4442	frames\Crime_Drama\CLp_t1uhYOs\1886.jpg	Thr_Hor_Cri	0	1
4443	frames\Crime_Drama\q-y6JBpCFtI\1196.jpg	Thr_Hor_Cri	0	1
4445	frames\Action_Thriller\ZFt3xJ6DvVE\2116.jpg	Thr_Hor_Cri	0	1
4447	frames\Action_Drama\f_Pc2_cTQnk\276.jpg	Act_Adv	1	0
4448	frames\Action_Adventure\Qzf3SFbaODw\1196.jpg	Act_Adv	1	0
4449	frames\Action_Drama\3t1YQOfYndM\1886.jpg	Act_Adv	1	0
4451	frames\Action_Thriller\NNfMLLVwiN0\3496.jpg	Thr_Hor_Cri	0	1
4451	frames/Action_Thriller/NNfMLLVwiN0/3496_aug.jpg	Thr_Hor_Cri	0	1
4452	frames\Action\WLE2QEOBde4\966.jpg	Act_Adv	1	0
4454	frames\Horror_Thriller\ATU0Znam5Pw\46.jpg	Thr_Hor_Cri	0	1
4456	frames\Action_Adventure\fjAnmRjjY3E\46.jpg	Act_Adv	1	0
4457	frames\Adventure_Drama\kn8k_ox5OXs\506.jpg	Act_Adv	1	0
4459	frames\Adventure_Comedy\YoIcmX40-_s\966.jpg	Act_Adv	1	0
4461	frames\Crime_Thriller\vlg5VPKbGQg\1656.jpg	Thr_Hor_Cri	0	1
4461	frames/Crime_Thriller/vlg5VPKbGQg/1656_aug.jpg	Thr_Hor_Cri	0	1
4462	frames\Adventure_Comedy\jFWnVdsSgxs\1656.jpg	Act_Adv	1	0
4464	frames\Action_Adventure\5h9E5SmLCVM\1656.jpg	Act_Adv	1	0
4465	frames\Adventure\jPSjDk0CM68\1426.jpg	Act_Adv	1	0
4465	frames/Adventure/jPSjDk0CM68/1426_aug.jpg	Act_Adv	1	0
4466	frames\Horror\OgaJLKX1sUo\966.jpg	Thr_Hor_Cri	0	1
4466	frames/Horror/OgaJLKX1sUo/966_aug.jpg	Thr_Hor_Cri	0	1
4467	frames\Adventure_Drama\NieC8KA0EvI\3496.jpg	Act_Adv	1	0
4468	frames\Action_Romance\nKISdYhQcvw\506.jpg	Act_Adv	1	0
4471	frames\Horror\BdOG2-Gn044\1886.jpg	Thr_Hor_Cri	0	1
4474	frames\Action_Comedy\_th4Xe6Dsm4\276.jpg	Act_Adv	1	0
4475	frames\Action_Comedy\BKYpzJIAkeo\276.jpg	Act_Adv	1	0
4476	frames\Action_Drama\fzXK1hDkqYc\506.jpg	Act_Adv	1	0
4477	frames\Action\WGBw3zwzqwI\46.jpg	Act_Adv	1	0
4478	frames\Comedy_Crime\PdzjDn5zVXo\2116.jpg	Thr_Hor_Cri	0	1
4479	frames\Action_Adventure\lZQF83kf-a4\736.jpg	Act_Adv	1	0
4479	frames/Action_Adventure/lZQF83kf-a4/736_aug.jpg	Act_Adv	1	0
4480	frames\Action_Horror\mVUQ88T2S6E\276.jpg	Thr_Hor_Cri	0	1
4480	frames/Action_Horror/mVUQ88T2S6E/276_aug.jpg	Thr_Hor_Cri	0	1
4481	frames\Adventure_Comedy\22xJjwTRC10\1886.jpg	Act_Adv	1	0
4482	frames\Crime_Drama\KgmFWHZXmiY\2116.jpg	Thr_Hor_Cri	0	1
4484	frames\Action_Thriller\x7CXlwS73iI\1656.jpg	Thr_Hor_Cri	0	1
4486	frames\Drama_Thriller\2L2dyDpd7LA\46.jpg	Thr_Hor_Cri	0	1
4486	frames/Drama_Thriller/2L2dyDpd7LA/46_aug.jpg	Thr_Hor_Cri	0	1
4487	frames\Action_Adventure\WlhyiskKER8\1886.jpg	Act_Adv	1	0
4488	frames\Drama_Horror\Dl4hTIp8QbM\966.jpg	Thr_Hor_Cri	0	1
4489	frames\Action_Crime\2l_IUAcvfv8\1656.jpg	Thr_Hor_Cri	0	1
4489	frames/Action_Crime/2l_IUAcvfv8/1656_aug.jpg	Thr_Hor_Cri	0	1
4490	frames\Action_Thriller\_U-WwYlinTw\736.jpg	Thr_Hor_Cri	0	1
4491	frames\Horror\-7cV5cWQmxg\2116.jpg	Thr_Hor_Cri	0	1
4492	frames\Adventure_Drama\T7eWdvyCHyI\46.jpg	Act_Adv	1	0
4493	frames\Action_Adventure\FVfoce-wfgI\966.jpg	Act_Adv	1	0
4494	frames\Adventure_Comedy\OO4LqRUxinE\2806.jpg	Act_Adv	1	0
4494	frames/Adventure_Comedy/OO4LqRUxinE/2806_aug.jpg	Act_Adv	1	0
4496	frames\Horror\VX3u1HUl2Zw\46.jpg	Thr_Hor_Cri	0	1
4496	frames/Horror/VX3u1HUl2Zw/46_aug.jpg	Thr_Hor_Cri	0	1
4497	frames\Action_Drama\_S6GYF1B8Yk\1196.jpg	Act_Adv	1	0
4497	frames/Action_Drama/_S6GYF1B8Yk/1196_aug.jpg	Act_Adv	1	0
4498	frames\Horror\abTZPgqiEto\2116.jpg	Thr_Hor_Cri	0	1
4499	frames\Adventure_Comedy\Wpen_d9INlw\506.jpg	Act_Adv	1	0
4501	frames\Adventure\kBErrmmqnkI\2116.jpg	Act_Adv	1	0
4502	frames\Action_Adventure\i2gVXd7FzhQ\1426.jpg	Act_Adv	1	0
4503	frames\Adventure_Comedy\a2qE4hG9XCk\2116.jpg	Act_Adv	1	0
4503	frames/Adventure_Comedy/a2qE4hG9XCk/2116_aug.jpg	Act_Adv	1	0
4504	frames\Action_Adventure\9t8iEpdabms\1886.jpg	Act_Adv	1	0
4505	frames\Action_Drama\UniUFSan3Bg\1196.jpg	Act_Adv	1	0
4505	frames/Action_Drama/UniUFSan3Bg/1196_aug.jpg	Act_Adv	1	0
4506	frames\Adventure_Drama\FKCmyiljKo0\46.jpg	Act_Adv	1	0
4507	frames\Action_Crime\R66c0UiUCZ8\276.jpg	Thr_Hor_Cri	0	1
4508	frames\Adventure\X2YJECANG6A\966.jpg	Act_Adv	1	0
4509	frames\Action_Adventure\gzbYTUXZkSI\736.jpg	Act_Adv	1	0
4510	frames\Adventure\JWrDT-JGDug\276.jpg	Act_Adv	1	0
4512	frames\Horror_Thriller\v_R9dxNFKWY\2346.jpg	Thr_Hor_Cri	0	1
4513	frames\Horror_Thriller\86xtQC4rp98\1196.jpg	Thr_Hor_Cri	0	1
4513	frames/Horror_Thriller/86xtQC4rp98/1196_aug.jpg	Thr_Hor_Cri	0	1
4515	frames\Crime_Drama\OK77tkb6D0c\736.jpg	Thr_Hor_Cri	0	1
4516	frames\Adventure_Comedy\tQJTJdTM0Wk\2346.jpg	Act_Adv	1	0
4518	frames\Action_Adventure\9U7_NBIHsQk\1656.jpg	Act_Adv	1	0
4519	frames\Adventure\JWrDT-JGDug\1656.jpg	Act_Adv	1	0
4519	frames/Adventure/JWrDT-JGDug/1656_aug.jpg	Act_Adv	1	0
4520	frames\Adventure_Drama\7WCR4dZt7Uw\966.jpg	Act_Adv	1	0
4520	frames/Adventure_Drama/7WCR4dZt7Uw/966_aug.jpg	Act_Adv	1	0
4521	frames\Action_Adventure\Du95opzY8qg\276.jpg	Act_Adv	1	0
4523	frames\Action_Drama\SooANfD9sWc\1886.jpg	Act_Adv	1	0
4524	frames\Action_Adventure\X_VSJfHiNPA\966.jpg	Act_Adv	1	0
4524	frames/Action_Adventure/X_VSJfHiNPA/966_aug.jpg	Act_Adv	1	0
4525	frames\Adventure_Drama\9u_76dg61ns\2116.jpg	Act_Adv	1	0
4526	frames\Adventure_Comedy\8HO4C01n00c\46.jpg	Act_Adv	1	0
4526	frames/Adventure_Comedy/8HO4C01n00c/46_aug.jpg	Act_Adv	1	0
4527	frames\Adventure_Horror\HRrbt00Abv0\1426.jpg	Thr_Hor_Cri	0	1
4528	frames\Adventure_Comedy\uen_1bL_TXc\2806.jpg	Act_Adv	1	0
4529	frames\Adventure_Comedy\iNg7uRYtqLA\46.jpg	Act_Adv	1	0
4531	frames\Action_Adventure\KqpcmQhnl48\506.jpg	Act_Adv	1	0
4532	frames\Thriller\uDAIoSeEoZA\1196.jpg	Thr_Hor_Cri	0	1
4533	frames\Comedy_Crime\EYKOpaD_s1U\2116.jpg	Thr_Hor_Cri	0	1
4537	frames\Action_Drama\_PSZEvsYD6o\506.jpg	Act_Adv	1	0
4538	frames\Action_Adventure\FBpdDE96XhE\966.jpg	Act_Adv	1	0
4539	frames\Thriller\BKER7E61cvs\1426.jpg	Thr_Hor_Cri	0	1
4539	frames/Thriller/BKER7E61cvs/1426_aug.jpg	Thr_Hor_Cri	0	1
4541	frames\Crime_Drama\yiPqxnLMKbs\1656.jpg	Thr_Hor_Cri	0	1
4542	frames\Action_Adventure\Qzf3SFbaODw\2576.jpg	Act_Adv	1	0
4543	frames\Adventure_Comedy\bYO_AhZaG24\1656.jpg	Act_Adv	1	0
4545	frames\Adventure_Comedy\Sbtm5uE3cCQ\2806.jpg	Act_Adv	1	0
4545	frames/Adventure_Comedy/Sbtm5uE3cCQ/2806_aug.jpg	Act_Adv	1	0
4546	frames\Horror\ktEW65QQFgQ\1656.jpg	Thr_Hor_Cri	0	1
4549	frames\Horror_Thriller\k0XGlpR6iLc\1886.jpg	Thr_Hor_Cri	0	1
4549	frames/Horror_Thriller/k0XGlpR6iLc/1886_aug.jpg	Thr_Hor_Cri	0	1
4550	frames\Horror\odrqxoaNPC0\276.jpg	Thr_Hor_Cri	0	1
4552	frames\Adventure_Comedy\vaJ2yQC_ktY\4416.jpg	Act_Adv	1	0
4553	frames\Adventure_Comedy\WC60ALoX_Nk\736.jpg	Act_Adv	1	0
4554	frames\Action_Thriller\Mwmy0awMZXY\3496.jpg	Thr_Hor_Cri	0	1
4556	frames\Crime_Horror\8O06gqOG3fE\736.jpg	Thr_Hor_Cri	0	1
4556	frames/Crime_Horror/8O06gqOG3fE/736_aug.jpg	Thr_Hor_Cri	0	1
4557	frames\Comedy_Horror\OinNCchV-xk\966.jpg	Thr_Hor_Cri	0	1
4557	frames/Comedy_Horror/OinNCchV-xk/966_aug.jpg	Thr_Hor_Cri	0	1
4558	frames\Action_Comedy\m9rBv4Dn3Bk\2576.jpg	Act_Adv	1	0
4559	frames\Comedy_Horror\6JSqeViZRU0\1886.jpg	Thr_Hor_Cri	0	1
4560	frames\Adventure_Drama\lrGIfJdbUHY\736.jpg	Act_Adv	1	0
4563	frames\Crime_Drama\Vln90evTYog\506.jpg	Thr_Hor_Cri	0	1
4564	frames\Action\MGJlq-gjQj8\966.jpg	Act_Adv	1	0
4566	frames\Adventure\SRy397r355A\506.jpg	Act_Adv	1	0
4567	frames\Action_Horror\bQObeZ5R0mc\1196.jpg	Thr_Hor_Cri	0	1
4568	frames\Action\YMhAvAFZ8js\1656.jpg	Act_Adv	1	0
4573	frames\Adventure_Comedy\-u1uwI5qJ74\276.jpg	Act_Adv	1	0
4574	frames\Action_Adventure\5ps3fGNzpd0\2116.jpg	Act_Adv	1	0
4575	frames\Horror_Thriller\gEdTciZtW4o\966.jpg	Thr_Hor_Cri	0	1
4575	frames/Horror_Thriller/gEdTciZtW4o/966_aug.jpg	Thr_Hor_Cri	0	1
4581	frames\Drama_Horror\GPJNP0RvWHs\736.jpg	Thr_Hor_Cri	0	1
4581	frames/Drama_Horror/GPJNP0RvWHs/736_aug.jpg	Thr_Hor_Cri	0	1
4583	frames\Adventure_Comedy\de_Dik7HT6E\1886.jpg	Act_Adv	1	0
4583	frames/Adventure_Comedy/de_Dik7HT6E/1886_aug.jpg	Act_Adv	1	0
4584	frames\Action_Adventure\g9U0df6KJiA\506.jpg	Act_Adv	1	0
4587	frames\Action_Crime\dlYo5IHqD80\2346.jpg	Thr_Hor_Cri	0	1
4588	frames\Adventure_Drama\7NMQnDrBp60\1886.jpg	Act_Adv	1	0
4589	frames\Action\VMU9Yos0mkk\1426.jpg	Act_Adv	1	0
4590	frames\Adventure_Comedy\5ztwns5PkJY\1426.jpg	Act_Adv	1	0
4591	frames\Horror\rroMPRc4flw\1656.jpg	Thr_Hor_Cri	0	1
4592	frames\Action_Horror\X1SJgm2hIAY\1426.jpg	Thr_Hor_Cri	0	1
4592	frames/Action_Horror/X1SJgm2hIAY/1426_aug.jpg	Thr_Hor_Cri	0	1
4593	frames\Action_Thriller\Wl6COOA3V6Y\736.jpg	Thr_Hor_Cri	0	1
4594	frames\Crime_Drama\Ywd-UZnkfR8\2346.jpg	Thr_Hor_Cri	0	1
4595	frames\Adventure_Comedy\oLUmNV0tmMo\3266.jpg	Act_Adv	1	0
4598	frames\Horror_Thriller\70eKt79PSQw\1886.jpg	Thr_Hor_Cri	0	1
4598	frames/Horror_Thriller/70eKt79PSQw/1886_aug.jpg	Thr_Hor_Cri	0	1
4600	frames\Horror\yl_CgAqNvKc\1426.jpg	Thr_Hor_Cri	0	1
4601	frames\Adventure_Comedy\MaqzxDPwOB4\2116.jpg	Act_Adv	1	0
4601	frames/Adventure_Comedy/MaqzxDPwOB4/2116_aug.jpg	Act_Adv	1	0
4602	frames\Horror\-7cV5cWQmxg\1656.jpg	Thr_Hor_Cri	0	1
4603	frames\Drama_Horror\UmRkYrYgnN4\1196.jpg	Thr_Hor_Cri	0	1
4603	frames/Drama_Horror/UmRkYrYgnN4/1196_aug.jpg	Thr_Hor_Cri	0	1
4605	frames\Action_Drama\xCWkAXGz8W8\1656.jpg	Act_Adv	1	0
4608	frames\Action_Adventure\0UlzQ-bao3Q\1196.jpg	Act_Adv	1	0
4609	frames\Adventure_Drama\PJot4Pv7dFI\1196.jpg	Act_Adv	1	0
4610	frames\Action_Drama\cdVMT44nWzk\1656.jpg	Act_Adv	1	0
4612	frames\Action_Adventure\NC34ce5BkWQ\46.jpg	Act_Adv	1	0
4612	frames/Action_Adventure/NC34ce5BkWQ/46_aug.jpg	Act_Adv	1	0
4613	frames\Adventure_Comedy\IFBAXbrw31g\46.jpg	Act_Adv	1	0
4614	frames\Adventure_Comedy\egTtyS-PlRM\2346.jpg	Act_Adv	1	0
4615	frames\Action_Horror\q5K1fm56gI8\2806.jpg	Thr_Hor_Cri	0	1
4616	frames\Adventure_Comedy\_ZwkQIBp4TA\1656.jpg	Act_Adv	1	0
4617	frames\Action_Adventure\h5UGcMYOaaU\736.jpg	Act_Adv	1	0
4618	frames\Action_Adventure\KAal6-tvckw\736.jpg	Act_Adv	1	0
4621	frames\Action_Adventure\5Ipcnz96hE8\1196.jpg	Act_Adv	1	0
4624	frames\Action_Adventure\FE42Xc_laYU\736.jpg	Act_Adv	1	0
4625	frames\Action_Drama\yRlyvNmVWK0\46.jpg	Act_Adv	1	0
4626	frames\Action_Adventure\_CuE3lto5XA\276.jpg	Act_Adv	1	0
4627	frames\Action_Adventure\DcmzHtokiMw\1656.jpg	Act_Adv	1	0
4631	frames\Action_Adventure\ECDKjStq8Eg\966.jpg	Act_Adv	1	0
4632	frames\Crime_Drama\hy0b9Rz31Zs\46.jpg	Thr_Hor_Cri	0	1
4633	frames\Adventure\JTu1R4b1yZQ\46.jpg	Act_Adv	1	0
4635	frames\Action_Adventure\k-Rg51azVlg\966.jpg	Act_Adv	1	0
4636	frames\Adventure_Comedy\cbN7TQSGYlI\1886.jpg	Act_Adv	1	0
4637	frames\Horror_Thriller\HSJRevnIGww\506.jpg	Thr_Hor_Cri	0	1
4637	frames/Horror_Thriller/HSJRevnIGww/506_aug.jpg	Thr_Hor_Cri	0	1
4638	frames\Horror\bKy6BtAbTU8\1426.jpg	Thr_Hor_Cri	0	1
4638	frames/Horror/bKy6BtAbTU8/1426_aug.jpg	Thr_Hor_Cri	0	1
4643	frames\Drama_Horror\wpci2WuWy4E\276.jpg	Thr_Hor_Cri	0	1
4644	frames\Comedy_Crime\nODBN75vrH0\506.jpg	Thr_Hor_Cri	0	1
4645	frames\Thriller\0-81bpcuz44\506.jpg	Thr_Hor_Cri	0	1
4646	frames\Horror_Thriller\pVqOcGEbZvo\1426.jpg	Thr_Hor_Cri	0	1
4647	frames\Horror_Thriller\BZwbVffx49M\506.jpg	Thr_Hor_Cri	0	1
4647	frames/Horror_Thriller/BZwbVffx49M/506_aug.jpg	Thr_Hor_Cri	0	1
4650	frames\Action_Adventure\p8fPj1-nKw0\966.jpg	Act_Adv	1	0
4651	frames\Drama_Horror\sHFXRjwKOG8\736.jpg	Thr_Hor_Cri	0	1
4651	frames/Drama_Horror/sHFXRjwKOG8/736_aug.jpg	Thr_Hor_Cri	0	1
4654	frames\Drama_Horror\UmRkYrYgnN4\2116.jpg	Thr_Hor_Cri	0	1
4656	frames\Crime\3SessG74yMk\276.jpg	Thr_Hor_Cri	0	1
4656	frames/Crime/3SessG74yMk/276_aug.jpg	Thr_Hor_Cri	0	1
4657	frames\Adventure_Drama\ezRPVES1oQs\1196.jpg	Act_Adv	1	0
4658	frames\Action_Adventure\wXLFg03in2U\1656.jpg	Act_Adv	1	0
4659	frames\Adventure_Comedy\-nk6Gs6Z_Bo\736.jpg	Act_Adv	1	0
4663	frames\Drama_Horror\BWMFLJwEVyQ\2806.jpg	Thr_Hor_Cri	0	1
4663	frames/Drama_Horror/BWMFLJwEVyQ/2806_aug.jpg	Thr_Hor_Cri	0	1
4664	frames\Horror_Thriller\k0XGlpR6iLc\276.jpg	Thr_Hor_Cri	0	1
4666	frames\Crime_Drama\1niI0J4kdI4\1196.jpg	Thr_Hor_Cri	0	1
4668	frames\Action_Drama\8INjmc-WWSY\2116.jpg	Act_Adv	1	0
4669	frames\Crime_Drama\b4vpGhO2LwA\1886.jpg	Thr_Hor_Cri	0	1
4669	frames/Crime_Drama/b4vpGhO2LwA/1886_aug.jpg	Thr_Hor_Cri	0	1
4670	frames\Action_Comedy\bIfMAhK7Boo\4416.jpg	Act_Adv	1	0
4671	frames\Action_Drama\fsUKVpvzMHk\736.jpg	Act_Adv	1	0
4672	frames\Crime_Drama\4disuwEvw-w\1656.jpg	Thr_Hor_Cri	0	1
4673	frames\Action_Adventure\ViUAWLUF74Q\1426.jpg	Act_Adv	1	0
4674	frames\Action_Adventure\xrUEjpHbUMM\1196.jpg	Act_Adv	1	0
4674	frames/Action_Adventure/xrUEjpHbUMM/1196_aug.jpg	Act_Adv	1	0
4675	frames\Comedy_Horror\Y6CMcllU8J0\2346.jpg	Thr_Hor_Cri	0	1
4676	frames\Adventure_Drama\t7OQIn7Yuvc\1426.jpg	Act_Adv	1	0
4677	frames\Adventure_Comedy\1-HbIkCjDbk\1656.jpg	Act_Adv	1	0
4678	frames\Comedy_Horror\evo1frlMjHQ\1656.jpg	Thr_Hor_Cri	0	1
4679	frames\Adventure_Comedy\fki-LTswICw\2576.jpg	Act_Adv	1	0
4683	frames\Comedy_Horror\34c473tq72E\1886.jpg	Thr_Hor_Cri	0	1
4684	frames\Adventure_Comedy\T1IyMJOC0JM\736.jpg	Act_Adv	1	0
4684	frames/Adventure_Comedy/T1IyMJOC0JM/736_aug.jpg	Act_Adv	1	0
4686	frames\Adventure_Drama\AjmbgZ2wZvk\3266.jpg	Act_Adv	1	0
4687	frames\Thriller\eb46yXP211w\1656.jpg	Thr_Hor_Cri	0	1
4689	frames\Action_Crime\TsGOIi6JI1c\2116.jpg	Thr_Hor_Cri	0	1
4689	frames/Action_Crime/TsGOIi6JI1c/2116_aug.jpg	Thr_Hor_Cri	0	1
4690	frames\Action\FRvxzdkj_YI\966.jpg	Act_Adv	1	0
4692	frames\Action_Comedy\eGtDmvtBZQY\736.jpg	Act_Adv	1	0
4694	frames\Adventure_Comedy\agrpQQWiX48\1196.jpg	Act_Adv	1	0
4694	frames/Adventure_Comedy/agrpQQWiX48/1196_aug.jpg	Act_Adv	1	0
4696	frames\Crime_Drama\MeypYa863r4\2806.jpg	Thr_Hor_Cri	0	1
4697	frames\Crime_Drama\MvRfyxGjA90\2576.jpg	Thr_Hor_Cri	0	1
4698	frames\Adventure_Drama\rEAbZTpV47E\1196.jpg	Act_Adv	1	0
4699	frames\Action\RHUbiL36yjo\736.jpg	Act_Adv	1	0
4701	frames\Action_Horror\68av2-Ti-GU\1196.jpg	Thr_Hor_Cri	0	1
4702	frames\Adventure_Drama\ud1zpHW3ito\966.jpg	Act_Adv	1	0
4705	frames\Adventure\lVg2pm0YdQ0\2576.jpg	Act_Adv	1	0
4706	frames\Horror\BdOG2-Gn044\966.jpg	Thr_Hor_Cri	0	1
4709	frames\Adventure_Comedy\tktoOXBmflI\1886.jpg	Act_Adv	1	0
4711	frames\Adventure_Comedy\M93XQJPV51c\2806.jpg	Act_Adv	1	0
4712	frames\Action_Drama\4d9fx7umXgg\4876.jpg	Act_Adv	1	0
4714	frames\Adventure_Drama\CYt5p4a8YzE\46.jpg	Act_Adv	1	0
4715	frames\Action_Drama\yGYPTb9T3MU\2346.jpg	Act_Adv	1	0
4716	frames\Drama_Horror\UU8yY3gkZZ0\1656.jpg	Thr_Hor_Cri	0	1
4716	frames/Drama_Horror/UU8yY3gkZZ0/1656_aug.jpg	Thr_Hor_Cri	0	1
4718	frames\Action_Adventure\BXmMRlQtnP8\506.jpg	Act_Adv	1	0
4719	frames\Adventure_Comedy\eK20uOpc_AM\1196.jpg	Act_Adv	1	0
4720	frames\Crime_Drama\2MtY0yfM0nI\2346.jpg	Thr_Hor_Cri	0	1
4721	frames\Action_Thriller\G4YcCF8uLiI\2806.jpg	Thr_Hor_Cri	0	1
4722	frames\Comedy_Crime\14Et05Okf8w\2116.jpg	Thr_Hor_Cri	0	1
4722	frames/Comedy_Crime/14Et05Okf8w/2116_aug.jpg	Thr_Hor_Cri	0	1
4725	frames\Drama_Thriller\D0vCzkK_AJ0\1196.jpg	Thr_Hor_Cri	0	1
4726	frames\Drama_Thriller\dXBUdCvqpNg\46.jpg	Thr_Hor_Cri	0	1
4729	frames\Action_Comedy\t1gkRAWvxOs\736.jpg	Act_Adv	1	0
4730	frames\Action_Adventure\sXnYoBCJGwI\1656.jpg	Act_Adv	1	0
4731	frames\Comedy_Crime\U-7MSowBlG8\1426.jpg	Thr_Hor_Cri	0	1
4735	frames\Crime_Drama\edX09NFZ3oc\1656.jpg	Thr_Hor_Cri	0	1
4737	frames\Action_Thriller\JmxK_pBaG4E\2928.jpg	Thr_Hor_Cri	0	1
4738	frames\Romance_Thriller\P-sWReV2DDQ\276.jpg	Thr_Hor_Cri	0	1
4744	frames\Action_Drama\LkWeBzzBUXY\1886.jpg	Act_Adv	1	0
4746	frames\Action_Adventure\EDdsxJLhp-E\1656.jpg	Act_Adv	1	0
4747	frames\Adventure\Td3qZIf5Swg\48.jpg	Act_Adv	1	0
4748	frames\Action_Adventure\HSjPTdKWcLA\276.jpg	Act_Adv	1	0
4749	frames\Action_Drama\zjwBNUXCA-M\2806.jpg	Act_Adv	1	0
4751	frames\Action_Adventure\dw95Qsj59NA\1196.jpg	Act_Adv	1	0
4752	frames\Horror\qj3TqaXp2Mg\736.jpg	Thr_Hor_Cri	0	1
4752	frames/Horror/qj3TqaXp2Mg/736_aug.jpg	Thr_Hor_Cri	0	1
4753	frames\Drama_Thriller\M57AIegsBz4\276.jpg	Thr_Hor_Cri	0	1
4754	frames\Action_Crime\2l_IUAcvfv8\1886.jpg	Thr_Hor_Cri	0	1
4755	frames\Action_Crime\DLuROR8kLy8\1426.jpg	Thr_Hor_Cri	0	1
4756	frames\Action_Drama\ijrCSknWjeI\2346.jpg	Act_Adv	1	0
4756	frames/Action_Drama/ijrCSknWjeI/2346_aug.jpg	Act_Adv	1	0
4757	frames\Horror\VDwI61e2_6I\2346.jpg	Thr_Hor_Cri	0	1
4757	frames/Horror/VDwI61e2_6I/2346_aug.jpg	Thr_Hor_Cri	0	1
4758	frames\Action_Crime\GtSNSaW9IRI\2576.jpg	Thr_Hor_Cri	0	1
4759	frames\Action_Adventure\fjAnmRjjY3E\276.jpg	Act_Adv	1	0
4760	frames\Action_Thriller\MuTaXwt02vA\1656.jpg	Thr_Hor_Cri	0	1
4760	frames/Action_Thriller/MuTaXwt02vA/1656_aug.jpg	Thr_Hor_Cri	0	1
4761	frames\Action_Adventure\M_bzbtdfaik\966.jpg	Act_Adv	1	0
4761	frames/Action_Adventure/M_bzbtdfaik/966_aug.jpg	Act_Adv	1	0
4762	frames\Action_Romance\nKISdYhQcvw\3496.jpg	Act_Adv	1	0
4763	frames\Horror_Thriller\EMpPWRLRQZY\1886.jpg	Thr_Hor_Cri	0	1
4763	frames/Horror_Thriller/EMpPWRLRQZY/1886_aug.jpg	Thr_Hor_Cri	0	1
4766	frames\Action_Thriller\tyyPSnHcthg\3036.jpg	Thr_Hor_Cri	0	1
4766	frames/Action_Thriller/tyyPSnHcthg/3036_aug.jpg	Thr_Hor_Cri	0	1
4767	frames\Action_Thriller\xP7yIQladb0\506.jpg	Thr_Hor_Cri	0	1
4767	frames/Action_Thriller/xP7yIQladb0/506_aug.jpg	Thr_Hor_Cri	0	1
4770	frames\Adventure\844ONMSqRWU\736.jpg	Act_Adv	1	0
4771	frames\Action_Comedy\hGOHE1zqEmY\1886.jpg	Act_Adv	1	0
4772	frames\Action_Drama\MPhIzvgB31Y\736.jpg	Act_Adv	1	0
4774	frames\Action_Adventure\nd3MVcbnfAc\276.jpg	Act_Adv	1	0
4775	frames\Horror_Thriller\reKMIuxFqzY\966.jpg	Thr_Hor_Cri	0	1
4775	frames/Horror_Thriller/reKMIuxFqzY/966_aug.jpg	Thr_Hor_Cri	0	1
4776	frames\Horror_Thriller\0p1fLn6_ExE\1886.jpg	Thr_Hor_Cri	0	1
4776	frames/Horror_Thriller/0p1fLn6_ExE/1886_aug.jpg	Thr_Hor_Cri	0	1
4778	frames\Drama_Thriller\2CEYOnJqPE4\2346.jpg	Thr_Hor_Cri	0	1
4780	frames\Horror_Thriller\PmNdhL9_nPM\736.jpg	Thr_Hor_Cri	0	1
4780	frames/Horror_Thriller/PmNdhL9_nPM/736_aug.jpg	Thr_Hor_Cri	0	1
4781	frames\Adventure_Comedy\nh8mjiSlAws\1196.jpg	Act_Adv	1	0
4784	frames\Action_Adventure\S1Kbym7WYzs\1656.jpg	Act_Adv	1	0
4786	frames\Drama_Horror\RsSltFwkLPE\1656.jpg	Thr_Hor_Cri	0	1
4789	frames\Drama_Thriller\2iWKnf3C8ZY\736.jpg	Thr_Hor_Cri	0	1
4789	frames/Drama_Thriller/2iWKnf3C8ZY/736_aug.jpg	Thr_Hor_Cri	0	1
4790	frames\Action_Drama\MPhIzvgB31Y\966.jpg	Act_Adv	1	0
4791	frames\Action_Adventure\dw95Qsj59NA\3496.jpg	Act_Adv	1	0
4791	frames/Action_Adventure/dw95Qsj59NA/3496_aug.jpg	Act_Adv	1	0
4793	frames\Action_Adventure\qvwHppI95K0\1196.jpg	Act_Adv	1	0
4794	frames\Adventure_Drama\r5zhPLNGAOE\2806.jpg	Act_Adv	1	0
4796	frames\Action_Comedy\BBkzG9_vrZg\736.jpg	Act_Adv	1	0
