	path	genre	Action	Adventure	Comedy	Crime	Drama	Horror	Romance	Thriller
7234	frames\Adventure_Drama\WbW8GgAWKi8\2346.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7235	frames\Drama_Romance\k10DDJ4L2lc\1426.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7236	frames\Action_Adventure\yAvJkoCNthU\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7237	frames\Crime_Drama\sN7zJBjZgHU\46.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7238	frames\Comedy\G2ngOQwMMek\276.jpg	['Comedy']	0	0	1	0	0	0	0	0
7239	frames\Comedy_Crime\4jv8ZCoQyZE\2576.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7240	frames\Drama\JqoH6dDyZmk\46.jpg	['Drama']	0	0	0	0	1	0	0	0
7241	frames\Thriller\KXzNo0vR_dU\46.jpg	['Thriller']	0	0	0	0	0	0	0	1
7242	frames\Action_Drama\o0wTt_xDlpk\1886.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7243	frames\Comedy_Crime\38PbAk_SMdo\46.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7244	frames\Crime_Drama\MvRfyxGjA90\506.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7245	frames\Comedy_Crime\PkLpd8Eaah0\1426.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7246	frames\Action_Comedy\0oHT-rtiFZk\3266.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7247	frames\Comedy_Horror\Loo5BhidY-4\2116.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7248	frames\Comedy\rTCpK6ONu9M\966.jpg	['Comedy']	0	0	1	0	0	0	0	0
7249	frames\Adventure_Comedy\RmISVHxjcAI\506.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7250	frames\Comedy\ojiHA64n6iw\1656.jpg	['Comedy']	0	0	1	0	0	0	0	0
7251	frames\Comedy_Romance\gJyibprvYQk\1196.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
7252	frames\Drama_Thriller\4bY-bFqj97k\1426.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
7253	frames\Action_Adventure\BM29Ze3d_cs\3956.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7254	frames\Action_Drama\vOQ211AFtLU\506.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7255	frames\Comedy\0u5O2--9www\2116.jpg	['Comedy']	0	0	1	0	0	0	0	0
7256	frames\Adventure\DRtbf7iG8Nw\1426.jpg	['Adventure']	0	1	0	0	0	0	0	0
7257	frames\Drama_Horror\wpci2WuWy4E\1196.jpg	['Drama', 'Horror']	0	0	0	0	1	1	0	0
7258	frames\Comedy\bqwH3cQUlNA\1196.jpg	['Comedy']	0	0	1	0	0	0	0	0
7259	frames\Action_Adventure\NclH5qEfL5c\1886.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7260	frames\Comedy_Drama\8-9wlwVvR1M\2116.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7261	frames\Action_Drama\_BjawJWZIxo\3496.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7262	frames\Action_Comedy\IRvVdVENFmo\1656.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7263	frames\Action_Comedy\CdppQAIYPzY\1886.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7264	frames\Action_Adventure\WlhyiskKER8\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7265	frames\Action_Drama\hrZxBMTQO0c\2576.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7266	frames\Comedy_Drama\c7tvfdSjRE4\736.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7267	frames\Comedy\Fk17A1jyjKo\2806.jpg	['Comedy']	0	0	1	0	0	0	0	0
7268	frames\Comedy_Horror\PyHK6QRniQ0\1656.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7269	frames\Comedy_Romance\d7RrYVI3Xw0\506.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
7270	frames\Comedy_Drama\oZlQMLXqw0g\2576.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7271	frames\Comedy\7Q8m_vs3HzY\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
7272	frames\Action_Adventure\1OxDZKordaM\2576.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7273	frames\Horror_Thriller\3VfuSHP-57o\736.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7274	frames\Action_Crime\lf3MqrE07I4\966.jpg	['Action', 'Crime']	1	0	0	1	0	0	0	0
7275	frames\Action_Thriller\-fvfHqNEmGU\1886.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
7276	frames\Drama\-pEKUJ9MADs\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
7277	frames\Action_Adventure\kb4jEHmH_kU\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7278	frames\Adventure_Comedy\G4BGtSvviS0\2116.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7279	frames\Adventure_Comedy\egTtyS-PlRM\2576.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7280	frames\Adventure_Drama\TzRrEgkfhG8\46.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7281	frames\Comedy\KgnrxjgHngA\276.jpg	['Comedy']	0	0	1	0	0	0	0	0
7282	frames\Drama_Romance\DYfo3nt-O_U\1426.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7283	frames\Drama\mw96cSYo9dU\46.jpg	['Drama']	0	0	0	0	1	0	0	0
7284	frames\Drama\mszANpbvdM8\3036.jpg	['Drama']	0	0	0	0	1	0	0	0
7285	frames\Drama_Romance\9anDqvXfdu4\2576.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7286	frames\Drama\VICyZk-XSLA\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
7287	frames\Comedy_Crime\jPf2y2QGoJw\2116.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7288	frames\Action_Drama\nVrzbfxxcZ8\736.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7289	frames\Action_Comedy\EPJGFrntGfU\2806.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7290	frames\Adventure_Comedy\Rtf8uPmgq0A\736.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7291	frames\Crime_Drama\9K_4ZaMc1-4\1196.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7292	frames\Adventure_Comedy\ghUFMbHmw8s\3036.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7293	frames\Action_Drama\zQHhbhtpJ3M\736.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7294	frames\Comedy_Drama\2ADaXnuG-YM\1886.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7295	frames\Adventure_Comedy\knL5zY1LRqw\1426.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7296	frames\Action_Adventure\YUaq56T5qSo\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7297	frames\Adventure_Comedy\5ztwns5PkJY\736.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7298	frames\Comedy_Horror\D_xUviDPUOE\3266.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7299	frames\Comedy_Drama\mdHpbI8Y7Oo\2346.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7300	frames\Action_Adventure\L2PdSg-w5T8\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7301	frames\Comedy_Romance\CyUZe8xRNnQ\1196.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
7302	frames\Adventure_Comedy\xG6V0I6_ZP8\1426.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7303	frames\Drama\AZMg4vFcRQs\736.jpg	['Drama']	0	0	0	0	1	0	0	0
7304	frames\Comedy\4G6VXPkfDvo\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
7305	frames\Comedy_Crime\ZY_uGAx3rxE\2116.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7306	frames\Action_Drama\UdT8lSEVHZU\4186.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7307	frames\Action_Comedy\_th4Xe6Dsm4\2116.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7308	frames\Adventure\E-Ts3DuFLDg\1196.jpg	['Adventure']	0	1	0	0	0	0	0	0
7309	frames\Comedy_Horror\WSADpIlmqQ8\2346.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7310	frames\Drama\mM5dRMY2u28\3266.jpg	['Drama']	0	0	0	0	1	0	0	0
7311	frames\Action_Adventure\7yjowqaIUnU\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7312	frames\Comedy_Drama\uSMxnpecSZM\1886.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7313	frames\Action\XAORGJKfEcU\1426.jpg	['Action']	1	0	0	0	0	0	0	0
7314	frames\Action_Adventure\UzPRCUNCoIA\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7315	frames\Adventure\lVg2pm0YdQ0\2116.jpg	['Adventure']	0	1	0	0	0	0	0	0
7316	frames\Comedy\gijYgnVD9vo\2116.jpg	['Comedy']	0	0	1	0	0	0	0	0
7317	frames\Horror_Thriller\KaCyEft6EmA\2346.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7318	frames\Drama_Romance\L6YJkhVYUXs\736.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7319	frames\Action_Drama\lGqBJx2xbqQ\1426.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7320	frames\Action_Adventure\e-6fZ7wiPQk\2806.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7321	frames\Comedy_Horror\qcFM5Xhg8W8\2116.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7322	frames\Action_Drama\o0wTt_xDlpk\1656.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7323	frames\Comedy_Drama\wW0L86VZScs\46.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7324	frames\Action_Comedy\0oHT-rtiFZk\2576.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7325	frames\Comedy\p2QiCFAQ-qQ\966.jpg	['Comedy']	0	0	1	0	0	0	0	0
7326	frames\Adventure_Comedy\hSvJRk5OH_o\1886.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7327	frames\Comedy\PXaE-weoKCo\736.jpg	['Comedy']	0	0	1	0	0	0	0	0
7328	frames\Comedy\h7wEE6Yx7IQ\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
7329	frames\Crime\MG_o8Id_UCU\2576.jpg	['Crime']	0	0	0	1	0	0	0	0
7330	frames\Crime_Horror\njlI82MV0gk\1426.jpg	['Crime', 'Horror']	0	0	0	1	0	1	0	0
7331	frames\Action\XAORGJKfEcU\2346.jpg	['Action']	1	0	0	0	0	0	0	0
7332	frames\Comedy\KcLVm5KkTjk\1426.jpg	['Comedy']	0	0	1	0	0	0	0	0
7333	frames\Drama_Romance\9anDqvXfdu4\46.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7334	frames\Action_Adventure\uuTeJ6tbyB4\2806.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7335	frames\Action_Thriller\zuSBq10_5go\3496.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
7336	frames\Comedy\pIvTIG3tWok\3726.jpg	['Comedy']	0	0	1	0	0	0	0	0
7337	frames\Action_Horror\7uOhTRONUbY\1426.jpg	['Action', 'Horror']	1	0	0	0	0	1	0	0
7338	frames\Comedy_Drama\gQNFCRom7c0\2576.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7339	frames\Horror_Thriller\uztZUqKrHVo\2806.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7340	frames\Action_Thriller\Eghn9oMlSy0\1426.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
7341	frames\Action_Adventure\h9Rb7mT3juI\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7342	frames\Action\MGJlq-gjQj8\4186.jpg	['Action']	1	0	0	0	0	0	0	0
7343	frames\Crime_Drama\3c5pbePUc2g\2346.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7344	frames\Drama\8TOTUOFMjuo\3496.jpg	['Drama']	0	0	0	0	1	0	0	0
7345	frames\Comedy\LDsysmP_8yo\46.jpg	['Comedy']	0	0	1	0	0	0	0	0
7346	frames\Action_Comedy\VV26lYf6VyM\2346.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7347	frames\Drama\Y9yrupye7B0\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
7348	frames\Drama\Kkl4-30oHVU\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
7349	frames\Horror_Thriller\22gw_64AGKM\1196.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7350	frames\Crime_Drama\_Cr0nP3k_p4\1886.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7351	frames\Crime\0J_lTFS0ouM\46.jpg	['Crime']	0	0	0	1	0	0	0	0
7352	frames\Drama\DEmZWy1aDuo\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
7353	frames\Action_Drama\6M6cpjP7GIo\1886.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7354	frames\Action_Horror\NAEDVsrKk5s\966.jpg	['Action', 'Horror']	1	0	0	0	0	1	0	0
7355	frames\Comedy_Drama\sQ_4m2ocxhI\2576.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7356	frames\Action_Drama\iD4lY0brr60\736.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7357	frames\Adventure_Drama\vKEWdfB8yo8\1656.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7358	frames\Action_Adventure\1OxDZKordaM\3496.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7359	frames\Drama\WTi7v77XZYs\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
7360	frames\Adventure_Comedy\sOBIrjgDZr4\3036.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7361	frames\Action_Horror\nzz_3bQHyiY\966.jpg	['Action', 'Horror']	1	0	0	0	0	1	0	0
7362	frames\Drama\X32pSJrgF3Q\46.jpg	['Drama']	0	0	0	0	1	0	0	0
7363	frames\Adventure_Drama\umIBbT6uwZI\736.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7364	frames\Adventure_Comedy\QpqCLenOeAM\1656.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7365	frames\Action_Adventure\QXeYlaZJ64k\2806.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7366	frames\Drama_Romance\kELmSLtEiiI\1426.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7367	frames\Action_Adventure\29Pg9Oo6P2w\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7368	frames\Comedy_Crime\pSzusQmqyxE\1886.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7369	frames\Comedy\BgjJ00HhyCQ\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
7370	frames\Drama\HJKL8Ta-kt8\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
7371	frames\Action_Horror\DZFydcYiOtQ\2576.jpg	['Action', 'Horror']	1	0	0	0	0	1	0	0
7372	frames\Comedy\Io0PZTAcBes\1426.jpg	['Comedy']	0	0	1	0	0	0	0	0
7373	frames\Drama\TBHjt3AyALw\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
7374	frames\Horror\mvLpbHKV1_8\1656.jpg	['Horror']	0	0	0	0	0	1	0	0
7375	frames\Drama_Romance\jgcD-DHpPR0\2346.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7376	frames\Action_Drama\sxo7GjhsghQ\736.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7377	frames\Adventure_Comedy\c0-3FQ-_SAg\966.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7378	frames\Comedy_Horror\YZPkrplfycM\1426.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7379	frames\Drama\Aqo9z6lp4GY\736.jpg	['Drama']	0	0	0	0	1	0	0	0
7380	frames\Action_Adventure\PD4Gq5GPcN8\2346.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7381	frames\Action_Drama\RxhenI5eUDI\2116.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7382	frames\Comedy_Romance\oWuYilt9hX8\506.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
7383	frames\Drama\HJKL8Ta-kt8\966.jpg	['Drama']	0	0	0	0	1	0	0	0
7384	frames\Adventure_Drama\IXdycEK_38Y\736.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7385	frames\Comedy_Drama\t-T4RYRUNWk\2576.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7386	frames\Comedy_Drama\PTQLBv8sgDI\2806.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7387	frames\Comedy_Romance\Ozpkzjl-oCU\966.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
7388	frames\Drama\D1TC1n9lhXU\3726.jpg	['Drama']	0	0	0	0	1	0	0	0
7389	frames\Horror_Thriller\oY0IQEEQ35g\2806.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7390	frames\Action_Adventure\b_HhiU1mOwU\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7391	frames\Action\H2iK5QHr3Is\2806.jpg	['Action']	1	0	0	0	0	0	0	0
7392	frames\Crime_Romance\tRwyOQw5zcw\1196.jpg	['Crime', 'Romance']	0	0	0	1	0	0	1	0
7393	frames\Action_Adventure\r7k9mkm0TKU\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7394	frames\Action_Comedy\tYs7uguB_JQ\3036.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7395	frames\Adventure_Drama\cacjl7UwuVU\1196.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7396	frames\Action_Crime\ti9jg0JOK2I\1886.jpg	['Action', 'Crime']	1	0	0	1	0	0	0	0
7397	frames\Action_Adventure\D4dT2eBWI2M\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7398	frames\Adventure_Comedy\qYZw_tL0j9U\2806.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7399	frames\Drama\NqxvezqrvQE\506.jpg	['Drama']	0	0	0	0	1	0	0	0
7400	frames\Action_Crime\FeecJ5bAGHA\506.jpg	['Action', 'Crime']	1	0	0	1	0	0	0	0
7401	frames\Action_Crime\5M4QWD0U8-A\966.jpg	['Action', 'Crime']	1	0	0	1	0	0	0	0
7402	frames\Action_Drama\cdVMT44nWzk\506.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7403	frames\Action_Adventure\BDZK9B4Gu6g\1886.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7404	frames\Comedy_Drama\a_iEYXLXbjY\1886.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7405	frames\Action\KwIg2QMWVOU\3496.jpg	['Action']	1	0	0	0	0	0	0	0
7406	frames\Comedy\0u5O2--9www\2346.jpg	['Comedy']	0	0	1	0	0	0	0	0
7407	frames\Comedy\p43EnAUd3-w\46.jpg	['Comedy']	0	0	1	0	0	0	0	0
7408	frames\Adventure_Comedy\zZJ7cq6T3v4\966.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7409	frames\Drama\vt0hblIsHiY\3036.jpg	['Drama']	0	0	0	0	1	0	0	0
7410	frames\Adventure_Thriller\X7rfWPbEufo\276.jpg	['Adventure', 'Thriller']	0	1	0	0	0	0	0	1
7411	frames\Action_Drama\wnfHqnaM0yI\1656.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7412	frames\Adventure_Drama\xaILTs-_1z4\1886.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
7413	frames\Adventure_Comedy\mIvQRRVbt9E\276.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7414	frames\Comedy_Horror\gLD9INIOo00\506.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7415	frames\Drama_Romance\WRdy4CcRchU\506.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7416	frames\Action_Comedy\nC-it_V8df0\2116.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7417	frames\Drama\ui3pnIeA_HM\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
7418	frames\Crime_Drama\m7xTvb-FAhQ\4186.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7419	frames\Action_Thriller\LSMl31b3OKc\966.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
7420	frames\Action_Comedy\9DJWMVR_yfM\2806.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
7421	frames\Adventure\jPSjDk0CM68\276.jpg	['Adventure']	0	1	0	0	0	0	0	0
7422	frames\Comedy_Crime\fbwsXqUpZRU\736.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7423	frames\Comedy\khg8XoyKzs4\276.jpg	['Comedy']	0	0	1	0	0	0	0	0
7424	frames\Action_Drama\TJf9Pf9rjO4\1196.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
7425	frames\Horror_Thriller\kcYN8phvjSY\1426.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7426	frames\Adventure_Comedy\MaqzxDPwOB4\276.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7427	frames\Horror\OgaJLKX1sUo\2346.jpg	['Horror']	0	0	0	0	0	1	0	0
7428	frames\Drama\VcV-ZLbd-pk\506.jpg	['Drama']	0	0	0	0	1	0	0	0
7429	frames\Adventure\v1dTnLPL9gU\2806.jpg	['Adventure']	0	1	0	0	0	0	0	0
7430	frames\Horror_Thriller\EMpPWRLRQZY\966.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
7431	frames\Comedy_Drama\xKaCxkf1Ccs\1656.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7432	frames\Comedy_Horror\--aqjaJyZLk\1196.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7433	frames\Action_Adventure\w4i_ZwMT3H0\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7434	frames\Comedy_Crime\XpdrOUgweIA\3036.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7435	frames\Comedy\kTk2jXiuo9s\736.jpg	['Comedy']	0	0	1	0	0	0	0	0
7436	frames\Drama_Romance\TSclZRaacyA\736.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7437	frames\Crime_Thriller\K7vOjKOdMNE\966.jpg	['Crime', 'Thriller']	0	0	0	1	0	0	0	1
7438	frames\Comedy_Drama\byPJ22JDFjI\1656.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7439	frames\Action_Thriller\99dOPdlLIw0\1196.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
7440	frames\Comedy\L-sb2Xeqn14\736.jpg	['Comedy']	0	0	1	0	0	0	0	0
7441	frames\Action_Adventure\q_v3jNjwHNQ\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7442	frames\Adventure_Comedy\F0wFS45JjWA\1196.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7443	frames\Drama\XVePWDEck4w\276.jpg	['Drama']	0	0	0	0	1	0	0	0
7444	frames\Drama\mAtmopQxu0o\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
7445	frames\Crime_Drama\2315p7LJusg\1886.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7446	frames\Action\L9pxOwibtWQ\1656.jpg	['Action']	1	0	0	0	0	0	0	0
7447	frames\Action_Adventure\0v74ANWBqv0\2806.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7448	frames\Action_Adventure\2h8rH8zxA64\3496.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7449	frames\Drama\Q7wHV0r256A\46.jpg	['Drama']	0	0	0	0	1	0	0	0
7450	frames\Crime_Drama\72R97Mzaey4\2346.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7451	frames\Comedy\cA-laLpcLIw\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
7452	frames\Comedy_Crime\PkLpd8Eaah0\2576.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7453	frames\Comedy_Crime\XpdrOUgweIA\2806.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
7454	frames\Drama_Romance\d9PlKlirxT4\2116.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
7455	frames\Adventure_Comedy\xfF-ZL3xvxw\3036.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7456	frames\Horror\J6Cg05MhWbw\966.jpg	['Horror']	0	0	0	0	0	1	0	0
7457	frames\Drama_Horror\wpci2WuWy4E\3036.jpg	['Drama', 'Horror']	0	0	0	0	1	1	0	0
7458	frames\Action_Adventure\0UlzQ-bao3Q\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7459	frames\Action_Adventure\GmjAp2eRDH0\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7460	frames\Comedy\jv2MsLBMi9U\1196.jpg	['Comedy']	0	0	1	0	0	0	0	0
7461	frames\Adventure_Comedy\A7mWnsrRu6w\506.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
7462	frames\Comedy\9zbF578--dE\46.jpg	['Comedy']	0	0	1	0	0	0	0	0
7463	frames\Crime_Drama\4disuwEvw-w\736.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
7464	frames\Drama\NpwkIYB3ZEY\46.jpg	['Drama']	0	0	0	0	1	0	0	0
7465	frames\Action_Adventure\AL7UDurxc3w\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
7466	frames\Comedy\JoEU1L2kueo\2576.jpg	['Comedy']	0	0	1	0	0	0	0	0
7467	frames\Comedy\FlCzygStNzM\736.jpg	['Comedy']	0	0	1	0	0	0	0	0
7468	frames\Action_Crime\_BMYVDOOQ0E\1196.jpg	['Action', 'Crime']	1	0	0	1	0	0	0	0
7469	frames\Drama_Thriller\srR56T9-j5M\2346.jpg	['Drama', 'Thriller']	0	0	0	0	1	0	0	1
7470	frames\Comedy_Drama\dVFDYCPO19A\1196.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
7471	frames\Comedy_Horror\plUXguATsTQ\2116.jpg	['Comedy', 'Horror']	0	0	1	0	0	1	0	0
7472	frames\Comedy_Romance\qdq07pa6sPA\1886.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
7473	frames\Drama\_oOULG_nhEc\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
