	Unnamed: 0	imdbid	title	clip_name	year	videoid	genre
4353	19768	tt0099810	The Hunt for Red October	You've Killed Us	1990.0	5kaBIMuW74Q	['Action', 'Adventure', 'Thriller']
4354	3150	tt0817230	Valentine's Day	I Wanted It To Be Magical	2010.0	mX5Vqy1ETgM	['Comedy', 'Romance']
4355	20413	tt0067185	Harold and Maude	It's Rather Hard to Find a Truck	1971.0	6ooboieA_eE	['Comedy', 'Drama', 'Romance']
4356	25805	tt0089560	Mask	Meeting Diana's Parents	1985.0	1KfyTORRMXk	['Biography', 'Drama']
4357	4587	tt0183790	A Knight's Tale	My Foxy Lady Scene	2001.0	yLFZcXeZymY	['Action', 'Adventure', 'Romance']
4358	9016	tt0316732	Taxi	Chase to the Airport Scene	2004.0	zal_hU83ruo	['Action', 'Comedy', 'Crime']
4359	17249	tt0298814	The Core	The Earth Will Be Cooked	2003.0	jr7HNZg0ljU	['Action', 'Adventure', 'Sci-Fi']
4360	7362	tt0274166	Johnny English	Subduing the Assailant	2003.0	U6CGGUJKymk	['Action', 'Adventure', 'Comedy']
4361	6465	tt0401855	Underworld: Evolution	Battling the Brothers	2006.0	tqqSIT1D0vU	['Action', 'Fantasy', 'Sci-Fi']
4362	14153	tt0283897	Assassination Tango	Symbol of Elegance	2002.0	tJHkiRzd05M	['Crime', 'Drama', 'Romance']
4363	4002	tt0065112	Topaz	The Red Case Scene	1969.0	Nz4zu_fSHYY	['Drama', 'Thriller']
4364	298	tt0109447	Clifford	Martin's Model Goes Kaboom Scene	1994.0	i_9mM4F_JVI	['Comedy']
4365	2283	tt0095188	Funny Farm	Sheep Balls Scene	1988.0	QNUbwijCKfw	['Comedy', 'Drama']
4366	2362	tt0795421	Mamma Mia!	Lay All Your Love on Me Scene	2008.0	mIeU7y3CGKQ	['Comedy', 'Musical', 'Romance']
4367	23543	tt0119395	The Jackal	This is Russia	1997.0	7Vl03BBrGEY	['Action', 'Crime', 'Drama']
4368	19997	tt0369339	Collateral	Bullets and the Fall	2004.0	lBS9AHilxg0	['Crime', 'Drama', 'Thriller']
4369	15520	tt0120746	The Mask of Zorro	The Duel	1998.0	bw7GnKjkThQ	['Action', 'Adventure', 'Comedy']
4370	20641	tt0251127	How to Lose a Guy in 10 Days	How It's Done	2003.0	oxLuG0BYYwE	['Comedy', 'Romance']
4371	15252	tt0280590	Mr. Deeds	A Lady in Distress	2002.0	9KwuLlQrkVI	['Comedy', 'Romance']
4372	23841	tt0120693	Half Baked	Thurgood Gets Some Medical Marijuana	1998.0	GDHVi3h6ZXw	['Comedy', 'Crime']
4373	4878	tt0928375	Legend of the Bog	Swamp Resurrection Scene	2009.0	xDe-990DWEw	['Horror', 'Thriller']
4374	3721	tt0852713	The House Bunny	Sexy Car Wash Scene	2008.0	io-hA6pxffU	['Comedy', 'Romance']
4375	15379	tt0208092	Snatch	The Pikey Caravan	2000.0	tGDO-9hfaiI	['Comedy', 'Crime']
4376	475	tt0289765	Red Dragon	The Date With Reba Scene	2002.0	HVgu-41adSY	['Crime', 'Drama', 'Thriller']
4377	16217	tt0375173	Alfie	Joe	2004.0	DfNfg963uEA	['Comedy', 'Drama', 'Romance']
4378	20282	tt0082766	Mommie Dearest	Christina Play Acts	1981.0	rr6eufh4DA4	['Biography', 'Drama']
4379	25783	tt1174732	An Education	Hard and Boring	2009.0	jmOvg7JKjVI	['Drama']
4380	8397	tt0089200	Ghoulies	in the Pond	1985.0	PnmtF6EqeXU	['Comedy', 'Fantasy', 'Horror']
4381	1352	tt0090685	Back to School	Academic Fraud Scene	1986.0	aP7GTu8tbvQ	['Comedy', 'Romance', 'Sport']
4382	24878	tt0131325	Bowfinger	Daisy's Topless Scene	1999.0	SoP7TLCtylg	['Comedy']
4383	17396	tt0095897	The Presidio	Drunk Old Guard Dogs	1988.0	7_OHC_nqFQ8	['Action', 'Crime', 'Mystery']
4384	6814	tt0144120	Bride of Chucky	A True Homicidal Genius	1998.0	nID1enI2xW8	['Comedy', 'Horror']
4385	24286	tt0095489	The Land Before Time	Littlefoot's Mother Dies	1988.0	WbW8GgAWKi8	['Animation', 'Adventure', 'Drama']
4386	11857	tt0037913	Mildred Pierce	Cheap and Horrible	1945.0	x4CEkYJNir0	['Crime', 'Drama', 'Film-Noir']
4387	18231	tt0408985	Last Holiday	Enough Is Enough	2006.0	gK06H6EpKP4	['Comedy', 'Romance']
4388	21386	tt0285823	Once Upon a Time in Mexico	Church Shootout	2003.0	t3ttyoPvivk	['Action', 'Crime', 'Thriller']
4389	779	tt1192628	Rango	It Only Takes One Bullet Scene	2011.0	7cZ3I9Bn9Rg	['Animation', 'Adventure', 'Comedy']
4390	16740	tt0251736	House of 1000 Corpses	Showtime!	2003.0	HiuPgdW3E9g	['Horror']
4391	7666	tt0107983	Romeo Is Bleeding	The Docks	1993.0	CZRn7cU3UsU	['Crime', 'Drama', 'Romance']
4392	26058	tt1186367	Ninja Assassin	Without One of Your Senses	2009.0	EU70jtTYN0E	['Action', 'Thriller']
4393	24798	tt0054215	Psycho	Sinking Marion's Car	1960.0	iPt2PNpjOq4	['Horror', 'Mystery', 'Thriller']
4394	21775	tt0115639	Beautiful Girls	Face, Body, Personality Rankings	1996.0	F4T2_xFNAqs	['Comedy', 'Drama', 'Romance']
4395	7035	tt0480271	Van Wilder 2: The Rise of Taj	Throwing Textbooks	2006.0	0gAMfKzCJsc	['Comedy', 'Romance']
4396	26185	tt0396269	Wedding Crashers	Football With the Clearys	2005.0	sdtIgE33BvQ	['Comedy', 'Romance']
4397	25423	tt0095253	The Great Outdoors	It All Starts to Ooze Out	1988.0	I3K8xBfywg0	['Comedy']
4398	1610	tt0051786	It! The Terror From Beyond Space	Strange Noises Scene	1958.0	UmynxNlSRaE	['Horror', 'Sci-Fi', 'Thriller']
4399	3651	tt0088707	American Flyers	Danger on the Track Scene	1985.0	SccBZYmyjxE	['Drama', 'Sport']
4400	26428	tt1401152	Unknown	Car Accident.	2011.0	uSkVR8Tbu8c	['Action', 'Mystery', 'Thriller']
4401	7082	tt0068897	The Magnificent Seven Ride!	Pick Your Partners	1972.0	tTFOv5oFe3E	['Action', 'Western']
4402	20455	tt0332379	The School of Rock	New Schedule	2003.0	_xiz8CnP1-0	['Comedy', 'Music']
4403	13607	tt0054047	The Magnificent Seven	We Need Help	1960.0	oepaVuuBAtA	['Action', 'Adventure', 'Western']
4404	13005	tt0120744	The Man in the Iron Mask	All For One	1998.0	hc51ExPQJcQ	['Action', 'Adventure', 'Drama']
4405	6512	tt0115963	The Craft	One Hundred and Seventy-Five Thousand Dollars	1996.0	kZMKLwtkLrI	['Drama', 'Fantasy', 'Horror']
4406	14713	tt0113670	A Little Princess	All Girls Are Princesses	1995.0	fWPRhRM1V7I	['Drama', 'Family', 'Fantasy']
4407	22511	tt0159365	Cold Mountain	The Siege of Petersburg	2003.0	t7OQIn7Yuvc	['Adventure', 'Drama', 'History']
4408	3683	tt0101701	Delirious	Don't Write Drunk Scene	1991.0	_x3KSXMXzwM	['Comedy', 'Fantasy']
4409	9256	tt0183649	Phone Booth	Unhappy Childhood	2002.0	6xaUD1jKFWg	['Crime', 'Thriller']
4410	2411	tt0102316	Little Man Tate	Horseback Ride Scene	1991.0	_0X1jPgLo-A	['Drama']
4411	3765	tt0099204	Cadillac Man	Calling Mom Scene	1990.0	sfWe6CUZUtc	['Comedy', 'Crime']
4412	7512	tt0290747	Man-Thing	Murder in the Swamp Scene	2005.0	QImoaNjTtng	['Action', 'Adventure', 'Horror']
4413	19665	tt0099674	The Godfather: Part 3	I Always Loved You	1990.0	ZtuLM666bLo	['Crime', 'Drama']
4414	13014	tt0985699	Valkyrie	It Only Matters That We Act Now	2008.0	TMvi9NJlv_s	['Drama', 'History', 'Thriller']
4415	18165	tt0250687	Rat Race	The Radar Tower	2001.0	OXpqA3BvLLg	['Adventure', 'Comedy']
4416	20693	tt0322802	Jackass: The Movie	April's Alligator	2002.0	Drva4gp66lc	['Documentary', 'Action', 'Comedy']
4417	16743	tt0251736	House of 1000 Corpses	Murder Ride	2003.0	Yg95nS9poCw	['Horror']
4418	7509	tt0290747	Man-Thing	Human Sacrifice Scene	2005.0	598QZf6lkKw	['Action', 'Adventure', 'Horror']
4419	17659	tt0344604	Après vous...	An Unexpected Kiss	2003.0	bbqRezPHMDQ	['Comedy', 'Romance']
4420	17146	tt0040823	Sorry, Wrong Number	I, Leona, Take Thee, Henry	1948.0	XLSkfVJxbwo	['Drama', 'Film-Noir', 'Mystery']
4421	9750	tt0333766	Garden State	Can't Cry	2004.0	3Bm1V7eZBR4	['Comedy', 'Drama', 'Romance']
4422	356	tt0060438	A Funny Thing Happened on the Way to the Forum	Bring Me My Bride Scene	1966.0	lLgOrvsA9tw	['Comedy', 'Musical']
4423	13190	tt0075314	Taxi Driver	You Talkin' to Me?	1976.0	-QWL-FwX4t4	['Crime', 'Drama']
4424	12604	tt0120788	Permanent Midnight	Baby on Board	1998.0	EI_QlYraNl8	['Biography', 'Drama', 'Romance']
4425	14078	tt0080895	How to Beat the High Cost	I Need a Thousand Dollars	1980.0	Ubr_vvAzvtA	['Comedy', 'Crime']
4426	9394	tt0107034	The Good Son	Over the Edge	1993.0	RiaUv2MwZ3E	['Drama', 'Thriller']
4427	17456	tt0161100	The Wood	Hold-Up	1999.0	-e6lEsIUf3U	['Comedy', 'Drama', 'Romance']
4428	14649	tt0119654	Men in Black	Men In Black Headquarters Scene	1997.0	q3OTEdZkBaQ	['Action', 'Adventure', 'Comedy']
4429	2630	tt1386697	Suicide Squad	A Visit From The Joker Scene	2016.0	Q0IHL6WGFY0	['Action', 'Adventure', 'Fantasy']
4430	17458	tt0161100	The Wood	The Bet	1999.0	LBU5Yu6RFBY	['Comedy', 'Drama', 'Romance']
4431	21525	tt0111512	The Legend of Drunken Master	The Name Game	1994.0	_mSvR3aQeWU	['Action', 'Comedy']
4432	4256	tt1092026	Paul	Evolve This Scene	2011.0	dtgOzzBMl2o	['Adventure', 'Comedy', 'Sci-Fi']
4433	1433	tt0096118	Sleepaway Camp 2: Unhappy Campers	You Talk Too Much Scene	1988.0	AxrQtWFF91k	['Comedy', 'Horror']
4434	13771	tt0070653	Scorpio	I Want Cross	1973.0	Ip-dPqtyXRs	['Action', 'Drama', 'Thriller']
4435	19135	tt0082418	Friday the 13th Part 2	Left Hanging	1981.0	eBU1T2DdLsk	['Horror', 'Mystery', 'Thriller']
4436	19130	tt0082418	Friday the 13th Part 2	Vicky, Is That You?	1981.0	sOqvTLXZsMs	['Horror', 'Mystery', 'Thriller']
4437	17179	tt0324127	Suspect Zero	He Can See	2004.0	MA6g7AEH_kA	['Crime', 'Horror', 'Mystery']
4438	20873	tt0038650	It's a Wonderful Life	Angel Second Class	1946.0	9fIrXo0raaU	['Drama', 'Family', 'Fantasy']
4439	13291	tt0098453	Teen Witch	I Like Boys	1989.0	9ogtJYnjD1I	['Comedy', 'Fantasy', 'Romance']
4440	5586	tt0305357	Charlie's Angels: Full Throttle	Surfboard Stakeout Scene	-1.0	EYHLDJuEUoc	['Action', 'Adventure', 'Comedy']
4441	19441	tt0368008	The Manchurian Candidate	Father and Daughter	2004.0	ac7D9kcETUg	['Drama', 'Mystery', 'Sci-Fi']
4442	26860	tt0212346	Miss Congeniality	Gracie's New Assignment	2000.0	aEBLrCGhTVM	['Action', 'Comedy', 'Crime']
4443	9038	tt0293662	The Transporter	Don't Axe Me	2002.0	56djkHojg2g	['Action', 'Crime', 'Thriller']
4444	25023	tt1596346	Soul Surfer	Perspective	2011.0	LeNRbtWgero	['Biography', 'Drama', 'Family']
4445	14509	tt0452625	Good Luck Chuck	You Got it Made!	2007.0	FcFtBqXUud0	['Comedy', 'Romance']
4446	13341	tt0385988	Red Riding Hood	The Better to Eat You With, My Dear	1989.0	6G8ExBEJEMQ	['Adventure', 'Family', 'Musical']
4447	4483	tt0164052	Hollow Man	Escaping the Exploding Lab Scene	2000.0	2rPDGz_0qvw	['Action', 'Horror', 'Sci-Fi']
4448	14687	tt0079417	Kramer vs. Kramer	Were You A Failure?	1979.0	OFZS03hWtlE	['Drama']
4449	20725	tt0049833	The Ten Commandments	Moses Turns Water Into Blood	1956.0	OYeox3LLQ08	['Adventure', 'Drama']
4450	3030	tt0100232	Navy SEALS	Hawkins Gets His Car Back Scene	1990.0	iRIIcZuSiBo	['Action', 'Adventure', 'Thriller']
4451	14892	tt0376541	Closer	Anna's Photo Exhibition	2004.0	-eocP3-Ifag	['Drama', 'Romance']
4452	11482	tt0122541	An Ideal Husband	Commerce Without Conscience	1999.0	HMUnEpn0n9U	['Comedy', 'Romance']
4453	5869	tt0071517	Foxy Brown	Cleaning the Streets Scene	-1.0	tlJM0tgXu5Q	['Action', 'Crime', 'Thriller']
4454	7643	tt1356864	I'm Still Here	Ben Stiller Meeting	2010.0	oLQ5NOAIAw0	['Comedy', 'Drama', 'Music']
4455	15625	tt0320691	Underworld	Bite Him!	2003.0	pexcH4Ffi8I	['Action', 'Fantasy', 'Thriller']
4456	20767	tt0457510	Nacho Libre	I Hate Orphans!	2006.0	lc0UIhNuudQ	['Comedy', 'Family', 'Sport']
4457	3277	tt0423977	Charlie Bartlett	Misadventures of a Teenage Renegade Scene	2007.0	CvoAG6pgdC4	['Comedy', 'Drama', 'Romance']
4458	2651	tt1528854	Daddy's Home	New Dad on the Block Scene	2015.0	vk5Kr-zV8AE	['Comedy', 'Family']
4459	14773	tt0112442	Bad Boys	He Ain't Even Worth Killing	1995.0	ujhXgFBjcZA	['Action', 'Comedy', 'Crime']
4460	20644	tt0251127	How to Lose a Guy in 10 Days	Mary Had a Little Lamb	2003.0	z3dwJ734jbE	['Comedy', 'Romance']
4461	13615	tt0054047	The Magnificent Seven	Gunfighter Arithmetic	1960.0	nyMtN_aHC_8	['Action', 'Adventure', 'Western']
4462	24059	tt0277296	The Scorpion King	The Great Memnon	2002.0	98NAf9zhIu0	['Action', 'Adventure', 'Fantasy']
4463	24443	tt0360717	King Kong	Training Day	2001.0	Lj4adAAHa68	['Action', 'Adventure', 'Drama']
4464	15257	tt0031679	Mr. Smith Goes to Washington	What Are You Going to Believe In?	1939.0	i7hk-TupE5g	['Comedy', 'Drama']
4465	6653	tt1204977	Ouija	You Have to Play	2014.0	m3262E3sfb8	['Horror', 'Mystery', 'Thriller']
4466	20143	tt0120082	Scream 2	A Mother's Love	1997.0	kaXM8DMSm-g	['Horror', 'Mystery']
4467	5181	tt0457572	Fido	Zombies Can't Drink Scene	2006.0	dK2oGZK490w	['Comedy', 'Drama', 'Horror']
4468	25019	tt1596346	Soul Surfer	Why Did This Happen?	2011.0	aJ_NWmLawAM	['Biography', 'Drama', 'Family']
4469	1142	tt0093999	Snow White	The Good Queen Dies Scene	1987.0	-mexzYsMSro	['Family', 'Fantasy', 'Musical']
4470	714	tt0113957	The Net	An Unsuccessful Getaway Scene	1995.0	HZQlFhnFVjg	['Action', 'Crime', 'Drama']
4471	5600	tt0338216	Lucky You	Making a Good Fold Scene	2007.0	DHnwNo7Z6Ts	['Drama', 'Romance', 'Sport']
4472	25844	tt1313092	Animal Kingdom	Grubby Business	2010.0	IH6fifC3qSE	['Crime', 'Drama']
4473	2303	tt0822847	Priest	Taking Down Black Hat Scene	2011.0	usmBCn2WxYU	['Action', 'Horror', 'Thriller']
4474	17878	tt0051364	Another Time, Another Place	There's Something I Haven't Told You	1958.0	8O97aGzvU3g	['Drama', 'Romance', 'War']
4475	6555	tt0108149	Six Degrees of Separation	Paul Seduces Rick	1993.0	HXtYMxtMlhI	['Comedy', 'Drama', 'Mystery']
4476	23749	tt0454848	Inside Man	Get Rich Or Die Tryin'	2006.0	sYNUp5rAZJo	['Crime', 'Drama', 'Mystery']
4477	6004	tt1133985	Green Lantern	Unprecedented Danger	2011.0	ZjPiVMyfJPs	['Action', 'Adventure', 'Sci-Fi']
4478	14322	tt0097138	Cyborg	On the Hook	1989.0	Bzqkq2LwnOQ	['Action', 'Sci-Fi', 'Thriller']
4479	3768	tt0099204	Cadillac Man	Love Sucks Scene	1990.0	ri8WqeTAUDE	['Comedy', 'Crime']
4480	17406	tt0268695	The Time Machine	What If?	2002.0	nd3MVcbnfAc	['Action', 'Adventure', 'Sci-Fi']
4481	16515	tt0109676	Drop Zone	Mayday!	1994.0	3gCyObtqSEo	['Action', 'Adventure', 'Thriller']
4482	25107	tt0762125	Planet 51	Military Strategy	2009.0	mkNO5Y4LOMs	['Animation', 'Adventure', 'Comedy']
4483	20372	tt0167427	Superstar	Jesus Appears to Mary	1999.0	akyfR8zcmIo	['Comedy', 'Romance']
4484	8157	tt0378109	Into the Blue	Shark Saves the Day	2005.0	XFTJJtOtFtI	['Action', 'Adventure', 'Crime']
4485	19226	tt0111280	Star Trek: Generations	The Nexus	1994.0	fmIaHAtabSU	['Action', 'Adventure', 'Mystery']
4486	17487	tt0070895	Walking Tall	We'll Get the Rest of Them Buford!	1973.0	DLuROR8kLy8	['Action', 'Biography', 'Crime']
4487	26963	tt0109686	Dumb & Dumber	Urine Trouble	1994.0	RD2YJrvd71Y	['Comedy']
4488	5088	tt0097322	The Fabulous Baker Boys	A Very Special Lady Scene	1989.0	x7yAcIuyOb4	['Comedy', 'Drama', 'Music']
4489	5386	tt0087078	Conan the Destroyer	Setting Zula Free Scene	1984.0	hEZcqWRB2iU	['Action', 'Adventure', 'Fantasy']
4490	7038	tt0480271	Van Wilder 2: The Rise of Taj	Pip Meets His Ancestors	2006.0	jKa9O33GXLI	['Comedy', 'Romance']
4491	22329	tt0190138	The Yards	Club Rio	2000.0	uCCrethRf3E	['Comedy', 'Crime']
4492	19360	tt0822854	Shooter	Losing That Swagger	2007.0	a_6tguZWgmU	['Action', 'Drama', 'Thriller']
4493	1796	tt1037705	The Book of Eli	I'll Show You Some Weapons	2010.0	t4zyH4BsmgQ	['Action', 'Adventure', 'Drama']
4494	26601	tt1287468	Cats & Dogs: The Revenge of Kitty Galore	I Think I Like You	2010.0	a88BNDMlPSE	['Action', 'Comedy', 'Family']
4495	11922	tt1136608	District 9	Using the Weapon	2009.0	1TNL7KlEI8g	['Action', 'Sci-Fi', 'Thriller']
4496	13616	tt0054047	The Magnificent Seven	Surrendering to Calvera	1960.0	w4i_ZwMT3H0	['Action', 'Adventure', 'Western']
4497	19756	tt0106918	The Firm	Blackmail	1993.0	7tNEvCdVtk0	['Drama', 'Mystery', 'Thriller']
4498	19049	tt0317248	City of God	Benny's Farewell Party	2002.0	BnrKndkqLaY	['Crime', 'Drama']
4499	25895	tt1440728	The American	Don't Make Any Friends	2010.0	ClylV3dp-Ok	['Crime', 'Drama', 'Thriller']
4500	24867	tt0131857	BASEketball	Shutting Off the Gas	1998.0	ztSSzTA5Z90	['Comedy', 'Sport']
4501	15654	tt1554091	A Better Life	A Reason to Live	2011.0	x2wH5RS58lo	['Drama', 'Romance']
4502	25549	tt0120669	Fear and Loathing in Las Vegas	The Lonely Highway Patrolman	1998.0	BwDlobymMk0	['Adventure', 'Comedy', 'Drama']
4503	2623	tt1386697	Suicide Squad	Diablo vs. Incubus Scene	2016.0	0w8oeXvLXOw	['Action', 'Adventure', 'Fantasy']
4504	14764	tt0305224	Anger Management	Monk Fight	2003.0	1cekfpK8mZQ	['Comedy']
4505	17873	tt0051364	Another Time, Another Place	Remembering Mark	1958.0	pV2y0et0TT4	['Drama', 'Romance', 'War']
4506	21571	tt0307987	Bad Santa	Santa's Staying Over	2003.0	VJOO-fcRLzk	['Comedy', 'Crime', 'Drama']
4507	19538	tt0047396	Rear Window	Out the Window	1954.0	oowcsynjIwc	['Mystery', 'Thriller']
4508	5659	tt0077294	Capricorn One	Avoiding Capture Scene	1978.0	jPH8I5QWFUU	['Action', 'Adventure', 'Drama']
4509	23574	tt0097216	Do the Right Thing	Destroying Sal's	1989.0	4G7TTDEHl5o	['Comedy', 'Drama']
4510	9774	tt0159273	Behind Enemy Lines	Surviving a Minefield	2001.0	XFdEntyO6TY	['Action', 'Drama', 'Thriller']
4511	19615	tt0384642	Kicking & Screaming	Kicked Out	2005.0	Ozpkzjl-oCU	['Comedy', 'Family', 'Romance']
4512	25665	tt0276751	About a Boy	I'm Bloody Ibiza	2002.0	euorMDBYxrk	['Comedy', 'Drama', 'Romance']
4513	2933	tt0041090	Adam's Rib	Mutual Everything	1949.0	8RGjds-aK00	['Comedy', 'Drama', 'Romance']
4514	17253	tt0298814	The Core	Rome Destroyed	2003.0	Qz836czauEk	['Action', 'Adventure', 'Sci-Fi']
4515	6675	tt0339291	A Series of Unfortunate Events	Aunt Josephine	2004.0	nh8mjiSlAws	['Adventure', 'Comedy', 'Family']
4516	27012	tt0325710	The Last Samurai	Village Ambush	2003.0	IV7jcaXQgds	['Action', 'Drama', 'War']
4517	3220	tt0035015	The Magnificent Ambersons	The Talk of the Town Scene	1942.0	dudDh8KZiTE	['Drama', 'Romance']
4518	17145	tt0040823	Sorry, Wrong Number	There's Someone in This House	1948.0	6MbOPK4TCB4	['Drama', 'Film-Noir', 'Mystery']
4519	7977	tt0949731	The Happening	Mauled to Death	2008.0	uLtUl4pDmOs	['Drama', 'Mystery', 'Sci-Fi']
4520	18491	tt0069097	Play It Again, Sam	A Platonic Kiss	1972.0	au5XE48PEeU	['Comedy', 'Romance']
4521	13000	tt0120744	The Man in the Iron Mask	Porthos Tries to Hang Himself	1998.0	OL0I-Tf0QRU	['Action', 'Adventure', 'Drama']
4522	13555	tt0063415	The Party	Hrundi Blows It	1968.0	DKwC6X7_JU0	['Comedy']
4523	7827	tt0388500	Beauty Shop	Don King Issues	2005.0	hSwy6UI-djc	['Comedy']
4524	12168	tt1259521	The Cabin in the Woods	Killer Klown and the Merman Scene	2012.0	tdMQZ0g9ykE	['Horror']
4525	20581	tt0114694	Tommy Boy	Housekeeping	1995.0	3QCSrQEGvZA	['Adventure', 'Comedy']
4526	19632	tt0107076	Hard Target	Hunting Season Is Over	1993.0	pu2ArBfwZcA	['Action', 'Adventure', 'Drama']
4527	24830	tt0073195	Jaws	Quint Is Devoured Scene	1975.0	pmLP0QQPqFw	['Adventure', 'Drama', 'Thriller']
4528	10540	tt0090756	Blue Velvet	Sandy's Dream of Robins	1986.0	ncnq2pu4PlE	['Drama', 'Mystery', 'Thriller']
4529	25936	tt1121977	Mother and Child	Working Late	2009.0	_zlqhZOE4yw	['Drama', 'Romance']
4530	19843	tt0327679	Ella Enchanted	The Elf Singing Village	2004.0	q0yFqlPrLyE	['Comedy', 'Family', 'Fantasy']
4531	4064	tt0210358	Things You Can Tell Just by Looking at Her	A Great Pretender Scene	1999.0	_5uHK-fVMcY	['Drama', 'Romance']
4532	8025	tt1408101	Star Trek Into Darkness	The Most Dangerous Adversary	2013.0	JFwhPbsr5RU	['Action', 'Adventure', 'Sci-Fi']
4533	21314	tt0116324	Flirting with Disaster	Our Other Son Lonnie Schlichting	1996.0	dXe45jbpElA	['Comedy']
4534	2076	tt1179056	A Nightmare on Elm Street	You're Dreaming, But You Don't Know It	2010.0	JWGVdLHio5g	['Crime', 'Drama', 'Horror']
4535	8139	tt1470023	MacGruber	The Legendary	2010.0	zFbHwupcqpQ	['Action', 'Comedy', 'Romance']
4536	20380	tt0116313	The First Wives Club	Youth and Beauty	1996.0	aPrURpNEtkg	['Comedy']
4537	2378	tt1578275	The Dilemma	Are You Crying? Scene	2011.0	vDzbcWty6m0	['Comedy', 'Drama']
4538	6742	tt0082495	Halloween II	Slippery When Bloody	1981.0	zlVbQsf7vpk	['Horror']
4539	15173	tt0119488	L.A. Confidential	Justice	1997.0	BVwLpNGBqqY	['Crime', 'Drama', 'Mystery']
4540	8395	tt0089200	Ghoulies	Ghoulie Clown Attacks	1985.0	_zFjP61xNb0	['Comedy', 'Fantasy', 'Horror']
4541	11811	tt0366548	Happy Feet	Sliding Down the Ice	2006.0	ymA7OFZ9lF0	['Animation', 'Adventure', 'Comedy']
4542	6762	tt0780653	The Wolfman	Love With a Silver Bullet	2010.0	hRBRb2eiK4I	['Drama', 'Fantasy', 'Horror']
4543	864	tt0298148	Shrek 2	Human Shrek Scene	2004.0	LzJ1fo-oUpk	['Animation', 'Adventure', 'Comedy']
4544	3427	tt1216491	Kill the Messenger	Have You Seen a Bike? Scene	2014.0	uLhrOeavvOY	['Biography', 'Crime', 'Drama']
4545	4582	tt0183790	A Knight's Tale	Father and Son Scene	2001.0	1WwlHv69kik	['Action', 'Adventure', 'Romance']
4546	24724	tt0132477	October Sky	Homer Proves His Innocence	1999.0	udHB3tftPz4	['Biography', 'Drama', 'Family']
4547	17724	tt0123755	Cube	How Did We Get Here?	1997.0	MG9L-S6J_18	['Drama', 'Mystery', 'Sci-Fi']
4548	561	tt0864835	Mr. Peabody & Sherman	You Used the Wayback! Scene	2014.0	_nnGxztgrQk	['Animation', 'Adventure', 'Comedy']
4549	16591	tt0101912	Frankie and Johnny	He Just Asked Her Out	1991.0	HnnBvemHrWA	['Comedy', 'Drama', 'Romance']
4550	24042	tt0099365	Darkman	Battles Strack	1990.0	LSMl31b3OKc	['Action', 'Sci-Fi', 'Thriller']
4551	11896	tt0443649	10,000 BC	Sacrifice One	2008.0	EzqRc-RLJfU	['Action', 'Adventure', 'Drama']
4552	11708	tt0267913	Scooby-Doo	All You Can Eat	2002.0	iEattbpjGG4	['Adventure', 'Comedy', 'Family']
4553	7059	tt0974959	American Pie Presents Beta House	The Party's Over	2007.0	muVopS3Yn7s	['Comedy']
4554	17425	tt0301976	The United States of Leland	Only Human	2003.0	ioznxKkY_IE	['Drama']
4555	17204	tt0185937	The Blair Witch Project	Please Help Us!	1999.0	nLKymV5rwAU	['Horror', 'Mystery']
4556	915	tt0763831	A Thousand Words	Squirrels in My Pants Scene	2012.0	B2KSjVAskxM	['Comedy', 'Drama']
4557	11616	tt0377818	The Dukes of Hazzard	Another Shrimp on the Barbie	2005.0	EIzFKMtPjH0	['Comedy']
4558	966	tt0081562	Stir Crazy	Your Debt to Society Scene	1980.0	gDtB0Sr8sbY	['Comedy', 'Crime']
4559	21596	tt0114194	The Prophecy	Look at Me	1995.0	ragJxrFknuQ	['Action', 'Crime', 'Drama']
4560	25864	tt0804497	It's Kind of a Funny Story	I'm so Proud of You	2010.0	1RbdA_geYpU	['Comedy', 'Drama', 'Romance']
4561	24970	tt0322589	Honey	Career Suicide	2003.0	tkN8fCU-rzU	['Drama', 'Music', 'Romance']
4562	2059	tt0089901	Remo Williams: The Adventure Begins	Walking on Water Scene	1985.0	JmSmZRCl6A4	['Action', 'Adventure', 'Comedy']
4563	17832	tt0348505	Asylum	In Love With a Tortured Genius	2005.0	xSyvjgWMsKc	['Drama', 'Romance', 'Thriller']
4564	9983	tt0085862	Lone Wolf McQuade	McQuade vs. Rawley	1983.0	hfNvGT9X-7Q	['Action', 'Crime', 'Drama']
4565	6257	tt1217613	Battle: Los Angeles	We Can Not Lose Los Angeles	2011.0	ucikAqewZL4	['Action', 'Sci-Fi']
4566	5375	tt1240982	Your Highness	The Fair Isabel Scene	2011.0	P2rpcVDPZEY	['Comedy', 'Fantasy']
4567	12357	tt0344510	A Very Long Engagement	Her Heart In His Hand	2004.0	sjPnuqcrL70	['Drama', 'Mystery', 'Romance']
4568	2968	tt0077838	The Last Waltz	Baby, Let Me Follow You Down Scene	1978.0	-zNnJiwo_5Y	['Documentary', 'Biography', 'Music']
4569	5807	tt0100935	Wild at Heart	Gonna Have to Kill Me Scene	1990.0	KnPfaGzmt4M	['Comedy', 'Crime', 'Drama']
4570	2975	tt0098309	She-Devil	The Kids' New Home Scene	1989.0	9f1adgpyRjM	['Comedy']
4571	20930	tt0109444	Clear and Present Danger	Blowing Up the Bunker	1994.0	T7pci4SIGCo	['Action', 'Crime', 'Drama']
