	Unnamed: 0.1	Unnamed: 0	imdbid	title	clip_name	year	videoid	genre
536	9899	1515	tt0074559	Futureworld	Rock 'Em Sock 'Em Robots Scene	1976.0	hfzsR-3PLcg	['Sci-Fi', 'Thriller']
537	12697	3630	tt0371246	Spanglish	I'm So Glad You're Back Scene	2004.0	6La5YCYlMZY	['Comedy', 'Drama', 'Romance']
538	15443	13652	tt0070915	White Lightning	Gator's Escape	1973.0	cRsKzW5Fszc	['Action', 'Drama', 'Crime']
539	13660	26817	tt0097958	Christmas Vacation	Eddie's Sewage	1989.0	LSqb4e8mUd4	['Comedy']
540	17183	1324	tt1428538	Hansel & Gretel	We'll Eat Youth Scene	2013.0	oY1tp2HG06w	['Action', 'Fantasy', 'Horror']
541	1183	17861	tt0096316	Tucker: The Man and His Dream	The Car of Tomorrow Today	1988.0	bIHeoOh2F7o	['Biography', 'Drama']
542	13312	19303	tt0443489	Dreamgirls	We're Your	2006.0	fbNz1vlRSyM	['Drama', 'Music', 'Musical']
543	6678	13518	tt0100680	Stanley & Iris	Iris Interviews Stanley	1990.0	JOqFKM-dt5Y	['Drama', 'Romance']
544	10238	18257	tt0119360	In & Out	Guide to Being a Manly Man	1997.0	xa-P9llTLM4	['Comedy', 'Romance']
545	8	7574	tt0084649	The Secret of NIMH	The Secret is Revealed	1982.0	1OV3T6GWhIg	['Animation', 'Adventure', 'Drama']
546	620	809	tt0413267	Shrek the Third	Stealing The Show Scene	2007.0	MriW09XMJeo	['Animation', 'Adventure', 'Comedy']
547	9336	7659	tt1116184	Jackass 3D	Duck Hunting	2010.0	t4M3hbVh3U4	['Documentary', 'Action', 'Comedy']
548	10893	15205	tt0097733	Lethal Weapon 2	Bringing Down the House	1989.0	7WqzJvhR9Fo	['Action', 'Crime', 'Thriller']
549	7226	15402	tt0110516	Milk Money	Frank and Friends Get a Show	1994.0	_AUvAyx_fwc	['Comedy', 'Romance']
550	8079	16512	tt0109676	Drop Zone	How Ya Doing Now, Sport?	1994.0	MqQ9-AP36z4	['Action', 'Adventure', 'Thriller']
551	7807	11883	tt0103776	Batman Returns	I Am Catwoman Scene	1992.0	aokJADOVMC0	['Action', 'Crime', 'Fantasy']
552	1074	5314	tt1386588	The Other Guys	Aim for the Bushes Scene	2010.0	MvkN3003iU4	['Action', 'Comedy', 'Crime']
553	647	14251	tt0049414	A Kiss Before Dying	Seeing a Ghost	1956.0	ZYOhqPzYRjs	['Crime', 'Film-Noir', 'Mystery']
554	9585	3533	tt0120686	Stepmom	Underlying Hostility Scene	1998.0	gj_BH6Suku0	['Comedy', 'Drama']
555	5148	12936	tt0309912	Nicholas Nickleby	Debut Performance	2002.0	hGuXSd2s0jI	['Adventure', 'Drama', 'Romance']
556	253	25518	tt0117218	The Nutty Professor	Gluteus Minimus	1996.0	cZP4yFO6l78	['Comedy', 'Romance', 'Sci-Fi']
557	15301	18352	tt0163983	Bless the Child	A Rude Awakening	2000.0	xPLtxTJnVOY	['Crime', 'Drama', 'Horror']
558	10306	14166	tt0373469	Kiss Kiss Bang Bang	Who Taught You Math? Scene	2005.0	6svL10xXulQ	['Action', 'Comedy', 'Crime']
559	6650	25786	tt1174732	An Education	Charming David	2009.0	IsskB0D2GC0	['Drama']
560	16367	2627	tt1386697	Suicide Squad	The Villain Bar Scene	2016.0	g5-KsABvVzU	['Action', 'Adventure', 'Fantasy']
561	12214	19802	tt0084726	Star Trek: The Wrath of Khan	Khan's Last Breath	1982.0	xrUEjpHbUMM	['Action', 'Adventure', 'Sci-Fi']
562	6153	5712	tt0032599	His Girl Friday	A Cock-Eyed Liar Scene	1940.0	_4EkJkuiwIg	['Comedy', 'Drama', 'Romance']
563	2811	2898	tt0181739	Osmosis Jones	Careful, I'm Contagious  Scene	2001.0	FnPOuK9RHH0	['Animation', 'Action', 'Adventure']
564	4739	128	tt0118688	Batman & Robin	I'm Poison Scene	1997.0	73Pm3rkTzb0	['Action', 'Sci-Fi']
565	11908	8424	tt1213663	The World's End	There's Only One Gary King	2013.0	0oHT-rtiFZk	['Action', 'Comedy', 'Sci-Fi']
566	17264	3484	tt0095925	Pumpkinhead	It's Coming Scene	1988.0	fvNfhUZ-5z8	['Fantasy', 'Horror']
567	2386	15739	tt0093437	The Lost Boys	Destroy All Vampires	1987.0	ZynRcyXIGKM	['Comedy', 'Horror']
568	6433	14224	tt0052896	A Hole in the Head	I Don't Want Handouts	1959.0	IhDAJ1Tug4M	['Comedy', 'Drama']
569	12951	6470	tt0401855	Underworld: Evolution	A True God Has No Father	2006.0	EegnTsyPDF4	['Action', 'Fantasy', 'Sci-Fi']
570	8747	7980	tt0416212	The Secret Life of Bees	Send the Bees Love	2008.0	NUdXYkBhHkQ	['Drama']
571	7909	2930	tt0041090	Adam's Rib	Equal Rights for Women Scene	1949.0	VR0NIF6PbCo	['Comedy', 'Drama', 'Romance']
572	4856	11870	tt0239395	Cats & Dogs	Mr. Tinkles	2001.0	vAd0QlUaIBY	['Action', 'Comedy', 'Family']
573	1533	11373	tt0183678	The Prophecy 3: The Ascent	You're Not So Special	2000.0	a51EYR5AeNk	['Fantasy', 'Horror', 'Thriller']
574	10535	3801	tt0089175	Fright Night	Dawn Arrives Scene	1985.0	PvoBUI7uz-w	['Horror', 'Thriller']
575	5830	2504	tt0077235	Big Wednesday	Summer Surfing Scene	1978.0	FAK7ssvx3oE	['Drama', 'Sport']
576	8288	13387	tt0051411	The Big Country	A Cowardly End	1958.0	nQIfRCUlfz4	['Romance', 'Western']
577	11535	17354	tt0314498	The Perfect Score	Desmond's Mom	2004.0	TrxSTI517Iw	['Comedy', 'Crime']
578	292	14405	tt1228705	Iron Man 2	Stark Expo Scene	2010.0	yocBQlw_mCA	['Action', 'Adventure', 'Sci-Fi']
579	13934	7912	tt0094074	Superman IV	Superman & Clark Kent	1987.0	lMilbGNSGtI	['Action', 'Adventure', 'Family']
580	15958	5449	tt0094321	Who's That Girl	Dropping Raoul Scene	1987.0	KUMoWS98jXM	['Comedy', 'Music', 'Romance']
581	9559	314	tt0455857	When a Stranger Calls	Trapped in the Greenhouse Scene	2006.0	BgxPmLpvxzc	['Horror', 'Thriller']
582	1265	459	tt0085970	Mr. Mom	A Stand-Up Guy Scene	1983.0	crI67brUX84	['Comedy', 'Drama']
583	16764	23278	tt0832266	Definitely, Maybe	Maya Solves the Mystery	2008.0	Fg9aUVqD1K0	['Comedy', 'Drama', 'Romance']
584	9002	4120	tt0093493	Mannequin	Don't Mess With a  Scene	1987.0	Ug6yhGuDcUQ	['Comedy', 'Fantasy', 'Romance']
585	8672	14974	tt0064276	Easy Rider	House of Blue Lights	1969.0	iamsdf-VSQI	['Adventure', 'Drama']
586	1760	20625	tt1046173	G.I. Joe: The Rise of Cobra	He Never Gives Up	2009.0	iNUv6pnKd5s	['Action', 'Adventure', 'Sci-Fi']
587	14875	2980	tt0098309	She-Devil	Mary's Research Scene	1989.0	UPhZaK9jxYs	['Comedy']
588	13552	11784	tt0327056	Mystic River	Is That My Daughter?	2003.0	RYlKhpi--QQ	['Crime', 'Drama', 'Mystery']
589	16936	7677	tt1229340	Anchorman 2: The Legend Continues	White Elephant in the Room Scene	-1.0	ZLJX6CEkgto	['Comedy']
590	2895	6682	tt0112642	Casper	A Ghost-to-Ghost Network	1995.0	5IPCNRlCYP8	['Comedy', 'Family', 'Fantasy']
591	12305	5778	tt0049730	The Searchers	Fighting for Laurie Scene	1956.0	99IRJoGX238	['Adventure', 'Drama', 'Western']
592	10077	9915	tt0093409	Lethal Weapon	No Killing	1987.0	aKojFoPzQoQ	['Action', 'Crime', 'Thriller']
593	8969	17027	tt0073190	Once Is Not Enough	Busted	1975.0	BF4-iXXZE-s	['Drama', 'Romance']
594	13166	21240	tt0118826	The Castle	The Vibe of the Thing	1997.0	ssukL9a99JA	['Comedy', 'Drama']
595	10450	16515	tt0109676	Drop Zone	Mayday!	1994.0	3gCyObtqSEo	['Action', 'Adventure', 'Thriller']
596	1332	6776	tt0780653	The Wolfman	Abberline Comes for Lawrence	2010.0	kQQfoIy7SNI	['Drama', 'Fantasy', 'Horror']
597	2965	13409	tt0093640	No Way Out	Sam's Confession	1987.0	Y_lgyJtcb2A	['Action', 'Crime', 'Drama']
598	6907	7818	tt0337579	Barbershop 2	Breaking Into Nappy Cutz	2004.0	9MDbaBqAqMg	['Comedy', 'Drama']
599	11343	2724	tt0079073	Dracula	An Unusual Creature Scene	1979.0	7rJZx_l_h1w	['Horror', 'Romance']
600	17276	13451	tt0052564	The Angry Red Planet	It's Alive!	1959.0	dso8WOrSRSQ	['Adventure', 'Sci-Fi']
601	7627	2801	tt0112384	Apollo 13	Re-Entry Scene	1995.0	s_7PfocHTmc	['Adventure', 'Drama', 'History']
602	5222	6742	tt0082495	Halloween II	Slippery When Bloody	1981.0	zlVbQsf7vpk	['Horror']
603	7227	8104	tt0040872	They Live by Night	A One-Eyed Lush	1948.0	CK3cE7N1pzU	['Crime', 'Film-Noir', 'Romance']
604	1933	11582	tt0427470	The Lookout	I Have the Power	2007.0	x2W8BqPt7mI	['Crime', 'Drama', 'Thriller']
605	12356	23880	tt0100814	Tremors	Grabbing Walter	1990.0	Y3kXNEX1Ghs	['Comedy', 'Horror']
606	10604	4424	tt0162346	Ghost World	Therapy Session Scene	2001.0	6nfXJd8nV9E	['Comedy', 'Drama']
607	13889	24769	tt1034389	The Eagle	The Fight	2011.0	zATlpF_gylU	['Action', 'Adventure', 'Drama']
608	1910	2699	tt0101625	Once Upon a Crime	I Smell Big Reward Scene	1992.0	fCNsIYsWjXo	['Comedy', 'Crime', 'Mystery']
609	5216	20801	tt0126886	Election	Pre- Prayers	1999.0	0eJpmeoLXLg	['Comedy', 'Drama', 'Romance']
610	1011	13813	tt0105046	Of Mice and Men	The Plan Is Set	1992.0	hJUtiOm9dLY	['Drama', 'Western']
611	17574	17670	tt0088170	Star Trek 3: The Search for Spock	A Klingon Bird of Prey	1984.0	Lk9wSrZ0fWA	['Action', 'Adventure', 'Sci-Fi']
612	10156	9467	tt0104431	Home Alone 2: Lost in New York	A Kid vs. Two Idiots Scene	1992.0	Dh1V8GyyNYE	['Adventure', 'Comedy', 'Crime']
613	17391	6351	tt0091167	Hannah and Her Sisters	God, She's Beautiful	1986.0	JauxWp4eWnM	['Comedy', 'Drama']
614	8591	23633	tt0114898	Waterworld	Death From Above	1995.0	ZgsJGHxZxcg	['Action', 'Adventure', 'Sci-Fi']
615	2667	6674	tt0339291	A Series of Unfortunate Events	Hurricane Herman	2004.0	tsIYleoAQpY	['Adventure', 'Comedy', 'Family']
616	636	19271	tt0080388	Atlantic City	I Watch You	1980.0	gL17bwbFDAI	['Crime', 'Drama', 'Romance']
617	15173	6737	tt0085636	Halloween III: Season of the Witch	A Drill for the Doctor	1982.0	b_tZKOxNR7o	['Horror', 'Mystery', 'Sci-Fi']
618	4778	7159	tt0106387	Benny & Joon	You Need Me to Be Sick	1993.0	pQ68ImO9dBU	['Comedy', 'Drama', 'Romance']
619	6048	21223	tt0115697	Black Sheep	Steve's Souvenir	1996.0	BcufzXXaEoI	['Comedy']
620	17056	19191	tt0796366	Star Trek	Emotionally Compromised	2009.0	k9vHopyEtzs	['Action', 'Adventure', 'Sci-Fi']
621	1951	14977	tt0064276	Easy Rider	You Represent Freedom	1969.0	8Gu2ouJNmXc	['Adventure', 'Drama']
622	2406	14370	tt0057449	The Raven	A Ghost?	1963.0	9VkmshlGEvE	['Comedy', 'Fantasy', 'Horror']
623	2445	120	tt0118688	Batman & Robin	Catching Cold Scene	1997.0	erE6UlOi3E0	['Action', 'Sci-Fi']
624	6132	11436	tt1596343	Fast Five	Throw Down	2011.0	0dlFAtbte0c	['Action', 'Adventure', 'Thriller']
625	5984	10011	tt0032904	The Philadelphia Story	Still in Love	1940.0	sWKTV0ScR9k	['Comedy', 'Romance']
626	14030	7162	tt0106387	Benny & Joon	A Quick Diversion	1993.0	w0X84fml-Bc	['Comedy', 'Drama', 'Romance']
627	15160	7772	tt0104040	The Cutting Edge	Because I Love You	1992.0	YmbXanCiB-U	['Comedy', 'Drama', 'Romance']
628	4453	5869	tt0071517	Foxy Brown	Cleaning the Streets Scene	-1.0	tlJM0tgXu5Q	['Action', 'Crime', 'Thriller']
629	2939	22346	tt0147004	Little Voice	Can You Hear Me Now, Mother?	1998.0	t4qrfjEgdt4	['Comedy', 'Drama', 'Music']
630	13464	680	tt1068242	Footloose	Prom Night Brawl Scene	2011.0	-Nzbwerwks8	['Comedy', 'Drama', 'Music']
631	2678	24390	tt0100301	Opportunity Knocks	Bar Mitzvah Dancing	1990.0	JcuE90flGj4	['Comedy']
632	11549	2311	tt1198138	Obsessed	Passion in the Parking Lot Scene	2009.0	HRmLJScvW8M	['Drama', 'Romance', 'Thriller']
633	8768	24283	tt0095489	The Land Before Time	Littlefoot and Ducky Meet Petrie	1988.0	FnjrwacqDLc	['Animation', 'Adventure', 'Drama']
634	13055	22151	tt0115906	Citizen Ruth	A Massage and a Bribe	1996.0	X9N-BROIbeY	['Comedy', 'Drama']
635	7515	10161	tt0053291	Some Like It Hot	Learning to Kiss	1959.0	yD3r8xx3iX8	['Comedy', 'Music', 'Romance']
636	551	1939	tt0094118	Teen Wolf Too	Winning as a Man Scene	1987.0	ndpVsMLr424	['Comedy', 'Fantasy']
637	15132	22108	tt0117666	Sling Blade	You Will Be Happy	1996.0	FYDrPt06XNI	['Drama']
638	15620	7714	tt0286788	What a Girl Wants	A Few Pointers	2003.0	wVAL10Zb9Q4	['Comedy', 'Drama', 'Family']
639	11382	26622	tt1261945	Sex and the City 2	The Best Mirage	2010.0	eolBcBPpwyE	['Comedy', 'Drama', 'Romance']
640	7407	16551	tt0119095	FairyTale: A True Story	A Visit from the Fairies	1997.0	LR6C2oVQr_I	['Drama', 'Family', 'Fantasy']
641	14251	20159	tt0095705	The Naked Gun: From the Files of Police Squad!	Apartment Acrobatics	1988.0	NP5IK_pn1eY	['Comedy', 'Crime']
642	9903	20977	tt0492619	The Foot Fist Way	Ju-jitsu Sucks	2006.0	v8c2XZdCS_A	['Comedy']
643	12656	18189	tt0066181	On A Clear Day...	I Make Flowers Grow	1970.0	SESbcd2bp80	['Comedy', 'Drama', 'Fantasy']
644	15100	25877	tt0110074	The Hudsucker Proxy	Meeting the Shareholders	1994.0	hLCjV1eOAoA	['Comedy', 'Drama', 'Fantasy']
645	17449	9088	tt0455824	Australia	No One Can Hurt Me	2008.0	x7RM1MOhSic	['Adventure', 'Comedy', 'Drama']
646	561	6164	tt0800320	Clash of the Titans	Giant Scorpions Scene	2010.0	K57aIbpF_Co	['Action', 'Adventure', 'Fantasy']
647	16812	9338	tt0066026	MASH	Hot Lips on the Radio	1970.0	HpmdYRs4lEs	['Comedy', 'Drama', 'War']
648	4880	19751	tt0079945	Star Trek: The Motion Picture	The Light Probe	1979.0	aeneVqyoBTo	['Adventure', 'Mystery', 'Sci-Fi']
649	10311	13557	tt0063415	The Party	The Bugler Who Wouldn't Die	1968.0	GGkg5ytaXlA	['Comedy']
650	12124	9923	tt0078872	The Black Stallion	Saved by the Stallion	1979.0	i6klSHVWbrk	['Adventure', 'Family', 'Sport']
651	9975	14200	tt0091055	Firewalker	I Am No Sissy!	1986.0	yBxr5ACMH5U	['Action', 'Adventure', 'Comedy']
652	16867	26055	tt1186367	Ninja Assassin	Brothers' Confrontation	2009.0	8WraflY6rl0	['Action', 'Thriller']
653	809	17406	tt0268695	The Time Machine	What If?	2002.0	nd3MVcbnfAc	['Action', 'Adventure', 'Sci-Fi']
654	14146	2876	tt0095593	Married to the Mob	Tony Kills Frank Scene	1988.0	ovPXL1WPTMA	['Comedy', 'Crime', 'Romance']
655	16370	3527	tt0120686	Stepmom	You Have Their Future Scene	1998.0	fQy1yr_K_L4	['Comedy', 'Drama']
656	632	22401	tt0186975	Down to You	Let's Stay Together	2000.0	VrFey4EPA8Y	['Comedy', 'Drama', 'Romance']
657	11711	17213	tt0064045	The Assassination Bureau	What Was in That Case?	1969.0	WRtOCCfKEvQ	['Action', 'Adventure', 'Comedy']
658	17657	9180	tt0268380	Ice Age	Diego's Sacrifice	2002.0	tQJTJdTM0Wk	['Animation', 'Adventure', 'Comedy']
659	1306	9091	tt0455824	Australia	The Bombing of Darwin	2008.0	4Z5rOXxjRWI	['Adventure', 'Comedy', 'Drama']
660	11806	11363	tt0118643	The Prophecy II	Crawling Out of Hell	1998.0	coWFeBI9XoQ	['Fantasy', 'Horror', 'Thriller']
661	13382	15591	tt0108071	The Secret Garden	Searching for the Garden	1993.0	vVRPMleD1SI	['Drama', 'Family', 'Fantasy']
662	5868	25896	tt1440728	The American	The Chase	2010.0	XvvzZUhRSbI	['Crime', 'Drama', 'Thriller']
663	596	20389	tt0368709	Elizabethtown	Billion-Dollar Failure	2005.0	inrI2qvps58	['Comedy', 'Drama', 'Romance']
664	4741	20095	tt0918927	Doubt	Feathers of Gossip	2008.0	7OmBXWA0Rfc	['Drama', 'Mystery']
665	11817	16976	tt0117091	Mother	Sweet Tooth	1996.0	3SGIHbvcTRc	['Comedy', 'Drama']
666	10490	18767	tt0815245	The Uninvited	I Don't Want To Hurt You	2009.0	UU8yY3gkZZ0	['Drama', 'Horror', 'Mystery']
667	13204	24122	tt1201167	Funny People	Clarke vs. George vs. Ira	2009.0	Q9vxnIGIFXQ	['Comedy', 'Drama']
668	10180	14716	tt0113670	A Little Princess	Touched By An Angel	1995.0	FZ1f-u8RqBU	['Drama', 'Family', 'Fantasy']
669	911	25615	tt0118928	Dante's Peak	Please Stay Calm	1997.0	zWkNT5A3wIk	['Action', 'Adventure', 'Thriller']
670	12342	6437	tt1288558	Evil Dead	Blood Falls, Demon Rises	2013.0	mk2OptcsXuo	['Fantasy', 'Horror', 'Thriller']
671	5523	18321	tt0430105	Four Brothers	These White Cops Are Crazy	2005.0	bdm9LVNbuNg	['Action', 'Crime', 'Drama']
672	6408	18032	tt0044672	The Greatest Show on Earth	The Great Sebastian Arrives	1952.0	XEQJU3VPjHU	['Drama', 'Family', 'Romance']
673	1822	9294	tt0433416	The Namesake	The Story Behind the Name	2006.0	Jgv93j5xcpQ	['Drama']
674	6535	25263	tt1013752	Fast & Furious	Cop and Criminal	2009.0	hK2bLlVeh-w	['Action', 'Thriller']
675	6137	11869	tt0036098	Lassie Come Home	Dog Fight	1943.0	TvSS_-BohSc	['Adventure', 'Family']
676	9945	25663	tt0276751	About a Boy	A Crap Christmas	2002.0	xg4OR0Tpy6U	['Comedy', 'Drama', 'Romance']
677	2036	10724	tt0116861	Leprechaun 4: In Space	This Little Piggy	1997.0	FKwYBGdhUpc	['Comedy', 'Fantasy', 'Horror']
678	3809	18883	tt0071771	The Longest Yard	Ball Breaker	1974.0	HWAQ8rTBLUk	['Comedy', 'Crime', 'Drama']
679	5508	4719	tt0985025	Dark Floors	Ghost vs. Psychic Scene	2008.0	eTepvIyKhIo	['Action', 'Fantasy', 'Horror']
680	3250	8232	tt0408524	Bad News Bears 2	Bears on the News	1977.0	sPS0cKOGZO0	['Comedy', 'Sport']
681	3813	9843	tt0075066	The Pink Panther Strikes Again	Laughing Gas	1976.0	vCuU2y6qR2s	['Comedy', 'Crime']
682	6185	8099	tt0040872	They Live by Night	Just Married	1948.0	tRwyOQw5zcw	['Crime', 'Film-Noir', 'Romance']
683	12020	24092	tt0083929	Fast Times at Ridgemont High	I Don't Know	1982.0	bc2muGlQIlk	['Comedy', 'Drama']
684	3041	6224	tt0097647	The Karate Kid Part III	Daniel Wins! Scene	-1.0	_S6GYF1B8Yk	['Action', 'Drama', 'Family']
685	17684	11836	tt0100133	Memphis Belle	Mother and Country Goes Down	1990.0	djIvmaYI9LQ	['Action', 'Drama', 'War']
686	14582	2196	tt0790724	Jack Reacher	The Zec Scene	2012.0	YkfEc-PYJ8A	['Action', 'Crime', 'Thriller']
687	2967	2389	tt0455944	The Equalizer	Disrespect the Badge Scene	2014.0	TunbuB_bBb8	['Action', 'Crime', 'Thriller']
688	1465	15525	tt0087781	The Natural	Striking Out The Whammer	1984.0	qdtCFKVtSls	['Drama', 'Sport']
689	8570	18187	tt0066181	On A Clear Day...	What Did I Have That I Don't Have	1970.0	_8s4_Nabo4E	['Comedy', 'Drama', 'Fantasy']
690	17192	24839	tt0052357	Vertigo	Visiting the Past	1958.0	d6HReoQl6Mo	['Mystery', 'Romance', 'Thriller']
691	7047	8568	tt0091217	Hoosiers	Shooter Runs the Picket Fence	1986.0	C2ILSuQOmEg	['Drama', 'Sport']
692	6527	13698	tt0086619	Yentl	Piece of Sky	1983.0	faRFVdrRpws	['Drama', 'Musical', 'Romance']
693	15195	9511	tt0067116	The French Connection	Chasing the Train	1971.0	2TVyJ-51jzc	['Action', 'Crime', 'Drama']
694	12619	25680	tt0363547	Dawn of the Dead	Zombies Ate My Neighbors	2004.0	qeZ0SIG2eJY	['Action', 'Horror']
695	1391	9056	tt0059742	The Sound of Music	So Long, Farewell	1965.0	kxjwb5cXTI0	['Biography', 'Drama', 'Family']
696	2338	17446	tt0282120	The Wild Thornberrys Movie	Preparing for Boarding School	2002.0	2KuNMLOKUXE	['Animation', 'Adventure', 'Comedy']
697	1920	9622	tt0349205	Cheaper by the Dozen	Hangin' With the Neighbors	2003.0	I-OaeRbZtk8	['Comedy', 'Family']
698	10762	12891	tt0035140	Now, Voyager	I Wish I Understood You	1942.0	D1hNiK3YZ2A	['Drama', 'Romance']
699	7231	13774	tt0070653	Scorpio	Compromising	1973.0	qpLovLQoJ6c	['Action', 'Drama', 'Thriller']
700	14543	236	tt0095179	Friday the 13th VII: The New Blood	Resurrecting Jason Scene	1988.0	oY31D4QSB-Y	['Horror', 'Thriller']
701	8268	740	tt0096101	Short Circuit 2	Gang Initiation Scene	1988.0	2ADaXnuG-YM	['Comedy', 'Drama', 'Family']
702	17387	17055	tt0067589	Plaza Suite	Cool It	1971.0	MuBwxePS-s0	['Comedy', 'Drama', 'Romance']
703	8531	19388	tt0486655	Stardust	The Matter of Succession	2007.0	uopoXtR0Kjk	['Adventure', 'Family', 'Fantasy']
704	9097	5745	tt1024648	Argo	Studio 6 Confirms Scene	-1.0	79WfcpXDbg4	['Biography', 'Drama', 'Thriller']
705	14645	2451	tt0104815	El Mariachi	Pronto, Azul Scene	1992.0	LVGZy2YKAh8	['Action', 'Crime', 'Thriller']
706	3985	2455	tt0066448	There Was a Crooked Man	This Is as Far as You Go Scene	1970.0	IgTIy5MUBxM	['Comedy', 'Western']
707	7716	26980	tt0133093	The Matrix	Virtual Combat	1999.0	O4yuhvccQog	['Action', 'Sci-Fi']
708	10166	12113	tt1321860	The Beaver	You're Nothing Without Me	2011.0	yV0IgLYLoC0	['Drama']
709	13840	8130	tt1470023	MacGruber	Defeating Cunth	2010.0	lQ2RStfZii0	['Action', 'Comedy', 'Romance']
710	12066	19995	tt0369339	Collateral	Max's New Friend	2004.0	6mreIgrIXQ8	['Crime', 'Drama', 'Thriller']
711	11594	21378	tt0271219	Tadpole	Who Is She?	2002.0	rrbEQDRYpy8	['Comedy', 'Drama', 'Romance']
712	9394	16165	tt0037536	The Bells of St. Mary's	Aren't You Glad You're You?	1945.0	LN1WX6JkYaI	['Drama']
713	16718	21670	tt0117283	The Pallbearer	Nervous Phone Call	1996.0	ef77ViM-f14	['Comedy', 'Romance']
714	11310	14084	tt0085672	Hercules	Separating the Continents	1983.0	I1CjDw569ss	['Adventure', 'Fantasy']
715	16351	13919	tt0054428	The Unforgiven	Sealed With a Kiss	1960.0	ex_KPw6bVwQ	['Drama', 'Romance', 'Western']
716	8855	17142	tt0184907	Snow Day	The Perfect Snow Angel	2000.0	vg6-AbLe5nM	['Adventure', 'Comedy', 'Family']
717	5022	20627	tt1046173	G.I. Joe: The Rise of Cobra	Into the Ionosphere	2009.0	k-Rg51azVlg	['Action', 'Adventure', 'Sci-Fi']
718	15749	1414	tt0089489	Lifeforce	She Wants Me To Hurt Her Scene	1985.0	bQObeZ5R0mc	['Action', 'Horror', 'Mystery']
719	12065	9570	tt0458352	The Devil Wears Prada	Stuff	2006.0	Ja2fgquYTCg	['Comedy', 'Drama']
720	17027	1196	tt0090633	An American Tail	The Secret Weapon Scene	1986.0	65pGOp7qa_s	['Animation', 'Adventure', 'Comedy']
721	5014	9121	tt1196141	Diary of a Wimpy Kid	The Wonderful Wizard of Oz Scene	2010.0	ro74_tScvSA	['Comedy', 'Drama', 'Family']
722	8701	597	tt0120587	Antz	Stomped Flat Scene	1998.0	0h0S6EmQWrI	['Animation', 'Adventure', 'Comedy']
723	7432	23546	tt0089755	Out of Africa	Karen Takes the Shot	1985.0	Xb6svoM3UWE	['Biography', 'Drama', 'Romance']
724	3349	19265	tt0829459	A Mighty Heart	Daniel and Mariane	2007.0	Id3Lr9GyGh0	['Biography', 'Drama', 'History']
725	12581	20241	tt0063522	Rosemary's Baby	No Coincidence	1968.0	R9WGPRckS1s	['Drama', 'Horror']
726	16940	12545	tt0070814	Tom Sawyer	Responsibility	1973.0	BahgFrLFgpk	['Adventure', 'Musical', 'Family']
727	10506	8565	tt0091217	Hoosiers	David and Goliath	1986.0	Ao50y1xdfW8	['Drama', 'Sport']
728	8559	20334	tt0102517	Necessary Roughness	Andre's a Vegetarian	1991.0	QvfJieP0KVA	['Comedy', 'Sport']
729	13558	7456	tt0816711	World War Z	Over the Wall	2013.0	uU0DNCV22dU	['Action', 'Adventure', 'Horror']
730	248	369	tt0104009	Cool World	Crazy Doodle Scene	1992.0	rhFw9HYTReY	['Animation', 'Comedy', 'Fantasy']
731	17109	3120	tt0101635	Curly Sue	She Was Too Pretty Scene	1991.0	Qfv31xWBgGI	['Comedy', 'Drama', 'Family']
732	8536	5509	tt1458175	The Next Three Days	Visiting Lara in Prison Scene	2010.0	X6keMEfkZok	['Action', 'Crime', 'Drama']
733	5178	12285	tt0067411	McCabe & Mrs. Miller	A Stranger Comes to Town	1971.0	AbRlLFpC34s	['Drama', 'Western']
734	12129	10177	tt0101587	City Slickers	I Hate Bullies	1991.0	2PPNVF1tT6o	['Comedy']
735	10038	20223	tt0110622	Naked Gun 33 1/3: The Final Insult	Mastermind	1994.0	63lE3AOBgeA	['Comedy', 'Crime']
736	12497	5421	tt0109835	Frank & Jesse	Let's Be Hunters Scene	1995.0	2AoKTalyiUA	['Biography', 'Western']
737	9951	9428	tt0356721	I Heart Huckabees	The Blanket Truth	2004.0	hSdrwqLUpD0	['Comedy']
738	1047	5532	tt0944835	Salt	I'm Free Scene	2010.0	BQl4CNHsgvc	['Action', 'Mystery', 'Thriller']
739	2443	18082	tt0102951	Soapdish	Ego-Maniac	1991.0	9BHXzftnFGA	['Comedy', 'Romance']
740	14340	14859	tt0115734	Bottle Rocket	It Was for Exhaustion	1996.0	UkYl0Qxgkpw	['Comedy', 'Crime', 'Drama']
741	12052	13781	tt0089730	Once Bitten	Laundromat Ladies	1985.0	A4E1rEzhnz8	['Comedy', 'Fantasy', 'Horror']
742	6068	18070	tt0072848	The Day of the Locust	The Burning of Los Angeles	1975.0	BQO5Xy2ebhs	['Drama', 'Thriller']
743	1642	20151	tt0106598	Coneheads	Connie's Tattoo	1993.0	2rCTuXAbyTI	['Comedy', 'Sci-Fi']
744	14834	9858	tt0120841	Species II	Eve's Escape	1998.0	9lCBRKyCsVg	['Action', 'Horror', 'Sci-Fi']
745	3096	24472	tt0457400	Land of the Lost	Feeding Time	2009.0	-U_IRXhodds	['Action', 'Adventure', 'Comedy']
746	7821	17656	tt0344604	Après vous...	A Surprise in the Park	2003.0	VKu1354bPug	['Comedy', 'Romance']
747	3081	23900	tt0021814	Dracula	You Mustn't Go There	1931.0	sbz_Xq2aEQQ	['Fantasy', 'Horror']
