	path	genre	Drama	Act_Adv	Com_Rom	Thr_Hor_Cri
10469	frames\Adventure_Comedy\JIqfgLLZhAk\3266.jpg	Act_Adv	0	1	0	0
10470	frames\Thriller\TH0d-3NnNUM\276.jpg	Thr_Hor_Cri	0	0	0	1
10471	frames\Horror_Thriller\hfKhRRdMrVc\506.jpg	Thr_Hor_Cri	0	0	0	1
10472	frames\Drama\tpyZHmGRPuE\1196.jpg	Drama	1	0	0	0
10473	frames\Adventure_Drama\GfH27NmFVSw\1426.jpg	Act_Adv	0	1	0	0
10474	frames\Adventure_Drama\V32SkmBB1KU\2346.jpg	Act_Adv	0	1	0	0
10475	frames\Action_Adventure\QXeYlaZJ64k\276.jpg	Act_Adv	0	1	0	0
10476	frames\Comedy_Crime\4jv8ZCoQyZE\966.jpg	Thr_Hor_Cri	0	0	0	1
10477	frames\Adventure_Comedy\1IaDQdo8x1I\506.jpg	Act_Adv	0	1	0	0
10478	frames\Drama\pkfyn6mYlCg\1886.jpg	Drama	1	0	0	0
10479	frames\Comedy_Horror\IBTpVVTZJ5c\1656.jpg	Thr_Hor_Cri	0	0	0	1
10480	frames\Comedy\x7S89GM5N7w\506.jpg	Com_Rom	0	0	1	0
10481	frames\Horror_Thriller\xHtAfA2ctBs\736.jpg	Thr_Hor_Cri	0	0	0	1
10482	frames\Comedy_Horror\_ZIpnWucimQ\506.jpg	Thr_Hor_Cri	0	0	0	1
10483	frames\Adventure\E5VOPMr7SKg\1426.jpg	Act_Adv	0	1	0	0
10484	frames\Comedy\q289a8P8Ht8\1886.jpg	Com_Rom	0	0	1	0
10485	frames\Drama\vkj3RBOD3cA\3956.jpg	Drama	1	0	0	0
10486	frames\Thriller\WhT70B0c7TE\736.jpg	Thr_Hor_Cri	0	0	0	1
10487	frames\Comedy_Romance\6LOwktvZlCc\1426.jpg	Com_Rom	0	0	1	0
10488	frames\Crime_Drama\i2xyQnF1kro\1196.jpg	Thr_Hor_Cri	0	0	0	1
10489	frames\Drama\A2yqIm58ULo\966.jpg	Drama	1	0	0	0
10490	frames\Comedy\LDsysmP_8yo\46.jpg	Com_Rom	0	0	1	0
10491	frames\Action_Adventure\LpxwR_9EhlY\1656.jpg	Act_Adv	0	1	0	0
10492	frames\Drama\edQy5jBxhV8\276.jpg	Drama	1	0	0	0
10493	frames\Comedy_Romance\OTFCctdiS04\2116.jpg	Com_Rom	0	0	1	0
10494	frames\Horror\FFGm__skOH4\3266.jpg	Thr_Hor_Cri	0	0	0	1
10495	frames\Comedy_Drama\u9A2CYMFfNo\2806.jpg	Com_Rom	0	0	1	0
10496	frames\Comedy\YzPOjXIwbu8\1426.jpg	Com_Rom	0	0	1	0
10497	frames\Adventure_Drama\7NMQnDrBp60\3266.jpg	Act_Adv	0	1	0	0
10498	frames\Comedy_Romance\mcUWG23hqvw\3266.jpg	Com_Rom	0	0	1	0
10499	frames\Comedy_Romance\vR1WPNzcXHE\736.jpg	Com_Rom	0	0	1	0
10500	frames\Comedy_Horror\1R4FATHHlTU\1426.jpg	Thr_Hor_Cri	0	0	0	1
10501	frames\Action_Adventure\LpxwR_9EhlY\3496.jpg	Act_Adv	0	1	0	0
10502	frames\Action\VVp0l2Vas2I\46.jpg	Act_Adv	0	1	0	0
10503	frames\Drama\XHGWTDHchVQ\2576.jpg	Drama	1	0	0	0
10504	frames\Comedy_Romance\iB25eDhWImc\276.jpg	Com_Rom	0	0	1	0
10505	frames\Action_Adventure\ersxqFwDkWA\736.jpg	Act_Adv	0	1	0	0
10506	frames\Drama\-_Bdf9C0SAU\1886.jpg	Drama	1	0	0	0
10507	frames\Action_Adventure\PscRUlsvhtI\3496.jpg	Act_Adv	0	1	0	0
10508	frames\Action_Romance\TSPaaPqteCU\1196.jpg	Act_Adv	0	1	0	0
10509	frames\Crime_Drama\DSaBwTpdfkQ\2116.jpg	Thr_Hor_Cri	0	0	0	1
10510	frames\Comedy_Romance\d7RrYVI3Xw0\2346.jpg	Com_Rom	0	0	1	0
10511	frames\Adventure_Drama\GCfWXNmFFbM\276.jpg	Act_Adv	0	1	0	0
10512	frames\Drama\l-vk0fgFGd4\1196.jpg	Drama	1	0	0	0
10513	frames\Drama_Horror\GPJNP0RvWHs\276.jpg	Thr_Hor_Cri	0	0	0	1
10514	frames\Action\dwh6SShhnVI\3036.jpg	Act_Adv	0	1	0	0
10515	frames\Crime_Drama\b9qMqGTi1uc\966.jpg	Thr_Hor_Cri	0	0	0	1
10516	frames\Adventure\wrYcEEv737c\736.jpg	Act_Adv	0	1	0	0
10517	frames\Action_Crime\UY89o4QFvQM\966.jpg	Thr_Hor_Cri	0	0	0	1
10518	frames\Comedy_Drama\wdB2lzxIfGg\506.jpg	Com_Rom	0	0	1	0
10519	frames\Drama_Horror\UmRkYrYgnN4\2576.jpg	Thr_Hor_Cri	0	0	0	1
10520	frames\Comedy\khg8XoyKzs4\1196.jpg	Com_Rom	0	0	1	0
10521	frames\Comedy\X6YLAmKFpRM\2116.jpg	Com_Rom	0	0	1	0
10522	frames\Comedy_Drama\BevEBQsAoPk\276.jpg	Com_Rom	0	0	1	0
10523	frames\Comedy_Horror\IBTpVVTZJ5c\736.jpg	Thr_Hor_Cri	0	0	0	1
10524	frames\Action_Adventure\Q0IHL6WGFY0\2116.jpg	Act_Adv	0	1	0	0
10525	frames\Action_Adventure\056HlHORCIU\46.jpg	Act_Adv	0	1	0	0
10526	frames\Drama_Romance\lpwrDEfCESg\2576.jpg	Com_Rom	0	0	1	0
10527	frames\Adventure_Drama\99IRJoGX238\2116.jpg	Act_Adv	0	1	0	0
10528	frames\Action\dwh6SShhnVI\966.jpg	Act_Adv	0	1	0	0
10529	frames\Action_Thriller\Mwmy0awMZXY\506.jpg	Thr_Hor_Cri	0	0	0	1
10530	frames\Adventure_Comedy\WGy01KGFK7I\2576.jpg	Act_Adv	0	1	0	0
10531	frames\Action_Adventure\mpBQ883QIUs\2806.jpg	Act_Adv	0	1	0	0
10532	frames\Action_Thriller\lR6vy0i_rRU\506.jpg	Thr_Hor_Cri	0	0	0	1
10533	frames\Action_Drama\fzXK1hDkqYc\1886.jpg	Act_Adv	0	1	0	0
10534	frames\Comedy\dJU1SZIfK3Y\46.jpg	Com_Rom	0	0	1	0
10535	frames\Action_Thriller\VV97_cn54bQ\506.jpg	Thr_Hor_Cri	0	0	0	1
10536	frames\Action_Horror\0cPT4zspVc0\2346.jpg	Thr_Hor_Cri	0	0	0	1
10537	frames\Adventure_Comedy\M1uBjOpTa6Y\2576.jpg	Act_Adv	0	1	0	0
10538	frames\Comedy_Romance\0JoIRmQW2es\506.jpg	Com_Rom	0	0	1	0
10539	frames\Drama_Horror\wpci2WuWy4E\1196.jpg	Thr_Hor_Cri	0	0	0	1
10540	frames\Action_Comedy\LDC0ii3Rwww\736.jpg	Act_Adv	0	1	0	0
10541	frames\Adventure\R2zNRrOXbPY\2576.jpg	Act_Adv	0	1	0	0
10542	frames\Adventure_Comedy\OuQTes47k14\966.jpg	Act_Adv	0	1	0	0
10543	frames\Adventure_Comedy\tFeew6TgM8w\276.jpg	Act_Adv	0	1	0	0
10544	frames\Drama_Romance\FY2kKLvUL2c\966.jpg	Com_Rom	0	0	1	0
10545	frames\Adventure_Comedy\JEsQCm9Q3pk\1426.jpg	Act_Adv	0	1	0	0
10546	frames\Action_Adventure\KmdBHOUCDnM\1426.jpg	Act_Adv	0	1	0	0
10547	frames\Drama_Romance\wPO6KyIYst4\3266.jpg	Com_Rom	0	0	1	0
10548	frames\Drama_Thriller\8G0BVEIjGyo\736.jpg	Thr_Hor_Cri	0	0	0	1
10549	frames\Drama\5_2gW4c8hZ0\46.jpg	Drama	1	0	0	0
10550	frames\Drama_Romance\givOs4_nb-I\1426.jpg	Com_Rom	0	0	1	0
10551	frames\Drama\JxTMuhVED0w\1426.jpg	Drama	1	0	0	0
10552	frames\Action\KOxmixap5yw\1656.jpg	Act_Adv	0	1	0	0
10553	frames\Drama\Ih-_ZmPZ1x8\736.jpg	Drama	1	0	0	0
10554	frames\Action_Crime\2J8mkHUsiXY\736.jpg	Thr_Hor_Cri	0	0	0	1
10555	frames\Drama_Romance\MIxtdrML0rE\736.jpg	Com_Rom	0	0	1	0
10556	frames\Action_Crime\dlYo5IHqD80\966.jpg	Thr_Hor_Cri	0	0	0	1
10557	frames\Drama_Romance\75A7PFuBqFk\46.jpg	Com_Rom	0	0	1	0
10558	frames\Comedy_Drama\Qfv31xWBgGI\2116.jpg	Com_Rom	0	0	1	0
10559	frames\Action_Drama\KMHmLy9C2hU\966.jpg	Act_Adv	0	1	0	0
10560	frames\Action_Adventure\oepaVuuBAtA\276.jpg	Act_Adv	0	1	0	0
10561	frames\Adventure_Comedy\4F9i0gj9KKc\1426.jpg	Act_Adv	0	1	0	0
10562	frames\Drama\P20hrE8pmoI\276.jpg	Drama	1	0	0	0
10563	frames\Drama\qA73y2w3WUc\46.jpg	Drama	1	0	0	0
10564	frames\Horror\w0Z44BIDPPc\2576.jpg	Thr_Hor_Cri	0	0	0	1
10565	frames\Comedy_Drama\-eXI4uy3Mlg\1426.jpg	Com_Rom	0	0	1	0
10566	frames\Crime_Drama\BVwLpNGBqqY\46.jpg	Thr_Hor_Cri	0	0	0	1
10567	frames\Comedy\mA1FWjriD60\3266.jpg	Com_Rom	0	0	1	0
10568	frames\Drama\nxdpR5oyCOs\2346.jpg	Drama	1	0	0	0
10569	frames\Adventure_Comedy\31ZCtppXSoU\2576.jpg	Act_Adv	0	1	0	0
10570	frames\Crime_Drama\cXfD-Ai_QuA\2806.jpg	Thr_Hor_Cri	0	0	0	1
10571	frames\Comedy\NIDabDkcS8o\1426.jpg	Com_Rom	0	0	1	0
10572	frames\Action_Thriller\NNfMLLVwiN0\3036.jpg	Thr_Hor_Cri	0	0	0	1
10573	frames\Action\mb2bzOdITdU\736.jpg	Act_Adv	0	1	0	0
10574	frames\Action_Drama\VmT0mZH5ivo\966.jpg	Act_Adv	0	1	0	0
10575	frames\Horror_Romance\4a71NDQWOMM\506.jpg	Thr_Hor_Cri	0	0	0	1
10576	frames\Horror\NtgFKdWcKXY\276.jpg	Thr_Hor_Cri	0	0	0	1
10577	frames\Comedy_Horror\6vtpmEd3SNk\966.jpg	Thr_Hor_Cri	0	0	0	1
10578	frames\Comedy_Drama\mdHpbI8Y7Oo\46.jpg	Com_Rom	0	0	1	0
10579	frames\Horror\LWxSBbBX4fs\1656.jpg	Thr_Hor_Cri	0	0	0	1
10580	frames\Comedy\RZdQIbRXNCU\506.jpg	Com_Rom	0	0	1	0
10581	frames\Drama\b_wnD6jxREU\2806.jpg	Drama	1	0	0	0
10582	frames\Action_Adventure\vqPT1IbJrX8\2346.jpg	Act_Adv	0	1	0	0
10583	frames\Comedy_Drama\TyB1CcaiPbQ\966.jpg	Com_Rom	0	0	1	0
10584	frames\Comedy\sdea5Iq5D_U\736.jpg	Com_Rom	0	0	1	0
10585	frames\Drama_Horror\BWMFLJwEVyQ\3266.jpg	Thr_Hor_Cri	0	0	0	1
10586	frames\Comedy_Romance\bSE3gq6Sf6Y\1656.jpg	Com_Rom	0	0	1	0
10587	frames\Drama_Romance\LFhlnBzdOtk\1196.jpg	Com_Rom	0	0	1	0
10588	frames\Action_Comedy\jMaeuWl4qHM\1426.jpg	Act_Adv	0	1	0	0
10589	frames\Crime_Drama\RgHtBxOs4qw\276.jpg	Thr_Hor_Cri	0	0	0	1
10590	frames\Action_Comedy\0oHT-rtiFZk\736.jpg	Act_Adv	0	1	0	0
10591	frames\Action_Horror\0cPT4zspVc0\1656.jpg	Thr_Hor_Cri	0	0	0	1
10592	frames\Adventure\BPNUN_aCFAc\2346.jpg	Act_Adv	0	1	0	0
10593	frames\Action_Thriller\Rj5XdwnuQ80\736.jpg	Thr_Hor_Cri	0	0	0	1
10594	frames\Crime_Drama\t5nBikdQ1kE\1426.jpg	Thr_Hor_Cri	0	0	0	1
10595	frames\Drama_Romance\8p6L3Vl8ezA\3036.jpg	Com_Rom	0	0	1	0
10596	frames\Action_Adventure\Lk9wSrZ0fWA\1196.jpg	Act_Adv	0	1	0	0
10597	frames\Action_Drama\q8RTGMsDTiw\1196.jpg	Act_Adv	0	1	0	0
10598	frames\Comedy\BgjJ00HhyCQ\2346.jpg	Com_Rom	0	0	1	0
10599	frames\Crime_Thriller\YldUEtdvBZU\46.jpg	Thr_Hor_Cri	0	0	0	1
10600	frames\Adventure_Drama\XLMDSjCzEx8\1426.jpg	Act_Adv	0	1	0	0
10601	frames\Adventure\rMz7JBRbmNo\3726.jpg	Act_Adv	0	1	0	0
10602	frames\Action_Horror\SwGjsWSn8ak\1426.jpg	Thr_Hor_Cri	0	0	0	1
10603	frames\Adventure_Comedy\WGy01KGFK7I\2806.jpg	Act_Adv	0	1	0	0
10604	frames\Drama\3uHIpj5JpvQ\2346.jpg	Drama	1	0	0	0
10605	frames\Horror\p8Ejl4eeFXM\1656.jpg	Thr_Hor_Cri	0	0	0	1
10606	frames\Action_Adventure\d921M-ACMM4\1886.jpg	Act_Adv	0	1	0	0
10607	frames\Action_Comedy\VUG-5kLRjeY\1886.jpg	Act_Adv	0	1	0	0
10608	frames\Action_Adventure\UDSfJaVC0KY\3036.jpg	Act_Adv	0	1	0	0
10609	frames\Adventure_Comedy\M1uBjOpTa6Y\2346.jpg	Act_Adv	0	1	0	0
10610	frames\Comedy\khg8XoyKzs4\1886.jpg	Com_Rom	0	0	1	0
10611	frames\Action_Adventure\qjFCVTpsIps\1196.jpg	Act_Adv	0	1	0	0
10612	frames\Action_Adventure\Bf6FD5UbSns\736.jpg	Act_Adv	0	1	0	0
10613	frames\Adventure_Comedy\sRR3ukzqiGs\2576.jpg	Act_Adv	0	1	0	0
10614	frames\Comedy\oIjgZ-i9v_k\506.jpg	Com_Rom	0	0	1	0
10615	frames\Comedy\VEgR-CiTK2E\1196.jpg	Com_Rom	0	0	1	0
10616	frames\Drama\sy7Lx7jY2SU\3036.jpg	Drama	1	0	0	0
10617	frames\Drama\pBq_lpX9LTw\2346.jpg	Drama	1	0	0	0
10618	frames\Crime_Drama\BVwLpNGBqqY\1656.jpg	Thr_Hor_Cri	0	0	0	1
10619	frames\Adventure_Drama\t7OQIn7Yuvc\46.jpg	Act_Adv	0	1	0	0
10620	frames\Comedy_Horror\qrTBSBYpzg0\1426.jpg	Thr_Hor_Cri	0	0	0	1
10621	frames\Crime_Drama\uydWF18xoCQ\1656.jpg	Thr_Hor_Cri	0	0	0	1
10622	frames\Comedy_Drama\74Y7PD_uBe8\276.jpg	Com_Rom	0	0	1	0
10623	frames\Action_Thriller\NG5ijPnfYV8\966.jpg	Thr_Hor_Cri	0	0	0	1
10624	frames\Adventure_Comedy\-0f67QE-HP8\3726.jpg	Act_Adv	0	1	0	0
10625	frames\Action_Adventure\KMOr9s3kfM0\736.jpg	Act_Adv	0	1	0	0
10626	frames\Comedy_Romance\oWuYilt9hX8\1886.jpg	Com_Rom	0	0	1	0
10627	frames\Comedy_Crime\haX0ACElUQc\966.jpg	Thr_Hor_Cri	0	0	0	1
10628	frames\Action_Drama\rSB9VJcwQsc\2806.jpg	Act_Adv	0	1	0	0
10629	frames\Drama_Thriller\ORy5ULEbQ48\506.jpg	Thr_Hor_Cri	0	0	0	1
10630	frames\Drama\FFWLkCnT50s\736.jpg	Drama	1	0	0	0
10631	frames\Action_Drama\7rlvmkQy4hQ\506.jpg	Act_Adv	0	1	0	0
10632	frames\Comedy\_fPBDSFxGq4\736.jpg	Com_Rom	0	0	1	0
10633	frames\Action_Adventure\oUleBi3j0o8\506.jpg	Act_Adv	0	1	0	0
10634	frames\Adventure_Comedy\6Dg0qouE5Zo\1886.jpg	Act_Adv	0	1	0	0
10635	frames\Comedy_Romance\01ZWXIY1mcs\1196.jpg	Com_Rom	0	0	1	0
10636	frames\Horror\OgaJLKX1sUo\1196.jpg	Thr_Hor_Cri	0	0	0	1
10637	frames\Drama_Horror\naKm_rLxRCs\1426.jpg	Thr_Hor_Cri	0	0	0	1
10638	frames\Drama\9di5MvVZb1k\736.jpg	Drama	1	0	0	0
10639	frames\Drama\snqs566G_Zg\276.jpg	Drama	1	0	0	0
10640	frames\Drama_Romance\l6SNAV2S5es\736.jpg	Com_Rom	0	0	1	0
10641	frames\Comedy\FlCzygStNzM\1196.jpg	Com_Rom	0	0	1	0
10642	frames\Action_Comedy\VV26lYf6VyM\1886.jpg	Act_Adv	0	1	0	0
10643	frames\Comedy_Drama\Pdi_kASSsJs\2346.jpg	Com_Rom	0	0	1	0
10644	frames\Action_Adventure\ZEOI34R4iw0\46.jpg	Act_Adv	0	1	0	0
10645	frames\Action_Drama\AwLRD7iEEKI\1886.jpg	Act_Adv	0	1	0	0
10646	frames\Adventure_Comedy\ApuFuuCJc3s\1426.jpg	Act_Adv	0	1	0	0
10647	frames\Comedy\Of8JOVXYU0Q\1426.jpg	Com_Rom	0	0	1	0
10648	frames\Adventure_Comedy\5EeD0NiVALs\2346.jpg	Act_Adv	0	1	0	0
10649	frames\Comedy_Drama\BTZArvbmG_o\276.jpg	Com_Rom	0	0	1	0
10650	frames\Adventure\kBErrmmqnkI\3496.jpg	Act_Adv	0	1	0	0
10651	frames\Action_Drama\ZsL0rDZPGb8\2116.jpg	Act_Adv	0	1	0	0
10652	frames\Comedy_Romance\0AslM2bC5DY\2116.jpg	Com_Rom	0	0	1	0
10653	frames\Action_Horror\CbMYk-lCKOw\2346.jpg	Thr_Hor_Cri	0	0	0	1
10654	frames\Drama\pbzjsBcOuB8\2806.jpg	Drama	1	0	0	0
10655	frames\Adventure_Comedy\OzCu7Cvdsjc\506.jpg	Act_Adv	0	1	0	0
10656	frames\Action_Thriller\gpCFk7jK810\1426.jpg	Thr_Hor_Cri	0	0	0	1
10657	frames\Comedy\37oJqWp4rJM\46.jpg	Com_Rom	0	0	1	0
10658	frames\Adventure_Comedy\-Nr56-RD_g8\966.jpg	Act_Adv	0	1	0	0
10659	frames\Horror\BXXY48jjLtw\276.jpg	Thr_Hor_Cri	0	0	0	1
10660	frames\Adventure_Comedy\GUWxHgIn91w\46.jpg	Act_Adv	0	1	0	0
10661	frames\Drama_Thriller\ncnq2pu4PlE\966.jpg	Thr_Hor_Cri	0	0	0	1
10662	frames\Action_Adventure\uuTeJ6tbyB4\46.jpg	Act_Adv	0	1	0	0
10663	frames\Adventure_Comedy\Km6bFBSVty4\2116.jpg	Act_Adv	0	1	0	0
10664	frames\Drama\gh2apPe9pSI\506.jpg	Drama	1	0	0	0
10665	frames\Drama_Thriller\2CEYOnJqPE4\1656.jpg	Thr_Hor_Cri	0	0	0	1
10666	frames\Action_Drama\qiVy40O1_Lc\736.jpg	Act_Adv	0	1	0	0
10667	frames\Drama_Romance\Sy7YnrVXudg\2116.jpg	Com_Rom	0	0	1	0
10668	frames\Action_Adventure\s-rl8q9jezU\2116.jpg	Act_Adv	0	1	0	0
10669	frames\Action_Drama\VmT0mZH5ivo\3496.jpg	Act_Adv	0	1	0	0
10670	frames\Comedy_Horror\6vtpmEd3SNk\1196.jpg	Thr_Hor_Cri	0	0	0	1
10671	frames\Adventure_Comedy\YoIcmX40-_s\2576.jpg	Act_Adv	0	1	0	0
10672	frames\Action_Horror\9_LX8b0kmiI\736.jpg	Thr_Hor_Cri	0	0	0	1
10673	frames\Crime_Drama\5F6pso8VBhc\2576.jpg	Thr_Hor_Cri	0	0	0	1
10674	frames\Action_Thriller\8tteR5k1l-A\2346.jpg	Thr_Hor_Cri	0	0	0	1
10675	frames\Comedy_Romance\zVeJ5F26uiM\1656.jpg	Com_Rom	0	0	1	0
10676	frames\Drama_Romance\mvAkLCKYvwU\966.jpg	Com_Rom	0	0	1	0
10677	frames\Comedy_Crime\1M6oW6a0iAw\1656.jpg	Thr_Hor_Cri	0	0	0	1
10678	frames\Drama\6MbOPK4TCB4\1426.jpg	Drama	1	0	0	0
10679	frames\Horror_Thriller\zMFxbMh7JYY\1426.jpg	Thr_Hor_Cri	0	0	0	1
10680	frames\Comedy_Drama\GuuUX-4_K-A\2576.jpg	Com_Rom	0	0	1	0
10681	frames\Adventure_Drama\lrGIfJdbUHY\2576.jpg	Act_Adv	0	1	0	0
10682	frames\Drama_Romance\Znook3DEEaI\1426.jpg	Com_Rom	0	0	1	0
10683	frames\Comedy\SgqfufV0AL0\1426.jpg	Com_Rom	0	0	1	0
10684	frames\Action_Comedy\DHXHxop1gPw\2346.jpg	Act_Adv	0	1	0	0
10685	frames\Comedy\Uiqk92r4luQ\736.jpg	Com_Rom	0	0	1	0
10686	frames\Comedy\_uXfbxevYyg\46.jpg	Com_Rom	0	0	1	0
10687	frames\Action_Adventure\s-rl8q9jezU\736.jpg	Act_Adv	0	1	0	0
10688	frames\Drama\ICPNrxD783c\2116.jpg	Drama	1	0	0	0
10689	frames\Drama\3_dGBLwXBIE\2576.jpg	Drama	1	0	0	0
10690	frames\Comedy\2rCTuXAbyTI\1196.jpg	Com_Rom	0	0	1	0
10691	frames\Drama\Q7wHV0r256A\1426.jpg	Drama	1	0	0	0
10692	frames\Action_Adventure\1OxDZKordaM\2116.jpg	Act_Adv	0	1	0	0
10693	frames\Adventure\VwE2USOqfNg\736.jpg	Act_Adv	0	1	0	0
10694	frames\Action_Thriller\KcJs4qJPQ_M\966.jpg	Thr_Hor_Cri	0	0	0	1
10695	frames\Drama_Romance\ZMplnAKdBsA\2116.jpg	Com_Rom	0	0	1	0
10696	frames\Horror_Thriller\a51EYR5AeNk\736.jpg	Thr_Hor_Cri	0	0	0	1
10697	frames\Drama\VICyZk-XSLA\736.jpg	Drama	1	0	0	0
10698	frames\Drama\42sANL2ap9A\2806.jpg	Drama	1	0	0	0
10699	frames\Action_Adventure\tBMAuUeeqdE\506.jpg	Act_Adv	0	1	0	0
10700	frames\Crime_Drama\DC2QaWmat7A\1656.jpg	Thr_Hor_Cri	0	0	0	1
10701	frames\Action_Crime\AridlIyM9ak\1196.jpg	Thr_Hor_Cri	0	0	0	1
10702	frames\Drama\9wr10j2nUJ4\3036.jpg	Drama	1	0	0	0
10703	frames\Comedy\PXaE-weoKCo\966.jpg	Com_Rom	0	0	1	0
10704	frames\Action_Adventure\xTebNVZEvT4\1426.jpg	Act_Adv	0	1	0	0
10705	frames\Horror\fuCEfNfuoiM\3956.jpg	Thr_Hor_Cri	0	0	0	1
10706	frames\Drama\kDfvxJUxL10\3496.jpg	Drama	1	0	0	0
10707	frames\Horror\DZwobit-Zy4\1196.jpg	Thr_Hor_Cri	0	0	0	1
10708	frames\Action_Comedy\jMaeuWl4qHM\1886.jpg	Act_Adv	0	1	0	0
10709	frames\Adventure_Comedy\YoIcmX40-_s\1196.jpg	Act_Adv	0	1	0	0
10710	frames\Adventure_Drama\xG7kLQh4Qn8\966.jpg	Act_Adv	0	1	0	0
10711	frames\Comedy_Thriller\Xpga1vtS3tA\1196.jpg	Thr_Hor_Cri	0	0	0	1
10712	frames\Comedy_Drama\hT_G4j4nI-8\276.jpg	Com_Rom	0	0	1	0
10713	frames\Action_Adventure\HSjPTdKWcLA\966.jpg	Act_Adv	0	1	0	0
10714	frames\Action_Adventure\W2gTKUd1gfQ\1886.jpg	Act_Adv	0	1	0	0
10715	frames\Adventure\jPSjDk0CM68\46.jpg	Act_Adv	0	1	0	0
10716	frames\Comedy_Drama\c7tvfdSjRE4\3496.jpg	Com_Rom	0	0	1	0
10717	frames\Comedy\s9JqbCH4aVw\1426.jpg	Com_Rom	0	0	1	0
10718	frames\Drama_Romance\kELmSLtEiiI\966.jpg	Com_Rom	0	0	1	0
10719	frames\Action\uEMTQYe1ro0\4186.jpg	Act_Adv	0	1	0	0
10720	frames\Comedy_Drama\zDQHwzF1n4U\2346.jpg	Com_Rom	0	0	1	0
10721	frames\Comedy_Drama\Pn7M9PpQEgo\1426.jpg	Com_Rom	0	0	1	0
10722	frames\Drama\2djG7snKS8w\276.jpg	Drama	1	0	0	0
10723	frames\Drama_Romance\f_GI8syIgIs\736.jpg	Com_Rom	0	0	1	0
10724	frames\Drama\iE9CEAzLPKg\506.jpg	Drama	1	0	0	0
10725	frames\Comedy\9BNJuZn72tg\506.jpg	Com_Rom	0	0	1	0
10726	frames\Comedy_Romance\0AslM2bC5DY\966.jpg	Com_Rom	0	0	1	0
10727	frames\Comedy_Romance\yD3r8xx3iX8\966.jpg	Com_Rom	0	0	1	0
10728	frames\Drama_Horror\7UnKOlleCCw\2116.jpg	Thr_Hor_Cri	0	0	0	1
10729	frames\Action\KbZQdFPxeXE\506.jpg	Act_Adv	0	1	0	0
10730	frames\Adventure_Drama\H2hbov4Rb6g\1196.jpg	Act_Adv	0	1	0	0
10731	frames\Comedy\W_fixpI0BL8\1886.jpg	Com_Rom	0	0	1	0
10732	frames\Comedy_Drama\9e06PDg1pgs\46.jpg	Com_Rom	0	0	1	0
10733	frames\Crime_Drama\HYOjY7JJDBI\2346.jpg	Thr_Hor_Cri	0	0	0	1
10734	frames\Comedy_Crime\1c8XLJ9MEhk\736.jpg	Thr_Hor_Cri	0	0	0	1
10735	frames\Drama\bk9oFLFDsfE\736.jpg	Drama	1	0	0	0
10736	frames\Action_Drama\NMrgITIzg2o\46.jpg	Act_Adv	0	1	0	0
10737	frames\Comedy_Thriller\_b25Fbg8xqU\1886.jpg	Thr_Hor_Cri	0	0	0	1
10738	frames\Comedy\y_P5zX0ejXI\46.jpg	Com_Rom	0	0	1	0
10739	frames\Drama\ICPNrxD783c\1426.jpg	Drama	1	0	0	0
10740	frames\Drama\W03miqzGMcc\1426.jpg	Drama	1	0	0	0
10741	frames\Adventure_Comedy\dTllG2KdPMQ\1886.jpg	Act_Adv	0	1	0	0
10742	frames\Adventure_Comedy\GJ0-xGnrjBU\966.jpg	Act_Adv	0	1	0	0
10743	frames\Action_Adventure\D4dT2eBWI2M\1886.jpg	Act_Adv	0	1	0	0
10744	frames\Comedy\xtRnl5zHKxc\506.jpg	Com_Rom	0	0	1	0
10745	frames\Adventure_Comedy\wZWNmL5VsIs\2576.jpg	Act_Adv	0	1	0	0
10746	frames\Romance_Thriller\P-sWReV2DDQ\2576.jpg	Thr_Hor_Cri	0	0	0	1
10747	frames\Action_Thriller\e9t5ikxjAQ4\506.jpg	Thr_Hor_Cri	0	0	0	1
10748	frames\Crime_Drama\5AwBYVybnY0\1656.jpg	Thr_Hor_Cri	0	0	0	1
10749	frames\Horror\EYu1SK9XyP8\46.jpg	Thr_Hor_Cri	0	0	0	1
10750	frames\Horror_Thriller\6YbTy5AvRP4\2576.jpg	Thr_Hor_Cri	0	0	0	1
10751	frames\Action_Adventure\IjGKv209gAE\276.jpg	Act_Adv	0	1	0	0
10752	frames\Comedy_Drama\HpmdYRs4lEs\2346.jpg	Com_Rom	0	0	1	0
10753	frames\Horror_Thriller\7SojZ1TuMsk\506.jpg	Thr_Hor_Cri	0	0	0	1
10754	frames\Crime\3SessG74yMk\506.jpg	Thr_Hor_Cri	0	0	0	1
10755	frames\Drama_Romance\f2ugRkVMOuE\276.jpg	Com_Rom	0	0	1	0
10756	frames\Action\3k9G5rq86PU\736.jpg	Act_Adv	0	1	0	0
10757	frames\Drama\GhSSEuAEcm0\1196.jpg	Drama	1	0	0	0
10758	frames\Comedy_Drama\Rq-hSPn_Elc\1656.jpg	Com_Rom	0	0	1	0
10759	frames\Drama\cIEPiYHzTto\1426.jpg	Drama	1	0	0	0
10760	frames\Drama_Thriller\5y719xX1I5U\1196.jpg	Thr_Hor_Cri	0	0	0	1
10761	frames\Drama_Romance\rpy7vhvX8jw\2346.jpg	Com_Rom	0	0	1	0
10762	frames\Comedy\FEiK98h1IDc\736.jpg	Com_Rom	0	0	1	0
10763	frames\Action_Adventure\UzPRCUNCoIA\1196.jpg	Act_Adv	0	1	0	0
