	path	genre	Drama	Act_Adv	Com_Rom	Thr_Hor_Cri
11160	frames\Adventure\jPSjDk0CM68\1426.jpg	Act_Adv	0	1	0	0
11161	frames\Adventure\jPSjDk0CM68\1656.jpg	Act_Adv	0	1	0	0
11162	frames\Adventure\jPSjDk0CM68\1886.jpg	Act_Adv	0	1	0	0
11162	frames/Adventure/jPSjDk0CM68/1886_aug.jpg	Act_Adv	0	1	0	0
11163	frames\Adventure\jPSjDk0CM68\2116.jpg	Act_Adv	0	1	0	0
11164	frames\Adventure\jPSjDk0CM68\2346.jpg	Act_Adv	0	1	0	0
11165	frames\Adventure\jPSjDk0CM68\2576.jpg	Act_Adv	0	1	0	0
11165	frames/Adventure/jPSjDk0CM68/2576_aug.jpg	Act_Adv	0	1	0	0
11166	frames\Adventure\jPSjDk0CM68\276.jpg	Act_Adv	0	1	0	0
11167	frames\Adventure\jPSjDk0CM68\46.jpg	Act_Adv	0	1	0	0
11168	frames\Adventure\jPSjDk0CM68\506.jpg	Act_Adv	0	1	0	0
11169	frames\Adventure\jPSjDk0CM68\736.jpg	Act_Adv	0	1	0	0
11170	frames\Adventure\jPSjDk0CM68\966.jpg	Act_Adv	0	1	0	0
11171	frames\Adventure\JTu1R4b1yZQ\1196.jpg	Act_Adv	0	1	0	0
11172	frames\Adventure\JTu1R4b1yZQ\1426.jpg	Act_Adv	0	1	0	0
11173	frames\Adventure\JTu1R4b1yZQ\1656.jpg	Act_Adv	0	1	0	0
11174	frames\Adventure\JTu1R4b1yZQ\1886.jpg	Act_Adv	0	1	0	0
11175	frames\Adventure\JTu1R4b1yZQ\2116.jpg	Act_Adv	0	1	0	0
11176	frames\Adventure\JTu1R4b1yZQ\2346.jpg	Act_Adv	0	1	0	0
11177	frames\Adventure\JTu1R4b1yZQ\2576.jpg	Act_Adv	0	1	0	0
11178	frames\Adventure\JTu1R4b1yZQ\276.jpg	Act_Adv	0	1	0	0
11179	frames\Adventure\JTu1R4b1yZQ\2806.jpg	Act_Adv	0	1	0	0
11180	frames\Adventure\JTu1R4b1yZQ\46.jpg	Act_Adv	0	1	0	0
11181	frames\Adventure\JTu1R4b1yZQ\506.jpg	Act_Adv	0	1	0	0
11182	frames\Adventure\JTu1R4b1yZQ\736.jpg	Act_Adv	0	1	0	0
11183	frames\Adventure\JTu1R4b1yZQ\966.jpg	Act_Adv	0	1	0	0
11184	frames\Adventure\JWrDT-JGDug\1196.jpg	Act_Adv	0	1	0	0
11185	frames\Adventure\JWrDT-JGDug\1426.jpg	Act_Adv	0	1	0	0
11186	frames\Adventure\JWrDT-JGDug\1656.jpg	Act_Adv	0	1	0	0
11187	frames\Adventure\JWrDT-JGDug\1886.jpg	Act_Adv	0	1	0	0
11188	frames\Adventure\JWrDT-JGDug\2116.jpg	Act_Adv	0	1	0	0
11189	frames\Adventure\JWrDT-JGDug\2346.jpg	Act_Adv	0	1	0	0
11190	frames\Adventure\JWrDT-JGDug\276.jpg	Act_Adv	0	1	0	0
11191	frames\Adventure\JWrDT-JGDug\46.jpg	Act_Adv	0	1	0	0
11192	frames\Adventure\JWrDT-JGDug\506.jpg	Act_Adv	0	1	0	0
11193	frames\Adventure\JWrDT-JGDug\736.jpg	Act_Adv	0	1	0	0
11194	frames\Adventure\JWrDT-JGDug\966.jpg	Act_Adv	0	1	0	0
11195	frames\Adventure\kBErrmmqnkI\1196.jpg	Act_Adv	0	1	0	0
11196	frames\Adventure\kBErrmmqnkI\1426.jpg	Act_Adv	0	1	0	0
11197	frames\Adventure\kBErrmmqnkI\1656.jpg	Act_Adv	0	1	0	0
11198	frames\Adventure\kBErrmmqnkI\1886.jpg	Act_Adv	0	1	0	0
11199	frames\Adventure\kBErrmmqnkI\2116.jpg	Act_Adv	0	1	0	0
11200	frames\Adventure\kBErrmmqnkI\2346.jpg	Act_Adv	0	1	0	0
11201	frames\Adventure\kBErrmmqnkI\2576.jpg	Act_Adv	0	1	0	0
11202	frames\Adventure\kBErrmmqnkI\276.jpg	Act_Adv	0	1	0	0
11202	frames/Adventure/kBErrmmqnkI/276_aug.jpg	Act_Adv	0	1	0	0
11203	frames\Adventure\kBErrmmqnkI\2806.jpg	Act_Adv	0	1	0	0
11204	frames\Adventure\kBErrmmqnkI\3036.jpg	Act_Adv	0	1	0	0
11205	frames\Adventure\kBErrmmqnkI\3266.jpg	Act_Adv	0	1	0	0
11206	frames\Adventure\kBErrmmqnkI\3496.jpg	Act_Adv	0	1	0	0
11207	frames\Adventure\kBErrmmqnkI\3726.jpg	Act_Adv	0	1	0	0
11208	frames\Adventure\kBErrmmqnkI\3956.jpg	Act_Adv	0	1	0	0
11209	frames\Adventure\kBErrmmqnkI\46.jpg	Act_Adv	0	1	0	0
11210	frames\Adventure\kBErrmmqnkI\506.jpg	Act_Adv	0	1	0	0
11211	frames\Adventure\kBErrmmqnkI\736.jpg	Act_Adv	0	1	0	0
11212	frames\Adventure\kBErrmmqnkI\966.jpg	Act_Adv	0	1	0	0
11213	frames\Adventure\louBM-Mix7s\1196.jpg	Act_Adv	0	1	0	0
11214	frames\Adventure\louBM-Mix7s\1426.jpg	Act_Adv	0	1	0	0
11215	frames\Adventure\louBM-Mix7s\1656.jpg	Act_Adv	0	1	0	0
11216	frames\Adventure\louBM-Mix7s\1886.jpg	Act_Adv	0	1	0	0
11217	frames\Adventure\louBM-Mix7s\2116.jpg	Act_Adv	0	1	0	0
11217	frames/Adventure/louBM-Mix7s/2116_aug.jpg	Act_Adv	0	1	0	0
11218	frames\Adventure\louBM-Mix7s\2346.jpg	Act_Adv	0	1	0	0
11219	frames\Adventure\louBM-Mix7s\2576.jpg	Act_Adv	0	1	0	0
11220	frames\Adventure\louBM-Mix7s\276.jpg	Act_Adv	0	1	0	0
11221	frames\Adventure\louBM-Mix7s\46.jpg	Act_Adv	0	1	0	0
11222	frames\Adventure\louBM-Mix7s\506.jpg	Act_Adv	0	1	0	0
11223	frames\Adventure\louBM-Mix7s\736.jpg	Act_Adv	0	1	0	0
11223	frames/Adventure/louBM-Mix7s/736_aug.jpg	Act_Adv	0	1	0	0
11224	frames\Adventure\louBM-Mix7s\966.jpg	Act_Adv	0	1	0	0
11224	frames/Adventure/louBM-Mix7s/966_aug.jpg	Act_Adv	0	1	0	0
11225	frames\Adventure\lPE1uBdcB8Y\1196.jpg	Act_Adv	0	1	0	0
11226	frames\Adventure\lPE1uBdcB8Y\1426.jpg	Act_Adv	0	1	0	0
11227	frames\Adventure\lPE1uBdcB8Y\1656.jpg	Act_Adv	0	1	0	0
11228	frames\Adventure\lPE1uBdcB8Y\1886.jpg	Act_Adv	0	1	0	0
11229	frames\Adventure\lPE1uBdcB8Y\2116.jpg	Act_Adv	0	1	0	0
11230	frames\Adventure\lPE1uBdcB8Y\2346.jpg	Act_Adv	0	1	0	0
11231	frames\Adventure\lPE1uBdcB8Y\2576.jpg	Act_Adv	0	1	0	0
11232	frames\Adventure\lPE1uBdcB8Y\276.jpg	Act_Adv	0	1	0	0
11233	frames\Adventure\lPE1uBdcB8Y\46.jpg	Act_Adv	0	1	0	0
11234	frames\Adventure\lPE1uBdcB8Y\506.jpg	Act_Adv	0	1	0	0
11235	frames\Adventure\lPE1uBdcB8Y\736.jpg	Act_Adv	0	1	0	0
11236	frames\Adventure\lPE1uBdcB8Y\966.jpg	Act_Adv	0	1	0	0
11237	frames\Adventure\L_l2ii_25tc\1196.jpg	Act_Adv	0	1	0	0
11238	frames\Adventure\L_l2ii_25tc\1426.jpg	Act_Adv	0	1	0	0
11239	frames\Adventure\L_l2ii_25tc\1656.jpg	Act_Adv	0	1	0	0
11240	frames\Adventure\L_l2ii_25tc\1886.jpg	Act_Adv	0	1	0	0
11241	frames\Adventure\L_l2ii_25tc\2116.jpg	Act_Adv	0	1	0	0
11242	frames\Adventure\L_l2ii_25tc\2346.jpg	Act_Adv	0	1	0	0
11243	frames\Adventure\L_l2ii_25tc\2576.jpg	Act_Adv	0	1	0	0
11244	frames\Adventure\L_l2ii_25tc\276.jpg	Act_Adv	0	1	0	0
11245	frames\Adventure\L_l2ii_25tc\2806.jpg	Act_Adv	0	1	0	0
11246	frames\Adventure\L_l2ii_25tc\3036.jpg	Act_Adv	0	1	0	0
11247	frames\Adventure\L_l2ii_25tc\3266.jpg	Act_Adv	0	1	0	0
11248	frames\Adventure\L_l2ii_25tc\3496.jpg	Act_Adv	0	1	0	0
11249	frames\Adventure\L_l2ii_25tc\3726.jpg	Act_Adv	0	1	0	0
11250	frames\Adventure\L_l2ii_25tc\3956.jpg	Act_Adv	0	1	0	0
11251	frames\Adventure\L_l2ii_25tc\4186.jpg	Act_Adv	0	1	0	0
11251	frames/Adventure/L_l2ii_25tc/4186_aug.jpg	Act_Adv	0	1	0	0
11252	frames\Adventure\L_l2ii_25tc\4416.jpg	Act_Adv	0	1	0	0
11253	frames\Adventure\L_l2ii_25tc\46.jpg	Act_Adv	0	1	0	0
11254	frames\Adventure\L_l2ii_25tc\4646.jpg	Act_Adv	0	1	0	0
11255	frames\Adventure\L_l2ii_25tc\4876.jpg	Act_Adv	0	1	0	0
11256	frames\Adventure\L_l2ii_25tc\506.jpg	Act_Adv	0	1	0	0
11257	frames\Adventure\L_l2ii_25tc\5106.jpg	Act_Adv	0	1	0	0
11258	frames\Adventure\L_l2ii_25tc\736.jpg	Act_Adv	0	1	0	0
11259	frames\Adventure\L_l2ii_25tc\966.jpg	Act_Adv	0	1	0	0
11260	frames\Adventure\n59mG9_X35Q\1196.jpg	Act_Adv	0	1	0	0
11261	frames\Adventure\n59mG9_X35Q\1426.jpg	Act_Adv	0	1	0	0
11262	frames\Adventure\n59mG9_X35Q\1656.jpg	Act_Adv	0	1	0	0
11263	frames\Adventure\n59mG9_X35Q\1886.jpg	Act_Adv	0	1	0	0
11264	frames\Adventure\n59mG9_X35Q\2116.jpg	Act_Adv	0	1	0	0
11265	frames\Adventure\n59mG9_X35Q\2346.jpg	Act_Adv	0	1	0	0
11266	frames\Adventure\n59mG9_X35Q\2576.jpg	Act_Adv	0	1	0	0
11267	frames\Adventure\n59mG9_X35Q\276.jpg	Act_Adv	0	1	0	0
11267	frames/Adventure/n59mG9_X35Q/276_aug.jpg	Act_Adv	0	1	0	0
11268	frames\Adventure\n59mG9_X35Q\2806.jpg	Act_Adv	0	1	0	0
11269	frames\Adventure\n59mG9_X35Q\46.jpg	Act_Adv	0	1	0	0
11270	frames\Adventure\n59mG9_X35Q\506.jpg	Act_Adv	0	1	0	0
11271	frames\Adventure\n59mG9_X35Q\736.jpg	Act_Adv	0	1	0	0
11272	frames\Adventure\n59mG9_X35Q\966.jpg	Act_Adv	0	1	0	0
11273	frames\Adventure\niul8Hy-3wk\1196.jpg	Act_Adv	0	1	0	0
11274	frames\Adventure\niul8Hy-3wk\1426.jpg	Act_Adv	0	1	0	0
11275	frames\Adventure\niul8Hy-3wk\1656.jpg	Act_Adv	0	1	0	0
11276	frames\Adventure\niul8Hy-3wk\1886.jpg	Act_Adv	0	1	0	0
11277	frames\Adventure\niul8Hy-3wk\2116.jpg	Act_Adv	0	1	0	0
11278	frames\Adventure\niul8Hy-3wk\2346.jpg	Act_Adv	0	1	0	0
11279	frames\Adventure\niul8Hy-3wk\2576.jpg	Act_Adv	0	1	0	0
11280	frames\Adventure\niul8Hy-3wk\276.jpg	Act_Adv	0	1	0	0
11281	frames\Adventure\niul8Hy-3wk\2806.jpg	Act_Adv	0	1	0	0
11282	frames\Adventure\niul8Hy-3wk\3036.jpg	Act_Adv	0	1	0	0
11282	frames/Adventure/niul8Hy-3wk/3036_aug.jpg	Act_Adv	0	1	0	0
11283	frames\Adventure\niul8Hy-3wk\3266.jpg	Act_Adv	0	1	0	0
11284	frames\Adventure\niul8Hy-3wk\3496.jpg	Act_Adv	0	1	0	0
11285	frames\Adventure\niul8Hy-3wk\3726.jpg	Act_Adv	0	1	0	0
11286	frames\Adventure\niul8Hy-3wk\46.jpg	Act_Adv	0	1	0	0
11287	frames\Adventure\niul8Hy-3wk\506.jpg	Act_Adv	0	1	0	0
11288	frames\Adventure\niul8Hy-3wk\736.jpg	Act_Adv	0	1	0	0
11289	frames\Adventure\niul8Hy-3wk\966.jpg	Act_Adv	0	1	0	0
11290	frames\Adventure\NvPYToFoU2M\1196.jpg	Act_Adv	0	1	0	0
11291	frames\Adventure\NvPYToFoU2M\1426.jpg	Act_Adv	0	1	0	0
11292	frames\Adventure\NvPYToFoU2M\1656.jpg	Act_Adv	0	1	0	0
11293	frames\Adventure\NvPYToFoU2M\1886.jpg	Act_Adv	0	1	0	0
11294	frames\Adventure\NvPYToFoU2M\2116.jpg	Act_Adv	0	1	0	0
11295	frames\Adventure\NvPYToFoU2M\2346.jpg	Act_Adv	0	1	0	0
11296	frames\Adventure\NvPYToFoU2M\2576.jpg	Act_Adv	0	1	0	0
11297	frames\Adventure\NvPYToFoU2M\276.jpg	Act_Adv	0	1	0	0
11298	frames\Adventure\NvPYToFoU2M\2806.jpg	Act_Adv	0	1	0	0
11299	frames\Adventure\NvPYToFoU2M\46.jpg	Act_Adv	0	1	0	0
11300	frames\Adventure\NvPYToFoU2M\506.jpg	Act_Adv	0	1	0	0
11301	frames\Adventure\NvPYToFoU2M\736.jpg	Act_Adv	0	1	0	0
11302	frames\Adventure\NvPYToFoU2M\966.jpg	Act_Adv	0	1	0	0
11303	frames\Adventure\O2VkpNsOM4o\1196.jpg	Act_Adv	0	1	0	0
11304	frames\Adventure\O2VkpNsOM4o\1426.jpg	Act_Adv	0	1	0	0
11305	frames\Adventure\O2VkpNsOM4o\1656.jpg	Act_Adv	0	1	0	0
11306	frames\Adventure\O2VkpNsOM4o\1886.jpg	Act_Adv	0	1	0	0
11307	frames\Adventure\O2VkpNsOM4o\2116.jpg	Act_Adv	0	1	0	0
11308	frames\Adventure\O2VkpNsOM4o\2346.jpg	Act_Adv	0	1	0	0
11309	frames\Adventure\O2VkpNsOM4o\2576.jpg	Act_Adv	0	1	0	0
11309	frames/Adventure/O2VkpNsOM4o/2576_aug.jpg	Act_Adv	0	1	0	0
11310	frames\Adventure\O2VkpNsOM4o\276.jpg	Act_Adv	0	1	0	0
11310	frames/Adventure/O2VkpNsOM4o/276_aug.jpg	Act_Adv	0	1	0	0
11311	frames\Adventure\O2VkpNsOM4o\46.jpg	Act_Adv	0	1	0	0
11312	frames\Adventure\O2VkpNsOM4o\506.jpg	Act_Adv	0	1	0	0
11312	frames/Adventure/O2VkpNsOM4o/506_aug.jpg	Act_Adv	0	1	0	0
11313	frames\Adventure\O2VkpNsOM4o\736.jpg	Act_Adv	0	1	0	0
11314	frames\Adventure\O2VkpNsOM4o\966.jpg	Act_Adv	0	1	0	0
11315	frames\Adventure\PhKy0fGOJz0\1196.jpg	Act_Adv	0	1	0	0
11315	frames/Adventure/PhKy0fGOJz0/1196_aug.jpg	Act_Adv	0	1	0	0
11316	frames\Adventure\PhKy0fGOJz0\1426.jpg	Act_Adv	0	1	0	0
11317	frames\Adventure\PhKy0fGOJz0\1656.jpg	Act_Adv	0	1	0	0
11318	frames\Adventure\PhKy0fGOJz0\1886.jpg	Act_Adv	0	1	0	0
11319	frames\Adventure\PhKy0fGOJz0\2116.jpg	Act_Adv	0	1	0	0
11320	frames\Adventure\PhKy0fGOJz0\2346.jpg	Act_Adv	0	1	0	0
11321	frames\Adventure\PhKy0fGOJz0\2576.jpg	Act_Adv	0	1	0	0
11322	frames\Adventure\PhKy0fGOJz0\276.jpg	Act_Adv	0	1	0	0
11323	frames\Adventure\PhKy0fGOJz0\46.jpg	Act_Adv	0	1	0	0
11324	frames\Adventure\PhKy0fGOJz0\506.jpg	Act_Adv	0	1	0	0
11325	frames\Adventure\PhKy0fGOJz0\736.jpg	Act_Adv	0	1	0	0
11325	frames/Adventure/PhKy0fGOJz0/736_aug.jpg	Act_Adv	0	1	0	0
11326	frames\Adventure\PhKy0fGOJz0\966.jpg	Act_Adv	0	1	0	0
11327	frames\Adventure\pQT-QFy5Nig\1196.jpg	Act_Adv	0	1	0	0
11328	frames\Adventure\pQT-QFy5Nig\1426.jpg	Act_Adv	0	1	0	0
11329	frames\Adventure\pQT-QFy5Nig\1656.jpg	Act_Adv	0	1	0	0
11330	frames\Adventure\pQT-QFy5Nig\1886.jpg	Act_Adv	0	1	0	0
11331	frames\Adventure\pQT-QFy5Nig\2116.jpg	Act_Adv	0	1	0	0
11332	frames\Adventure\pQT-QFy5Nig\2346.jpg	Act_Adv	0	1	0	0
11333	frames\Adventure\pQT-QFy5Nig\2576.jpg	Act_Adv	0	1	0	0
11333	frames/Adventure/pQT-QFy5Nig/2576_aug.jpg	Act_Adv	0	1	0	0
11334	frames\Adventure\pQT-QFy5Nig\276.jpg	Act_Adv	0	1	0	0
11335	frames\Adventure\pQT-QFy5Nig\2806.jpg	Act_Adv	0	1	0	0
11336	frames\Adventure\pQT-QFy5Nig\3036.jpg	Act_Adv	0	1	0	0
11336	frames/Adventure/pQT-QFy5Nig/3036_aug.jpg	Act_Adv	0	1	0	0
11337	frames\Adventure\pQT-QFy5Nig\3266.jpg	Act_Adv	0	1	0	0
11338	frames\Adventure\pQT-QFy5Nig\3496.jpg	Act_Adv	0	1	0	0
11339	frames\Adventure\pQT-QFy5Nig\3726.jpg	Act_Adv	0	1	0	0
11339	frames/Adventure/pQT-QFy5Nig/3726_aug.jpg	Act_Adv	0	1	0	0
11340	frames\Adventure\pQT-QFy5Nig\3956.jpg	Act_Adv	0	1	0	0
11341	frames\Adventure\pQT-QFy5Nig\4186.jpg	Act_Adv	0	1	0	0
11341	frames/Adventure/pQT-QFy5Nig/4186_aug.jpg	Act_Adv	0	1	0	0
11342	frames\Adventure\pQT-QFy5Nig\4416.jpg	Act_Adv	0	1	0	0
11343	frames\Adventure\pQT-QFy5Nig\46.jpg	Act_Adv	0	1	0	0
11344	frames\Adventure\pQT-QFy5Nig\506.jpg	Act_Adv	0	1	0	0
11345	frames\Adventure\pQT-QFy5Nig\736.jpg	Act_Adv	0	1	0	0
11346	frames\Adventure\pQT-QFy5Nig\966.jpg	Act_Adv	0	1	0	0
11347	frames\Adventure\R2zNRrOXbPY\1196.jpg	Act_Adv	0	1	0	0
11348	frames\Adventure\R2zNRrOXbPY\1426.jpg	Act_Adv	0	1	0	0
11349	frames\Adventure\R2zNRrOXbPY\1656.jpg	Act_Adv	0	1	0	0
11350	frames\Adventure\R2zNRrOXbPY\1886.jpg	Act_Adv	0	1	0	0
11351	frames\Adventure\R2zNRrOXbPY\2116.jpg	Act_Adv	0	1	0	0
11352	frames\Adventure\R2zNRrOXbPY\2346.jpg	Act_Adv	0	1	0	0
11353	frames\Adventure\R2zNRrOXbPY\2576.jpg	Act_Adv	0	1	0	0
11354	frames\Adventure\R2zNRrOXbPY\276.jpg	Act_Adv	0	1	0	0
11355	frames\Adventure\R2zNRrOXbPY\2806.jpg	Act_Adv	0	1	0	0
11356	frames\Adventure\R2zNRrOXbPY\3036.jpg	Act_Adv	0	1	0	0
11357	frames\Adventure\R2zNRrOXbPY\3266.jpg	Act_Adv	0	1	0	0
11358	frames\Adventure\R2zNRrOXbPY\3496.jpg	Act_Adv	0	1	0	0
11359	frames\Adventure\R2zNRrOXbPY\3726.jpg	Act_Adv	0	1	0	0
11359	frames/Adventure/R2zNRrOXbPY/3726_aug.jpg	Act_Adv	0	1	0	0
11360	frames\Adventure\R2zNRrOXbPY\46.jpg	Act_Adv	0	1	0	0
11361	frames\Adventure\R2zNRrOXbPY\506.jpg	Act_Adv	0	1	0	0
11361	frames/Adventure/R2zNRrOXbPY/506_aug.jpg	Act_Adv	0	1	0	0
11362	frames\Adventure\R2zNRrOXbPY\736.jpg	Act_Adv	0	1	0	0
11363	frames\Adventure\R2zNRrOXbPY\966.jpg	Act_Adv	0	1	0	0
11364	frames\Adventure\rcIfzdLjjxU\1196.jpg	Act_Adv	0	1	0	0
11365	frames\Adventure\rcIfzdLjjxU\1426.jpg	Act_Adv	0	1	0	0
11366	frames\Adventure\rcIfzdLjjxU\1656.jpg	Act_Adv	0	1	0	0
11367	frames\Adventure\rcIfzdLjjxU\1886.jpg	Act_Adv	0	1	0	0
11368	frames\Adventure\rcIfzdLjjxU\276.jpg	Act_Adv	0	1	0	0
11369	frames\Adventure\rcIfzdLjjxU\46.jpg	Act_Adv	0	1	0	0
11370	frames\Adventure\rcIfzdLjjxU\506.jpg	Act_Adv	0	1	0	0
11371	frames\Adventure\rcIfzdLjjxU\736.jpg	Act_Adv	0	1	0	0
11372	frames\Adventure\rcIfzdLjjxU\966.jpg	Act_Adv	0	1	0	0
11373	frames\Adventure\rwzNpFWiOTg\1196.jpg	Act_Adv	0	1	0	0
11374	frames\Adventure\rwzNpFWiOTg\1426.jpg	Act_Adv	0	1	0	0
11375	frames\Adventure\rwzNpFWiOTg\1656.jpg	Act_Adv	0	1	0	0
11376	frames\Adventure\rwzNpFWiOTg\1886.jpg	Act_Adv	0	1	0	0
11377	frames\Adventure\rwzNpFWiOTg\2116.jpg	Act_Adv	0	1	0	0
11378	frames\Adventure\rwzNpFWiOTg\276.jpg	Act_Adv	0	1	0	0
11379	frames\Adventure\rwzNpFWiOTg\46.jpg	Act_Adv	0	1	0	0
11380	frames\Adventure\rwzNpFWiOTg\506.jpg	Act_Adv	0	1	0	0
11381	frames\Adventure\rwzNpFWiOTg\736.jpg	Act_Adv	0	1	0	0
11382	frames\Adventure\rwzNpFWiOTg\966.jpg	Act_Adv	0	1	0	0
11383	frames\Adventure\SRy397r355A\1196.jpg	Act_Adv	0	1	0	0
11384	frames\Adventure\SRy397r355A\1426.jpg	Act_Adv	0	1	0	0
11385	frames\Adventure\SRy397r355A\1656.jpg	Act_Adv	0	1	0	0
11386	frames\Adventure\SRy397r355A\1886.jpg	Act_Adv	0	1	0	0
11387	frames\Adventure\SRy397r355A\2116.jpg	Act_Adv	0	1	0	0
11388	frames\Adventure\SRy397r355A\2346.jpg	Act_Adv	0	1	0	0
11389	frames\Adventure\SRy397r355A\2576.jpg	Act_Adv	0	1	0	0
11390	frames\Adventure\SRy397r355A\276.jpg	Act_Adv	0	1	0	0
11391	frames\Adventure\SRy397r355A\2806.jpg	Act_Adv	0	1	0	0
11392	frames\Adventure\SRy397r355A\3036.jpg	Act_Adv	0	1	0	0
11393	frames\Adventure\SRy397r355A\46.jpg	Act_Adv	0	1	0	0
11394	frames\Adventure\SRy397r355A\506.jpg	Act_Adv	0	1	0	0
11395	frames\Adventure\SRy397r355A\736.jpg	Act_Adv	0	1	0	0
11396	frames\Adventure\SRy397r355A\966.jpg	Act_Adv	0	1	0	0
11397	frames\Adventure\SUr7fu-LXj4\1196.jpg	Act_Adv	0	1	0	0
11398	frames\Adventure\SUr7fu-LXj4\1426.jpg	Act_Adv	0	1	0	0
11398	frames/Adventure/SUr7fu-LXj4/1426_aug.jpg	Act_Adv	0	1	0	0
11399	frames\Adventure\SUr7fu-LXj4\1656.jpg	Act_Adv	0	1	0	0
11400	frames\Adventure\SUr7fu-LXj4\1886.jpg	Act_Adv	0	1	0	0
11401	frames\Adventure\SUr7fu-LXj4\2116.jpg	Act_Adv	0	1	0	0
11402	frames\Adventure\SUr7fu-LXj4\2346.jpg	Act_Adv	0	1	0	0
11403	frames\Adventure\SUr7fu-LXj4\2576.jpg	Act_Adv	0	1	0	0
11404	frames\Adventure\SUr7fu-LXj4\276.jpg	Act_Adv	0	1	0	0
11405	frames\Adventure\SUr7fu-LXj4\2806.jpg	Act_Adv	0	1	0	0
11406	frames\Adventure\SUr7fu-LXj4\3036.jpg	Act_Adv	0	1	0	0
11407	frames\Adventure\SUr7fu-LXj4\3266.jpg	Act_Adv	0	1	0	0
11408	frames\Adventure\SUr7fu-LXj4\3496.jpg	Act_Adv	0	1	0	0
11409	frames\Adventure\SUr7fu-LXj4\3726.jpg	Act_Adv	0	1	0	0
11410	frames\Adventure\SUr7fu-LXj4\46.jpg	Act_Adv	0	1	0	0
11411	frames\Adventure\SUr7fu-LXj4\506.jpg	Act_Adv	0	1	0	0
11412	frames\Adventure\SUr7fu-LXj4\736.jpg	Act_Adv	0	1	0	0
11413	frames\Adventure\SUr7fu-LXj4\966.jpg	Act_Adv	0	1	0	0
11414	frames\Adventure\Td3qZIf5Swg\1008.jpg	Act_Adv	0	1	0	0
11415	frames\Adventure\Td3qZIf5Swg\1248.jpg	Act_Adv	0	1	0	0
11416	frames\Adventure\Td3qZIf5Swg\1488.jpg	Act_Adv	0	1	0	0
11417	frames\Adventure\Td3qZIf5Swg\1728.jpg	Act_Adv	0	1	0	0
11418	frames\Adventure\Td3qZIf5Swg\1968.jpg	Act_Adv	0	1	0	0
11419	frames\Adventure\Td3qZIf5Swg\2208.jpg	Act_Adv	0	1	0	0
11420	frames\Adventure\Td3qZIf5Swg\2448.jpg	Act_Adv	0	1	0	0
11421	frames\Adventure\Td3qZIf5Swg\2688.jpg	Act_Adv	0	1	0	0
11422	frames\Adventure\Td3qZIf5Swg\288.jpg	Act_Adv	0	1	0	0
11423	frames\Adventure\Td3qZIf5Swg\2928.jpg	Act_Adv	0	1	0	0
11424	frames\Adventure\Td3qZIf5Swg\3168.jpg	Act_Adv	0	1	0	0
11425	frames\Adventure\Td3qZIf5Swg\48.jpg	Act_Adv	0	1	0	0
11426	frames\Adventure\Td3qZIf5Swg\528.jpg	Act_Adv	0	1	0	0
11427	frames\Adventure\Td3qZIf5Swg\768.jpg	Act_Adv	0	1	0	0
11428	frames\Adventure\tm6qzug9AS8\1196.jpg	Act_Adv	0	1	0	0
11429	frames\Adventure\tm6qzug9AS8\1426.jpg	Act_Adv	0	1	0	0
11430	frames\Adventure\tm6qzug9AS8\1656.jpg	Act_Adv	0	1	0	0
11430	frames/Adventure/tm6qzug9AS8/1656_aug.jpg	Act_Adv	0	1	0	0
11431	frames\Adventure\tm6qzug9AS8\1886.jpg	Act_Adv	0	1	0	0
11432	frames\Adventure\tm6qzug9AS8\2116.jpg	Act_Adv	0	1	0	0
11433	frames\Adventure\tm6qzug9AS8\2346.jpg	Act_Adv	0	1	0	0
11434	frames\Adventure\tm6qzug9AS8\2576.jpg	Act_Adv	0	1	0	0
11435	frames\Adventure\tm6qzug9AS8\276.jpg	Act_Adv	0	1	0	0
11435	frames/Adventure/tm6qzug9AS8/276_aug.jpg	Act_Adv	0	1	0	0
11436	frames\Adventure\tm6qzug9AS8\2806.jpg	Act_Adv	0	1	0	0
11436	frames/Adventure/tm6qzug9AS8/2806_aug.jpg	Act_Adv	0	1	0	0
11437	frames\Adventure\tm6qzug9AS8\3036.jpg	Act_Adv	0	1	0	0
11438	frames\Adventure\tm6qzug9AS8\3266.jpg	Act_Adv	0	1	0	0
11439	frames\Adventure\tm6qzug9AS8\46.jpg	Act_Adv	0	1	0	0
11440	frames\Adventure\tm6qzug9AS8\506.jpg	Act_Adv	0	1	0	0
11441	frames\Adventure\tm6qzug9AS8\736.jpg	Act_Adv	0	1	0	0
11442	frames\Adventure\tm6qzug9AS8\966.jpg	Act_Adv	0	1	0	0
11443	frames\Adventure\UFFWH8N9SLk\1196.jpg	Act_Adv	0	1	0	0
11444	frames\Adventure\UFFWH8N9SLk\1426.jpg	Act_Adv	0	1	0	0
11445	frames\Adventure\UFFWH8N9SLk\1656.jpg	Act_Adv	0	1	0	0
11446	frames\Adventure\UFFWH8N9SLk\1886.jpg	Act_Adv	0	1	0	0
11447	frames\Adventure\UFFWH8N9SLk\2116.jpg	Act_Adv	0	1	0	0
11448	frames\Adventure\UFFWH8N9SLk\2346.jpg	Act_Adv	0	1	0	0
11449	frames\Adventure\UFFWH8N9SLk\2576.jpg	Act_Adv	0	1	0	0
11450	frames\Adventure\UFFWH8N9SLk\276.jpg	Act_Adv	0	1	0	0
